,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X002241.SZ,X600089.SH,X600703.SH,X600741.SH,X002236.SZ,X600066.SH,X600271.SH,X601877.SH,X002129.SZ,X600177.SH,X600118.SH,X600582.SH,X000559.SZ,X000581.SZ,X000550.SZ,X002475.SZ,X000568.SZ,X300124.SZ,X000623.SZ,X300146.SZ,X000400.SZ,X300003.SZ,X600060.SH,X000800.SZ,X000050.SZ,X000977.SZ,X002294.SZ,X002292.SZ,X600839.SH,X002465.SZ,X002456.SZ,X000869.SZ,X600166.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.163162068349963,0,0,0,0,0,0,0,0.188674988323216,0,0,0,0,0,0,0,0.00132448046637149,0.161273176284554,0,0,0.111725028148788,0,0,0,0,0,0,0.0308890429611264,0,0,0.016113142142279,0,0,0,0,0,0,0.118513142961471,0,0,0,0,0,0,0,0,0,0,0,0,-0.00243451764606098,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.147196384483062,0.178601344899321,0.00613002248132799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289450692384695,0.0447522792408129,0,0,0,0,0,0,0,0,0.00599348534794306,0,0,0,0,0,0,0,0,0.116420223203554,0.102013154859923,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0559344614537375,0.245768666158183,0,0.149863900541917,0,0,0.120015526032272,0,0,0,0,0,0.11396674629884,0,0.0288859806150046,4.33680868994202e-19,0,0.0867601493705773,0.0335984424834313,0,0,0,0,0,0.0786087744934449,0,0,0,0,0.0319506407884058,0,0,0,0,0,0,0.0136837844236771,0,0,0,0,0,0,0,0.00590558745409051,0,0,0,0,0,0
X000651.SZ,0.257925738552255,0,0,0,0,0,0,0,0.0609330347646529,0.0491769062456785,0,0,0,0.106483263619215,0,0,0,0.00541661516099168,0,0.00772373111882717,0,0,0,0,0,0,0,0,-0.045332342610757,0,0.198685392286853,0,0,0,0,0,0,0,0,0,0,0,0,0.039299618111137,0,0,0,0,0,0,0,0.0634856324531263,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.04537477698543,0,0,0,0,0,0.0656617010522543,0,0,0,0,0,0,0,0,0.167045179328542,0.0269092601916604,0,0,0,0,0,0,0,0,0.302496121828746,0,0,0,0,0,0.117913349664538,0.0773637028862707,0,0.0235678471766218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.122368512527097,0,0.0241795968849956,0,0.155974759381032,0,0,0.112355935580228,0,0,0,0,0,0,0,0,0,0,0,0.100768006423173,0,0,0,0,0,-0.0135906350417603,0,0,0,0,0.0948949090968502,0,0,0.05376378613716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010897829479293,-0.0298207354811795,0,0,0,0,0,0
X000858.SZ,0,0,0.145044565170641,0,0,0,0,0.105989313002185,0.0766892819858425,0.0319357858724162,0,8.67361737988404e-19,0,0.10103021220088,0.208808588859713,0,0,0,0,0,0,0,0,0,0,0.0354328106295555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249439942595561,0,0,0,0,0,0,0,0,0,0,0.00414515356519601,0,0,0,0,0,0
X002304.SZ,0,0,-6.93889390390723e-18,0,0,3.46944695195361e-18,0.185067737061514,0,0,0.108569253358309,0,0,0,0,0,0,0,0,-0.0296218752812069,0,0.0754655545214135,0.0556350818882849,-0.0540521903748414,0,0,0,0,0,0,0,0.148234495406444,0,0,0,0,0,0,-0.0105615828239434,0,0,0.0502757137007835,0,0,0,0,0,-0.240164134596685,0.204033021377891,0,0,0,0.0394511869465632,0,0,0.0291615354211487,0,0,0,0
X600690.SH,0.194621940598409,0,0.206124936174136,0,0,0,0,0,0,0,0,0,0,0.0719834738236444,0,0,0,0,0,0,0.0825557225155366,0,0,0,0,0.100822125971205,0,0,0.0155471035206119,0.0403940836988331,0,0,0,0,0,0,0,0,0.118898752579891,0.111125666208474,0,0,0,0,0,0,0,0,0,0,0,-0.0306560457305794,0,0,0,0,0,0,0
X000063.SZ,0,0,0.115191254934316,0,0,0,0.144112165135243,0.007058778181104,0,0,0,0.0879341409925551,0,0.0783689203609635,0,0,0,0,0.0399727215592739,0,0,0,0,0,0,0.00282213690672456,0,0,0,0,0,0,0,0,0.104647115914331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522781975130978,0,0,0,0,0,0,0
X600031.SH,0.038252429672536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739403109304641,0,0,0,0,0,0,0,0,0,0,0.0611932529632375,0,0,0.0268904691811247,0,0,0,0,0,0.0790050714394439,0,0,0,-0.00580399921054909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218177195542814,0,0
X000100.SZ,0.00474739170401736,0,0,0,0,0,0,0,0,0.0662976798606321,0,0,0,0.0788092491191406,0,0,0,0,0,0,0,0,0,0,0,0.146028750466771,0,0,0.0399995923469537,0.00387637753614218,0.0410162854823353,0,0,0,0.00807028771908047,0,0,0,0.219903358657621,0.0799615603581567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0666291046929215,0,0,0.00448755473165678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591913508428558,0,0.0610479655782351,0.232363609648759,0,-0.0947206942982283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0210624821829184,0,0.104341501068182,0,0,0.458225700243328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146453603940994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176937442788086,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0562810220248805,0,0,0,0,0,0,0,0.660728177235922,0,0,0.0306943361956761,0,0,0,0,0,0,0,0,0,0,0,0.00717866637788702,0.00793117232633721,0,0,0,0,0,0.0827548319536496,0,0.000916540491856418,0,0,0.0170566563101157,0.048864547630999,0,0.0970435198763722,0,0,0,0,0,0,0,0,0,0,0,0.0231749715724426,0,0,0,0,0,0
X600372.SH,0.00961406220717179,0,0.0612311733538959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684565782748548,0,0,0,0,0.26119251334202,0,0,0,0,0.116556447787686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0.134700948102904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152988949087866,0,0.267509738519673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929098034169336,0,0.00508719742769108,0,0,0,0,0,0.0177018211191075,0,0,0,0,0,0,0
X600089.SH,0.0828537061893767,0,0.0372973718642725,0.015604665371454,0,0,0,0,0,0,0.0830677620921942,0,0,0.0742907868224953,0,0,0,0,0,0,0,0.0297221422486807,0,0,0,0.0175455347738871,0.0470011264730683,0,0,0.11845972091954,0,0,0,0,0,0,0.314929311420218,0,0,0,0.0188301866469112,0,0,0,0,0,0.0911251451345537,0,0,0.158064769102439,0,0,0,0,0,0,0,0,0
X600703.SH,0.0534217040880781,0,0.0291351809038482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798732189091494,0.177422102439258,0.0601332918568359,0,0,0.00445812390949541,0,0,0,0.195945747922512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127864563073462,0,0,0,0,0,0.00226440553490633,0,0,0,0,0,0,0
X600741.SH,0.162618276149098,0,0,0,0,0.198617400121659,0,0,0,0.0568365757453807,0.0581530251890861,0,0,0,0,0,0,0,0.0293531476805083,0,0,0,0,-0.00993732430280644,0.0479368615054192,0,0,0,0,0,-1.38777878078145e-17,0,0,0.139977180176324,0.150189757645348,-0.0381548339241013,0,0,0,0,-0.0990603428569033,0,0,0,0,0,0,0,0,0,0,0.0162388679536163,0.0249432445965094,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.196576949190193,0,0,0,0,0,0,0,0,0,0,0,0.0369002707833154,0,-0.0140776371378105,0,0,0,0.207122145839717,0,0,0,0,0,0.0842822148250821,0,0,0.335223373901464,0,0,0,0.0807012137359036,0,0,-0.00940092357008425,-0.0859346055857365,0,0,0,0.0149973825043323,0,0,0,0,0,0,0,0,-0.0226939323999942,0,0,0,0,0,0
X600066.SH,0.0199191249293159,0,0,0.271893729339841,0,0,0,0.122723202209336,0,0.0415465783751093,0.206578294000045,0.0441380965778608,0,0,0,0,0,0.0164298384213916,0,0,0.0201909831077891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194540984148901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0.113080467985622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986029474033657,0,0,0,0,0.00989523013532641,0.129068664330092,0.100329311010943,0,0.0434492407943043,0,0,0,0.0488929760286993,0,0.0228385812210382,0.114278415358642,0.104650797044093,0,0,0,0,0,0,0,0.2508813911653,0,0,0,0,0,0,0.0302225248406237,0,0,0,0,0,0
