,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X601877.SH,X300142.SZ,X002241.SZ,X002074.SZ,X600741.SH,X000733.SZ,X600702.SH,X000100.SZ,X600522.SH,X000157.SZ,X600460.SH,X600884.SH,X000799.SZ,X300003.SZ,X600584.SH,X000800.SZ,X600487.SH,X002007.SZ,X002414.SZ,X002236.SZ,X300146.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.297745661777267,0,0.00101176995427348,0.243316596785403,0,0.0883877263358291,0,0,0,0.0507848677778676,0,0,0,0,0,0,0,0,0,0,-0.0351232541424155,0,0,0,0,0,0,0,0,0.0167843933353596,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0287845144248817,0,0,0,0,0,0,0,0,0,0,-0.00478523666558194,0,0,0,0,0,0,0
X000858.SZ,0.148675055224244,0,0,0,0.525734752705601,0,0,0,0,0,-0.0674720479265534,0,0,0,0,0,0.00832351078425549,0,0,0,0,0,0,0,0,0,0,0.0800816963394173,0,0,0,0,0,0,-1.73472347597681e-18,0.0619089974321594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165606802571877,0,0,0,0,0,0,0
X600809.SH,0.315195529795894,0,0,0,0.521467725476731,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.10091978252879,0,0,0,0,0,0,0,0,0,0,0,0,0.00296019396207399,0,0,0,-0.0143009311958531,0,0,0,0,0,0,0,0,0,0,-0.00963770844442431,0,0,2.16840434497101e-19,-0.034627857115496,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0387188198032758,0,0,0,0,0,0,0,0,0,0,0.00363094009134307,0,0,0,0.131199272010231,0,0,0,0,0.0182027784865452,0,0,0,0,0,0.0373009047932371,0,0,0,0,0,0,0,0,0,0.190658639557246,0,0,0,0,0.250321213450683,0.0880325799682695,0,0,-1.73472347597681e-18,0,0.001601947737479,0,0,0,0,0,0,0
X000568.SZ,0.338249564335931,0.300257239092892,0.594699483014711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346450615925115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145021153427753,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.00961632534556121,0,0,0,0,0,0,0,0,0,0,0,0.102610846328427,0,0,0,0,0,0.083344300695104,0,0.0227894203180547,0,0,-1.0842021724855e-19,0,0,0,-0.164616006584207,0,0,0,0.0555395169229283,0.061485953981248,0,0,0,0,0,0.0353248668594241,0,0,0,0.00181802041602278,-0.0189984632801256,0,0,0,0,0,0
X600690.SH,0.0534200283881027,0,0,0,0.213478943061173,0,0,0,0,0,0,0,0,0,0,0,0.0654566115513215,0,0.0256456054556722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231238102535391,0,0,0,0,0,0,0,0,0,0,-0.0133987202496011,-0.0595692584931497,0,0,0,0,0,0
X002304.SZ,0.163593540475606,0,0.039811939187244,0,0.311837324404232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572223790580281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00177968596682764,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.151314508231567,0,0,0,0,0,0,0,0,0,0.0445444280953966,0,0,0,0,0,0.0434218080222587,0,0,0.0395538468914353,0.195939774117963,0,0,0,0,0,0,0,0,0,0,0.107074970430634,0,0,0,0,0.118106854378578,0,0,0,0,-0.0123895159915377,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0925732133207713,0,0.130841311184406,0,0,0,0,0,0,0,0,0,-0.119543020732115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314428233618271,0,0,0,0,0.0710749052555297,-0.0185772760159212,0.0101131675058801,0,0,0,0,0,0,0
