,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X600031.SH,X000559.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002292.SZ,X002236.SZ,X600372.SH,X600741.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X002465.SZ,X300124.SZ,X600177.SH,X002049.SZ,X000568.SZ,X600582.SH,X601877.SH,X002506.SZ,X002294.SZ,X002074.SZ,X300003.SZ,X000869.SZ,X002129.SZ,X300001.SZ,X000547.SZ,X002085.SZ,X600867.SH,X002498.SZ,X600498.SH,X600839.SH,X600252.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0593117339861097,0,0,0,0,0.0974917300412823,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.171967230887941,0,0,0,0,0,0,0,0.045981798466888,0.0667025231396729,0,0,0,0,0,0,0,0,-0.0344125893104761,0,0,0,-0.0232521027486839,0,0,0.00521841990150721,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.369345748707314,0,0,0,0,0,0,0,0,0,0.045973363848565,0,0.0854689947543476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459977184809516,0,0,0,0,0,0,0,0,-0.133408660531715,0,-0.00845270268062099,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134417597448771,0,0,0.00132502933892643,0,0,0,0,0,0,0,0,0.21583450024787,0,0.0868974982942387,0,0,0,0.0145135221863678,0,0,0,0,0,0,0.118151843079779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10161291204873,0,0,0,0,0,0,0,0,0,0.0139621567005452,0.0489774393257644,0,0.104724441605787,0,0,0,0,0,0,0,0.0123937560281819,0,0,0,0.0197401720031408,0,-1.73472347597681e-18,0.0484944865673968,0,0,-0.0191579139828113,0.036711944307755,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482104391648364,0,0,0,0.0192703815346531,0,0,0,0,0,0.0481821886385569,0,0,0,0,0.0346465168613492,0,0,0,0.0347297223497825,0,0,0,0,0.0971089960501326,0,0.0428981840063174,0,0,0,0,0.162633651823889,0,0,0,-0.00875656793195046,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335334044325659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645649837971008,0,0,0.0318240992330967,0,0,0,0,0,-0.0366934939701451,0,0,0,0,0,0,0
X002304.SZ,0,0.13048160608854,0,0,0,0,0,0,0,0,0,0,0.113103613285809,0,0,0,0,0,0,0,0.0986840195035549,0,0,0,0,0,0,0,0,0,0,0.126074870223244,0,0,0,0,0,0,0,0.0545047871921242,0,0,0,0,0,0,0,0,0,0,-0.0194005284420734,0.0202013233004265,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0180799052640974,0,0,0,2.16840434497101e-19,0,0,0.0242141145008593,0,0,0.0182640093792655,-0.0932784426417284,0,0,0,0,0,0,0,0,0,0.00186245315882759,0,0,0,0,0,0.0240025823074492,0,0,0,0,0.0314898686742573,0.00955841586132664,0,0,0,0,0,0,0,2.16840434497101e-19,0.0309959543094665,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657625049653165,0,0.0664806895407097,0.0548823564489995,0,0.0120567847300569,0,0,0,0.207985465114192,0.0184052959261065,0,0,0,0,0,0,0,0,0,0.123328063964259,0,0,0,0,0.042143144035292,0,0,0,0,0,0.0101432130373606,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133340270945253,0.0126760285705424,0,0,0,0,0.150964702795991,0.259582026325763,0,0,0,0,0,0,0,0.0547507138215758,0,0,0,0,0,0,0,0,0.054202078154352,0,0.0182079976643388,0,0,0,0,0,0,0,0,-0.00941629245066664,-4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124611819328133,0.116818357173751,0,0.0288276558333112,0,0,0,0,0,0.0147715715965107,0,0,0,0.0212601110920097,0,0,0,0,0,0,0,0,0,0,0,0,0.0329918318976022,-0.0292040310067399,0,-0.0359483492939184,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292108369937798,0,0.0774331119727364,0.086423344615634,0,0,0,0.102646832169546,0,0.210775335236159,0,0,0,0,0,0,0,0,0.0651300787256952,0.00432003973526742,0,0,0,0.01374067900009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1322731289751,0,0.17286147633207,0,0,0,0,0,0,0,0,0,0,0.0208173121018465,0,0.00431569585664101,0,0,0,0,0,0.0524138376158282,0.284943858230268,0,0,0.079412801829456,0,0,0,0,0,-0.0087064731546332,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19351884301094,0,0,0,0,0,0,0,0,0,0,0,0.0963658309155358,0,0,0,0,0,0,0,0,0,0,-0.0562748905508382,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666467725372147,0,0.2338215951179,0,0,0,0,0,0.0104183156707167,0.00262464344776484,0,0,0,0,0,0,0,0,0.138757114887355,0,0,0,0,0.075914840082766,0,0.201740020326348,0,0,0,-0.00413018887955943,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118596342890844,0,0,0,0,0,0,0,0.13883151386298,0,0,0,0.233465613146473,0,0.0210735258899142,0,0,0,0,0,0.201117415953,0,-0.0155596048954774,-0.0125756161442259,0,0,0,0,0,0
X002241.SZ,0,0,0.403088487515754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151080251489553,0,0,0,0,0,0,0,0,0.0676304048543086,0,0.0696196236548453,0,0,0,0,0,0,0,0,0.376381220051642,0,0,-0.066802926498383,0,0,0,0,-0.0289153194035875,0,0,-0.00225653852722794,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578720036245999,0,0,0,0,0,0,0,0,0,0,0.0037603482106713,0,0,0,0.0138902002673584,0,0,0,0,0.115955220702503,0,0.010112399694609,0,0,0,0,0.16906203084713,0,0,0,-0.0152770383679246,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.254990538734109,0,0,0.0296526240464515,0,0,0,0,0,0,0.0322466588980021,0,0,0,0,0.114422535699044,0,0,0,0,0.107475640785936,0,0,0,0,0,0,0,0,0,0,0.0786363453453115,0,0.0497869926717551,0,0,0,0,0,0,0,-0.0167285936855013,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0986257903585875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248677504603666,0,0,0,0,0,0.120330496499368,0,0,0,0,0,0.252280446244872,0,0,0,0,0,0,0,0,0,-0.0427675522919079,0,0,0,0,0,0,0
