,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X002236.SZ,X000568.SZ,X600741.SH,X000625.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X002508.SZ,X300124.SZ,X002008.SZ,X300003.SZ,X300136.SZ,X600089.SH,X002085.SZ,X600177.SH,X600271.SH,X600522.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X000981.SZ,X600699.SH,X600867.SH,X600566.SH,X000050.SZ,X600372.SH,X300115.SZ,X600809.SH,X002074.SZ,X000559.SZ,X002007.SZ,X000066.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0469805143466119,0,0,0.0527263463306619,0,0,0,0,0.339384023348492,0,0,0,0,0,-0.0161006247400684,0,0,0,0,0,-0.0229250667551088,0,0.0461009020312657,0,0.0505392655679795,0.0457452725916504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160505440562651,0,0,0,0,0,0,0,-0.0141723421573452,0,0,0,0,0,0
X600104.SH,0,0,0,0.164122588491789,0,0,0,0.0429033422451715,0,0.129041680602957,0,0,0,0.331682592512001,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179025160626945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115573293360694,0,0,0.0291722331223463,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.185440763674048,0.065089410499851,0,0,0,0,0,0.335518874682749,-1.38777878078145e-17,0.136922922181515,0,0,0,0,0,0,0,0,0,0.170640711419665,0,0.0327572050511937,0,0.0275821373418614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005676981551421,0.0508723324468339,0,0,0,0,0,0
X000651.SZ,0,0.038457121036667,4.33680868994202e-19,0,0.192454336467036,0.0302996539852186,0,0,0,0.0465141524298294,0,0,0,0,0.141406071606042,-0.00351620709580552,0,0,0,0,0.135592861300016,0,0,0.0656832303470147,0.154814739156419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046401735306361,0,0,0,0,0,0,0,0,0,0,-0.000689581764161409,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0420020789157043,0,0,0,0,0,0,0,0.0719077645064371,0.753506735174492,0,0,0,0,0,0,0,0,0.0335939159182263,0,0,0,0,0.0455244294858288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261607587463828,0,0,0,0,0,0,0.000971966627256723,0.0149753752576581,0,0,0,0,0,0
X000725.SZ,0,0,0.119096824663509,0,0,0,0,0,0.155515588669474,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0135678152911157,0,0,0,0,0,0,0,0,0,0.178742774595446,0.0966264441433045,0,0.640011915334833,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0596422314738907,0,0,0,0,0,0,0,0,0,0.000430445156299023,0.0452060937040024,0,0,0,0,0,0
X600276.SH,0,0,0.0616832383253986,0,0,0,0,0,0,0,0,0,0,0.16461718654772,0,0,-0.0255335627270434,0,-0.0537743600774492,0,0,0,0,0,0,0,0.192341134580647,0,0,0,0,0,0.0718160649389221,0,0,0,0,0,0,0,0,0,-0.0901569673455179,0,0,0,0,0,-0.0726601546001034,0,0,0.012850498464476,-0.00300375824642713,0,0,0,0,0,0
X002304.SZ,0.184840757529962,0.130650314681265,0,0,0.181793522061538,0,0,0,0,0.0332503296585085,0,0,0,0,0,0,0.0992504654968328,0,0,0,0,0.132551001450148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479269964400372,0.129701813014259,0,0,0,0,0,0,0.0159396042493532,-0.0359474474503441,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0200301972777463,0.114490049762211,0,0.122001653584617,0,0,0,0,0,0,0.0555991034573289,0,0,0,0,0.0983807928513674,0.230380062726874,0,0.0515000612168239,0,0,0,0,0,0.0209832983036204,0,0,0,0,0,0,0,0.109183566851465,0,0,0,0,0,0,-0.107742067602842,0,0,-0.0165732730336572,0,0,0,0,-0.0354399492745827,0,0
X600690.SH,0,0.0798066969244197,0,0.374787864946,0,0,0,0,0,0,0,0.0835169901644172,0,0.214788255726433,0.020256850310765,0,0,0,0,0,0,0,0,0,0,0,0,-0.105942660670664,0,0,0,0,0,0.233872020786551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863616382973691,0,0,0.0189831764854688,-0.0089687875906849,0,0,0,0,0,0
