,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X600702.SH,X000733.SZ,X600522.SH,X002074.SZ,X600741.SH,X000157.SZ,X000799.SZ,X600460.SH,X600584.SH,X300003.SZ,X002007.SZ,X600884.SH,X600779.SH,X300146.SZ,X002294.SZ,X600487.SH,X601799.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0527915638247891,0.23899563925528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578614173421488,0.0548206434321111,-0.0299023977207699,0,0,0,0,0,0,0,0,0.00844066194106704,0,0.19030318679123,0,0.0188123708668603,0,0,0,0,-0.00241045034620257,0.0226580975528478,0,0,0,0,0,0
X000858.SZ,0,0,0.105967052973424,0.338072645933236,0,0.238666723422782,0,0,0,0,0,0,0,0,0.107018797177499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,2.81022680074469e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439689234441241,0,-0.00792242577171643,0.00870151923325806,0,0,0,0,0,0
X600809.SH,0,0,0,0.5999580618135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256396306694327,-0.159084216572824,0,0,0,0,0,0,0,0,0,0,0.0763674773730159,0,0,0,0,0,0,-4.33680868994202e-19,0.0179250258260187,0,0,0,0,0,0
X000568.SZ,0,0.366894981068227,0.36014631500807,0,0,0.103357417811579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153435124328537,0,0,0,0,0,0,0,0,0,0,0,0,-0.00576485390476562,0.00898352939759833,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.020023084800923,0,0,0,0,0,0.0657597799413299,0,0.045089549052872,0,-0.0367754857539719,0,0,0.185979989516739,0,0,0,0,0,0,0.00709753794544473,0,0,0,0,0,0,0.030759483982363,0,0,0,0.0634851929487142,0,0,0.0391636137913487,0,0,0,0,0,-0.0217610735137287,-0.00423250942731209,0,0,0,0,0,0
X002304.SZ,0,0,0,0.531810292206067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345610378176057,0,0,0,0,0,0,0,0,0,0.0801259934766481,0,0,-0.0173590896836146,0,0,0,0,0.014773419281637,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974930468850085,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0746011529255363,0,0,0,0,0,0,0.14248083545111,0.0420058211019139,0,0,0,0.110313301312471,-0.0467552943990427,0,0.00768502689190182,-0.00714965501093681,-0.00875749402242443,0,0,0,0,0,0,0
X600690.SH,0.0156121739709027,0,-4.33680868994202e-19,0.145681024865523,0,0.0373626270136328,0,0,0,0,0,0,0,0.165667995872924,0.112065115919627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00574508683591699,0.003935250340397,0,0,0,0,0,0
X002475.SZ,0,0,0.0530488377581714,0,0,0,0,0,0,0,0,0.0443169309848832,0,0,0,0,0,0,0.00414896587725064,0,0.0992575715308006,0,0,0,0,0,0,0,0,0,0,0.261887969041055,0,0,0,0,0,0,0,0,0,0,0.0111014877990369,0,0,0,0,0,0,0.100942597617358,0,-0.00553116778575013,-0.0281341420869134,0,0,0,0,0,0
X000651.SZ,0,0,0,0.133250335355278,0,0,0,0.212637654866083,0,0,0,0,0,0,0.046275074975624,0,0,0,0.00532761392982387,0,-0.0274489725317868,0,0,0,0,0.0133740881069065,0,-0.0613777017065737,0,0,0,0,0.0915298798670632,0,0,0,0,0,0,0,0,0,0.0185782520874127,0,0,0,0,0,0,-0.0164296950451222,0,-0.0125660865784715,0.012004701464503,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.222050844449931,0,0,0.144852086311412,0,0,0,0,0,0,-0.00488828609123821,0,-0.0933015087570413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541218545117757,0,0,0.0555257146458286,0,0,0.0865222508314097,0,0.0119934192472007,0,0,0,0,-0.00499556964652637,0,0,0,0,0,0
