,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600066.SH,X002241.SZ,X000100.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002456.SZ,X600177.SH,X000157.SZ,X600372.SH,X600522.SH,X300124.SZ,X002085.SZ,X002007.SZ,X000981.SZ,X600089.SH,X300003.SZ,X002294.SZ,X600699.SH,X002508.SZ,X000559.SZ,X600867.SH,X002180.SZ,X000066.SZ,X002292.SZ,X002074.SZ,X600498.SH,X000623.SZ,X002426.SZ,X300136.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.112805298340917,0.140980407428262,0,0,0,0,0,0,0,0,0,0.077016950470433,0,0,0,0,0,0.20926493032861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,5.42101086242752e-20,-0.000227841959355971,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0335437944127875,0,0,0,0.0365946711090505,0,0,0,0.570247140358123,0,0,0,0,0,0,0,0,0,0,0.0877762540460209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0510823527658142,0,0,-4.33680868994202e-19,0,-0.154372565678104,0,-0.0262184976388119,-0.00661177960568576,0.00226941513356649,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0460823094693629,0,0,0,0,0,0,0,0.0511107516554761,0,0,0,0.187215224202639,0,0,0,0,0,0,0,0,0,0,0,0.168315704552059,0,0,0.021390414438141,0,-0.0181105857805093,0,0.062078166330298,0,0,0,0,0,0,0,0.0598164020149877,0,0,0,0,0,0,-0.0552567154867574,8.67361737988404e-19,0.0027655577686868,0,0,0,0,0,0
X000651.SZ,0,0.124109038918952,0,0,0,0,0,0,0,0.3233967810099,0,0,0.173771751375651,0,0,0,-0.0900605702964488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104094608260617,0,0,0,0,0.324874423849181,0,0,0,-0.0883049907143192,0.0026843685240862,0.0204606922446643,0,0,0,0,0,0
X000858.SZ,0.193010431518401,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.00235486007158617,0.207462113875221,0.261946346380548,0,0,0,0,0,0,0,0,0.127619735639097,0,0,0,0,0,0,0,0,-0.080507488705735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816023579597074,-0.0263581207731321,0,0.0101303574228302,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.106686568221877,0,0,0,0,0,0.0784637245631865,0,0,0,0,0,0,-0.208909037974314,0,0.0970763025450147,0.232390891119929,0,0,0,0,0,0,0,0,0,0,0,0,0.00601993202256185,0,0,0,0,0,0,0,0,-0.0211391956651584,0,0,0,0.0434860381157513,0,0,0.117594011169704,0,0.00773904323618704,-0.0319511619053013,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.00765611042768993,0.0103273877860183,0,0,0,0,0,0.181076540018284,0,0,0,0,0,-0.012773819834124,0,0,0,0,0,0,0,0,-0.0413266563505244,0,0,-0.060426553041306,0.0605925380091818,0,0,0,0.0417758507194621,0,0,0,0,0.0211380244816669,0,0.0881252215804151,0,0,-0.082847247081994,0,0,0.00650862164943083,0,-0.0989416003264361,0.017757953434667,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0996377299166572,0,0,0,0.289334725491833,0.0821661342348075,0,0,0.0588185985765764,0,0,0,0,0,0.00537126681536875,0.0667093499260618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525531138313178,0,0,0,0.00985695257605405,0,0,0,-0.00808491065638284,0.00457680457412021,2.16840434497101e-19,0,0,0,0,0,0
X000625.SZ,0.0167477285607744,0.0351566777550023,0,0.0719158032305686,0.0493844016388074,0,0,0,0,0,0,0,0.113569286485392,0.328120348619945,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657083768053428,0,0,0,0,0,-0.00450584583349261,0,0,0,0,0,0
X000063.SZ,0.0375320635393724,0,0,0.138178515508835,0,0.100859663680732,0,0,0,0,0,0,0,0,0,0.172143354660198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264305548205552,0.015437925633659,0.0923320601794774,0,0.0654818214716162,0,-0.102551894237449,0,0,0,0.00516826590618249,0,0,0,0,0,0
X600690.SH,0,0,0,0.210982223711717,0,-0.00841513717615545,0,0,0.0270779024673918,0,0,0,0,0,0,0,0,0.100127056823706,0,0,0,0.0725036737609214,0,0,-0.0509238267370814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150093549274507,-0.00798919736879235,0,0,0,0,0,0
