,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X300124.SZ,X002304.SZ,X003816.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002241.SZ,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X002463.SZ,X600183.SH,X002007.SZ,X600522.SH,X002028.SZ,X000800.SZ,X600460.SH,X300142.SZ,X601799.SH,X002074.SZ,X002294.SZ,X600418.SH,X002223.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.108350603063287,0.319685348416955,0,0.0805773112024358,0,0.00328427304546805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135216363896937,0,0,0,0.0682467013641294,0,0,0,0,0,0,-0.00505325013658294,-0.00252047333309292,0,0,0,0,0,0
X000858.SZ,0.16344448217789,0,0,0,0.0175569277329756,0.394012710634644,0,0.0395309922231844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513552407511523,0.0601480205058991,0,0,0,0,0.0411130769081126,0,0.00530876646046558,0,0,0,0,0,0,0,0,0,0.0444557664828866,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046156958624845,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0862270282498721,0,0,0,0,0,0,0,0,0.0628284621497235,0,0,0,0.0687540090605571,0.0790189024663448,0,0.0689668262079562,0,0,0,0,0,0,0,0,0.0436628067334163,0,0,0,0,0,0,0.0725559352735525,0,0,0,0.00983971851449157,0,0,0,0.0180856547302268,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0962892405894122,0,0.0145769875068634,0,0,0,0,0,0,0.110699139631102,0,0,0,0,0,0,0,0.0160412755583417,0,0,0,0,0.0868416708988212,0,0,0,0,-0.0275502445454014,0,0,0,0,0,0,0,0,0,0,0,0.189398091433141,0,0.0338469961174367,0,0,0.0205716927485274,-0.0205208090489326,0,0,0,0,0,0
X600809.SH,0.189960976414295,0,0,0,0,0.402508222757577,0,0,0,0,0,0,0,0,0,0,0,0.192142716767195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722570789484091,0,0,0,0,-0.065385950452366,0,0,0,0,0,0,0,0,0,-0.00809283125153715,0.0119518474837539,0,0,0,0,0,0
X000568.SZ,0,0.214669534783376,0,0,0.580341459819851,0,0,0,0,0,0,0,0,0,0,0,0.0174830743380089,0,0,0,0,0,0,0,0,-0.0354661780282293,0,0,0,0,0,0,0,0,0,0,0,-0.157968957829909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826805483674911,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142280966925053,0,0,0,0.270336961142329,0,0,0.0619189711520682,0,0,0,0,0,-0.0709552541733917,0,0,0,0,0.0948829658618696,0,0,0,0,0,0.0601568232641028,0,0.0619341118913495,0,0,0,-0.0014898860523845,0.0268882760591725,0,0,0,0,0,0
X600690.SH,0.059688285158879,0,0,0,0,0.258413138882711,0,0,0.0395834108746553,0,0,0,0,0,0,0,0.0432223890840107,0,0,0,0,0.0374915996589319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153274625100875,0,0,0,0,0,0,0,0,0,0,0.0155094565567092,-0.00403973868941575,0.0284295283613085,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.214364186977784,0,0.0202164757352129,0,0,0,0,0,0,0.0235549166732621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100529076436222,0,0.0369399174601448,0.0672677803963938,0,0,0.00700401353771859,0,0,0,0,-0.0368045286819736,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0848422890612638,0,0,0,0,0,0,0,0,0,0,0,0,0.390875975129685,0,0,0,0,0.0666422702920753,0,0,0,-0.0455220569141487,0,0,0,0,0,0,0,0,0,0,0.0487559824266286,0,0,0,0,0,-0.156203922268154,0,0,0.00265059864413933,0,0.332648263743028,0,0,0,0.00571106548712757,-0.011756960403998,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.167061046213528,0.0325945949604256,0,0,0,0,0,0,0.236122495940095,0,0,0,0,0,0,0,-0.0731914028263177,0,0,0,0,0,0,0.150756460569714,0,0.0945702161676538,0,0.0416308751143433,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0574197053653042,0,0.305102074836018,0,-0.235164218533783,0,0,0,0,0,0.00537776447609992,0.00625917133835112,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.294046686391258,0,0,0,0.0188894189501977,0,0,0,0,0,0,0,0,0,0,0,0.154253876265197,0,0,0,0,0,0.00995363653967751,0,0,0,0.0581462692025013,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0316802891559936,0,0,0,0,-0.0158116314566458,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0146138679977226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0084668988763612,0,0,0,0,0,0.000697969769132979,0,0,0,0.0865199128744836,0,0
X600104.SH,0.0870171505221767,0,0,0,0,0.0444293074157512,0,0,0.0348880534766419,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.52197632263012e-05,0,0,0,0,0,0,0,-0.0224324950393117,0,0,0,0,0,0,0,0,0,-0.00790953607261806,0,0,0,0,0.0940657367017387,0,0,0,0.00194376787899513,0.0242399302421873,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576163281820044,0,0,0,0,-0.00717758331321412,0,0,0,0,0,0,0,0,0.0963548387637473,0.0430735167265287,0,0,-0.0209246470413922,0.000330479864241609,0,-0.0276238106318775,0,0,0,0.0284366568891189,0,0,0,0,0,0,0,0,-0.0301439257074698,0,0
X002371.SZ,0,0,0,0,0,0,0.0554577395038777,0,0,0.0960923996699001,0,0,0,0,0,0,0,0,0,0,0,0.109421229759704,0,0,0,0.0512376884378442,0,0,0,0,0,0.206028205020641,0,0,0,0,0.00673468340599452,0,0,0,-0.114574489230171,0,0,0,0,0,0,-0.0210214161545406,0,0.0241463443073325,0,0.0269453580010545,-0.0220582668504949,-0.10576865557232,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0526518532891633,0.0695564284426452,0,0,0,0.168454997129439,0.0810862229377537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624708070149823,0,0,0,0,0,-0.0202545693455091,0,0,0,0,0,0,0.0581077762364617,0,0,0,0,0,0,0,0,0,-0.00427068851837645,0.0129655083344837,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.488323659381324,0.0832484222609334,0,0,0,0.00999673362932292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542437931743044,0,0,0,0,0.0237166764664086,0,0,0,0,0,0,0,0,0,-0.0663567436955474,0,-0.019804727515277,-0.00272602206488455,0,0,0,0.00949886000261699,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000393557527783256,0,0,0,0,0,0,0.422390100792268,0,0,0.0791745776488624,0,0,0.00502949369139477,0,0,0,0,0,0,0.0585249979208127,0,0,0,0.0639875449158427,0,0,0,0.132900818040207,0,-0.0164135661417786,-2.71050543121376e-20,0,0,0,0.12799859137911,0,0
X600031.SH,0,0,0.0533423370797439,0,0,0,0.0539654181248694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161268181815589,0,0,0,0,0,0.0159067245433796,0,0.125406807953772,0.159804871066492,0,0,0,0.0244515140375823,0,0,0,0,0.00307089511394333,0,0,0,0.0535809489418949,0,0,0,0.0542720845918918,0,0,0,-0.0175379314556453,0.0143502053341807,0,0,0,0,0,0
X002179.SZ,-0.139241926567217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183564720791309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562237001612811,0,0,0,0,-0.23049213876792,0,0,0,0,0,0,0.012337897405956,0,0,0,0.0905150323507576,0,0,0,0,-0.0285689850139452,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419197891747642,0,0,0,0,0,0,0,0,0.455842839854439,0,0,0,0,0,0,0.0111104805496317,0,0,0,0,0,0,0,0,0.0428642090094025,0,0.178145376305305,0,0.0478436121546901,0,0,0,-0.00413785520352252,0.0222610347542923,0,0,0,0,0,0
X000100.SZ,0,0.108635920864475,0,0,0,0,0,0,0,0,0,0,0,0,0.692161753431075,0,-0.0788692857845098,0,0,0,0,0,0,0,0.00499538015973067,0,0,0,0,0,0,0,0,0,0,0,0.140977459080882,0,0,0,0,0,0,0,-0.0588165388595474,0,0,0.0131324377859773,0,0,0,-0.00532153952819289,0,0,0,0,0.0161337511094802,0,0
