,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X000568.SZ,X600031.SH,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X000596.SZ,X002241.SZ,X002007.SZ,X002371.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002129.SZ,X002049.SZ,X600741.SH,X600584.SH,X600183.SH,X000157.SZ,X000800.SZ,X002236.SZ,X000977.SZ,X601877.SH,X000625.SZ,X002456.SZ,X002414.SZ,X300136.SZ,X002185.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002008.SZ,X600118.SH,X600779.SH,X600522.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00675831888757181,0,0,0,0,0.0723376496085265,0,0,0.037612907774608,0,0,0,0,0,0,0,0,0.0114031318252693,0,0,0,0,0,0,0.0222787898704912,0,0.0647193273663047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155758279451797,0,0,0,-0.00186869803668384,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,-0.00814209340232378,0,0.0636755573833523,0,0,0.196357084527598,0,0,0,0.17434036906425,0,0,0.00656613624647097,0.0292930669715974,0.125413977812467,0,0,0,0.00583554722499986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00797486383150367,0,0,0,0,0,0,-0.0676663861688411,0.0368882640116967,-0.0300003207639773,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.113119629269845,0,0,0,0,0.101461296356782,0,0,0,0,0,0.0531723904724561,0,0,0,0,0,0,0.0337242450420646,0,0,0,0,0.22146974253411,0,0.00249493320206515,0,0,0,0,-0.0398291974555604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562055371163148,0,0,0,-0.00599738217013095,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317309749436564,0,0,0,0,0.00403151299396374,0,0,0,0,0,0,0.0519370161625819,0,0,0,0,0,0,0,0,0,0.100056277140033,0,0,0,0,0,0,0,0,0,-0.00829997004429005,-0.0148685331629698,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0752632022006695,0,0,0,0,0.0445285555191756,0.149800983030592,0,0,0,0.0154910895395535,0.243895336301158,0.0120990345297476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301467086097684,0,0,0,0,0,0.00723906165587119,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.179885451663041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127997348791105,0.0631320149505388,0,0,0,0,0.129863218126528,0.0332001415537788,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0819935127878333,0,0.00713794177368575,-0.0152647132591371,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0231507457330814,0,0,0.137856175965456,0,0,0,0,0.0126587163704984,0,0,0,0,0.0601724449299067,0,0,0,0,0.0542502040415408,0,0,0,0,0,0,0.00371741591936668,0.090860800927907,0,0,0.230025621095324,0,0,0,0,0.0858240693418891,0,0,0.0189900172445423,0,0,0,0,-0.0348327546733028,-0.00647079909884489,0,0,0,0,0,0,0
X002304.SZ,0,0.295800052297595,0,0,0,0,0,0,0,0,0.190865360179,0,0,0,0,0,0,0,0.0639745171900791,0,0,0.00255637129967189,0,0,0,0,0,0,0,0.00373317029284491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123524854672224,0,0,0,-0.00301576872252876,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.207192385794384,0,0,0,0,0,0,0,0,-0.011097879266476,0,0,0,0,0,0,0,0.114847737696811,0,0,0.0312860229707057,0,0,0.0180999013330804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282511356296722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0527564499666598,0,0,0,0,0,0,0,0,0,0.00137115827322603,0,0,0,0,0,0,0.136639629976629,0,0,0,0,0,0,0,-0.0033638421552227,0,0,0,0,0,0,0,0.0679861190738801,0,0,0,0,0,0,0.162850170145837,0,0,0.138418548377319,0.207181792806099,-0.00496908700495668,0.00898440631867189,0,0,0,0,0,0,0
X000568.SZ,0,0.408793866643352,0,0,0,0,0,0,0,0,0,0,0,0,0.191851749576728,0,0,0,0,0,-0.0653474475951509,0.0411833673968674,0.014774126376611,0,0,0,0,-0.0461288390225542,0.0338310177606288,0.0442971958047279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153182695319318,0,0,0,0.0117686183893471,-0.0199948108006941,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.153849880386264,0.0489348791262359,0,0.0552060393661539,-0.0355725136662003,0,0.057805112737607,0,0,0,0,0.132988511623641,0,0,0,0,0,0,0.000863446602580067,0,0,0,0.102255493285392,0,0.0259882912382648,0.0736906016185861,-0.0488172332331841,0,0.0890786121196738,0,0,0,0,0,0,0,0,0,0,0,0,0.218589179464343,0,0,0,0,0,-0.0159075842520696,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581663115498354,0,0,0,0,0,0,0,-0.0366618935590436,0.361264833310976,0,0,0,0,0.188767796339621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816514874854364,0,0,0.013541246380666,0,0,0,0,0,0,0
X003816.SZ,0,0,-0.0385057113846104,-0.055690413945896,0,0.0494065591621787,0,0,0,0,0,0,0.0692895285717556,0,-0.00864491179472881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585542237017556,0,0,0,0.0332345120773913,0.0540758170838169,0,0,0,0,0,0,0,0.111463342774529,0,0,0.0512292584495825,0,0,0,0,0,0.00665242496284584,-0.0147800438271706,0,0,0,0,0,0
X600809.SH,0,0.241716810929417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172791415656607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440451055669872,0,0,0,0,0,0,0,0,0,0,0,0.18093682846384,-0.0121590918197237,0,0,0,-0.0164022965636162,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.154573194081181,0,0.126358135702141,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675451107801317,0,0,0,0.0446854385278256,0,0,0.0433118455413419,0,0,0,0,0,0.00379692185494579,-0.00081013414476275,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.172516282528225,0,0,0.0828131067418546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100200896862556,0,0,0,0,0,0.027532380767197,0,0,-0.137908987238407,-0.0165250526207106,0,0,0,0.0654977736179223,0,0,0,0,0,0,0,0,0.00708498473274124,0.00620323998254386,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.0111235810254774,0,0,0,0,0.193775264775341,0.0593975292282792,0,0,0.257852741984596,0,0.21428152920516,0,0,0,0,0,0.00818665648421864,0,0,0.0530125725968326,0,0,0,0,0,0,0,0.147415143500468,0,0,0.0318956516589652,0,0,0,0,0,0,0,0,0.0757487773562854,0.00850448347054078,0.00513225721911372,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199946885954923,0,0,0,0,0,0,-0.0422353262938822,0,0.101134196785773,0,0.0199977807527192,0,-0.0214216654746161,0,0,0,0,0,-0.0945213620456452,0,0,0,0,0,0.0752678487727758,0,0.0397628166700852,0,0,0,0,0,0.206877289114146,0,0,0,0,0.0117816806689681,0,0,0,0,0,0
X002241.SZ,0,0,0,0.273338601800527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141756204187565,0,0,0,0,0.0603392802695544,0,0,0,0,0,0,0,0,0.0623709892811575,0,0,0,0.00503778386515197,0,0,0.0548503802086196,0,0.144723678566807,0.0816490840741482,0,0,0,0,0,0,0,0,0,-0.0206750310698626,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0.318964325754822,0,-0.0803781555467569,0,0,0,0,0,0,0,0,0,0,0,0,0.25870488260884,0,0.0230366913902821,0,0,0,0,0,0,-0.00469843487456784,0,0,0.0991012029259861,0,0,0,0,0,0,-0.0693580254014367,0,0,0,0,0,0.068293029578006,0,-0.0563774462341014,-0.00670307634693312,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459197085832141,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.3351700633342,0,0,0,0,0,0,0,0,0,-0.184066856277101,0,0.0107543217712768,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108049884703397,0,0,0.0808706134824396,0,0,0.087392445783795,0,0,0.295082092646692,0.130722125166397,0,0,0.0636064848851019,0,0,0.264216188241209,0,0,0,0,0,0,0,0,0,0,0.103414582635381,0,0,0,0,0,0,-0.0258956062927169,0,0,0,0,0,0
