,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X600031.SH,X000725.SZ,X002371.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X000661.SZ,X000100.SZ,X600089.SH,X002179.SZ,X600460.SH,X000799.SZ,X000157.SZ,X600741.SH,X002074.SZ,X002236.SZ,X600702.SH,X600884.SH,X002414.SZ,X600779.SH,X600584.SH,X000800.SZ,X601799.SH,X600183.SH,X002007.SZ,X002176.SZ,X300003.SZ,X000733.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.377031837975426,0,0,0,0.128857430729913,0,0,0,0,0,0,0,0,0,0.0528400130502711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586774482017149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.125706648150888,0.287971948158281,0,0,0,0,0,0.0284870554556424,0,0,0.0500788990110865,0,0.00862757907761091,-0.0612004981233349,0,0,0,0,0,0,0,0,0,0.0710090480764123,0,0,0,0,0.0752701756682384,0.0537171802739613,0,0.00833238927129732,0,0,0,-0.0167545854075268,0.158873514986377,0,0,0,0,0,0,0,0,0.0153156149733814,0,0,-0.0099660944934945,0,0,0,0,0,0
X002415.SZ,0,0.17377170256539,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.040572707678176,0,0,4.33680868994202e-19,0.0172729005538115,0,0,0,0.166370008663384,0,0,0,0,0,0,0.0358694083068089,0,0,0,0,0,0,0,0,0,0.0571236831635927,0,0.0747445498194874,0.00386862816744591,0,0,0,0.0214364488787733,0,0,0,0,0,0,0,0.0119008391543501,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.101745220573839,0,-0.0516487275781471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215718328374891,0.461397488327241,0,0,0,0,0.22798348632919,0,0,0.0317761960552414,-0.0448295452799926,0,0,0,0,0.0068602232830172,0,0,0,0,0,0.00830707093619309,0,0,0,0,0,0
X600276.SH,0,0.384339375522671,0,-0.0379220394268614,0,0,0,0,0,-0.0628454974646251,0,0,0,0,0.12490221432746,0.238630656836972,0,0,0,0,0,0,0,-0.223833603258807,0,0,0,0.0734997184843437,0,0,-0.129420499673986,0,0.00465451177138624,0,0,0,0,0,0.116619576328958,0,0,0,-0.0049808479436598,0,0,0,0,0,0,0,0,-0.0048077501092306,-0.0244563720995344,0,0,0,0,0,0
X000568.SZ,0,0.394986197439233,0,0.0554168391395077,0,0,0,-0.056409945337671,0,0,0,0,0,-0.0298116526179374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761513419427063,0,0,0,0,0.100156787597609,-0.0731797348026957,0,0.0653063553722713,0,0,0,0,0,0,0,0,0,0,-0.0229608644358224,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.12772191931511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101425309067172,0,0,0,0.00483014537071017,0,0,0,0,0.226918950287347,0,0.0576014093545242,0,0,0,0,0,0.0434097449164603,0,0,0,0,0.0376246398079563,0.0225942188812668,0,0,0,0,-0.017815462698117,1.0842021724855e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.134203960358819,0,0,0,0,0,0,0.0532227775556508,0,0,0.0420207699975193,0,0,0,0,0,0,0,0,0,0,0,-0.0367837926523264,0.0675812610756648,0,0.0314521424095879,0,-0.000671267305721679,0,0.0832424954557949,0.0433308546581923,0,0,0.0201664325362427,0,0,0.124181730796776,0,0,0,0,0,-0.0486840924532208,0,0,0,0,-0.0061338737651058,0,0,0,0,-0.0141717605741468,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0184042265897471,0,5.42101086242752e-20,0,0,0,0,0.174197221612021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067690574060186,0,0,0,0,0,0,0.00365356381396989,0,0,0,0,0,6.7762635780344e-21,0,-0.0318023107477446,0,0,-0.00733945902858287,0.0260113996643203,0,0,0,0,0,0
X002475.SZ,0,0,0.0158669569602484,0,0,0,0,0,0,0,0,0,0,0.000687737108944938,-3.46944695195361e-18,3.46944695195361e-18,0,0.0245071355456707,0,0,0,0,0,0.118177699561945,0,0,0,0,0,-0.16513961601847,0,0.0579346127999042,0,0,0,0,0,0,0,0,0,0,0,0.0736783502864674,0,0.0290746565410672,-0.0204580216615168,0,0,0.110159588013778,0,0,0,0,0,0,0.0811641270128069,0,0
