,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X003816.SZ,X600809.SH,X002371.SZ,X000568.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X300124.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X002179.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X600089.SH,X002028.SZ,X600584.SH,X600372.SH,X000157.SZ,X600703.SH,X600741.SH,X600066.SH,X600418.SH,X000977.SZ,X600522.SH,X002236.SZ,X600183.SH,X601877.SH,X002049.SZ,X002294.SZ,X600487.SH,X000800.SZ,X000921.SZ,X601799.SH,X002074.SZ,X002180.SZ,X000661.SZ,X002129.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.147248141862224,0,0,0,0,0,0,0.0474599021643706,0,0.22571893280497,0,0,0,0,0,0,0,0.00550038307166375,0,0.221602641788441,0,0,0,-0.0108970920113027,0,-0.0159019998750178,0,0,0,0,0,0,0,0,0,0,0.0854257672754773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249532252386774,0,0,0,0.025863419262188,0,0
X000858.SZ,0.051814703672988,0,0.00728129890279863,0,0,0,0,0,0.0275179772413151,0,0.332556647101391,0,0,0,0,0,0,0.0593676728264147,0,0,0.15217563325556,0,0,0,0,0,0,0,0,0,0,0,-0.0302481060262101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020071877261714,0,0,0,0,0,0.0214621827641046,0.0323062691679229,0,0,0.00908118661881726,0,0
X600276.SH,0,0,0,0,0.0371437180137258,0,0,-0.062841906249047,0,0.0419802599990203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138889111100925,0,0,0,0,0,0,0.126516371385724,0,0,0,-0.0390380007273883,0,0,0,0,2.16840434497101e-19,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,-0.03134982265966,0,0,0,0,0,0,0,0,0,0,0,0,0.183498680061156,0.135410956256537,0,0,0.217510037449754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303915981659836,0,0,0,0,0,0,0,0,0,0,-0.0373418062653524,0,0,0,-0.0269073975362774,0,0
X600690.SH,0,0,0.0453345386777051,0,0,0,0.328506395041612,0,0,0,0,0.0807479834047921,0,0,0,0,0,0,0.115257293513573,0,0,0.00889040795962607,0.0708201771204912,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0709391907755599,0,0,0.0307965975103939,0,0,0,0,0.253540835200443,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155715083665229,0,0
X002415.SZ,0,0,0,0,0.0210408872027803,0,0,0,0,0,0,0,0,0.145634361150507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993429512601429,0,0,0,0,0,0.0695315612158527,0,0,0,0,0,0.0447262777993124,0,0,0,0,0.0808596351405983,0,0,0,0.0163096030462058,0,0,0,-0.00226127486884258,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.197777445951058,0,0,0,0,0,0.108376066721831,0,0,0,0,0,0,0,0,-0.016013668854311,4.33680868994202e-19,0,0,0,0,0,0.0197160348080634,0,0,0,0,0,0.0162589826569272,0,0,0,0,0,0,0,0,0,0,0.110353575723499,0,0,0,0,0,0,0,0,-0.00694979577780187,0.00955570640590358,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.228023682027676,0,0,0,0,0,0,0,0,0,-0.0039463022136797,-0.0676236723232723,0,0,0,0,0,0,0,0,0,0,0,0,-0.115197817997434,0,-0.133029087170854,0,0,0.185139909424225,-0.186278530434829,0,0,0,-0.0723836071219491,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.226294748698816,0,0,0,0,0,0,0,0,0,0.554372487394455,0,0,0,0,0,0,0,0.100902008580374,0,0,0,0,0,0,0,0,0,-0.0601399357315015,0,0,-0.1012366034275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0936227594265028,0,0,0,0,0,0,0.0570682085089168,0,0,0,0.0419806473445882,0,0,0.265083661835167,0,0,0,0,0.143613038059434,0.0532318526319293,0.00807399734497317,0.109273892676101,0,0,0,0,0,0,0,-0.16198032052064,0,0,0,0,0,0,0.016706259000833,0,0,0,0,0,0.0171473212584116,0,0
X000568.SZ,0.227561925968269,0,0,0,0,0,0,0,0.522465194050982,0,0,0,0,0,0,0,0,0,0,0,0.0518382332408186,0,0,0,0,0,0,0.101728654239378,0,0,0,0,0,0,0,0,0,-0.0844419656608667,-0.0226461291556104,0,0,0,0,0,0,0,0,0,0,0,0,-0.00482562428865431,0,-0.00445300830312237,0,0,-0.0154314315940275,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803217341214464,0,0,0,0,0.569824377618497,-0.054354479303542,0,0,0,0,0,0,0,0.0685798312562444,0,0,0,0,-0.00890178736386693,0,0,0,0,0,-0.0186479633953444,0,0,0,0,0,0,0,0,0,-0.025094168051522,0,0,0,0,0.000576153342360664,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.113364854800233,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273202183540351,0.148816327499781,0,0,0,0,0,0,0.0562345416654394,0,0,0.0476683739091673,0,0,0,0,0,0,0,0,0.0724311379801384,0,0.110499981893403,0,0,0,-0.0356333579474558,0.0251446038792069,0,-0.0500661935093873,0,0,-0.0225265784240038,0,0
X600031.SH,0,0,0,-0.0155578215836947,0.28231860773336,0.519495690136105,0,0,0,0,0,0,0,0,-0.0569502079515724,0,0,0,0.0513415374977816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474882477883884,0,0,0,0,0,0,0,-0.0372057078400608,0,0,0,0,0,0,0,0,-0.106857509757216,-0.0531852626303535,0,-0.0178796131787981,0,0,-0.0276066041290964,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225286286405246,0,0,0,0.0537767423123688,0,0,0,0,0,-1.73472347597681e-18,0,0.0673804239789467,0.372439948320013,0.0346300954503067,0,0,0,0,0.135442931314464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022762263050018,0,0
X300124.SZ,0,0,0,0,0,0,0,-0.100273412723915,0,-0.10521985844737,0,0,0,0,0,0,0,0,0,0.254394302739702,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.144177269161355,0,0,0,0.217427985422368,0,-0.0101973854592367,0,0,0,0.240137265766827,0.0743164285773325,0,0,-0.131434170407777,0,-0.0577772308345843,0,0,0.014264165730052,0,0
X000063.SZ,0,0,-0.0595237508804651,0,0,0,0,0,0,0,0,0,0,0.00517125119651454,0,0,0,0,0.0588484604540406,0,0,0,0,0.0219372768522291,0,0,0,0,0,0.0206407057948218,0.116255847314709,0,0,0,0.251909028648003,0,0.0923282511745135,0,0,0,0,0,0,0,0.0440760701488714,0,0,0,0.0943506712703451,0,0,1.0842021724855e-19,0.0233841547235218,0,0,0,0.00863305879459345,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.388404248840474,0,0,0,0,0,0,0,0.0139775304235216,0,0,0,0,0.0414595871548187,-0.00828472749491872,0,0,0.0855611190841211,0,0,0,0,0,0,0,0,0,-0.0321044419654173,0,0,0,0,0,0,0,0,0.0483914248833408,0,0.0923581374934179,0,0,0.0400423200287185,0,0,0,0,0.00932392140865129,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211824073759448,0,0,0,0,0,0.0213262360471261,0,0,0,0,0,0,0,0.0998049334990322,0,0,0,-0.123549907358535,0,0.234881876158401,0,0,0,0,0,0,0,0,-0.0621902762579185,0,0,0,0,0,0,-0.0556236726947052,-0.104119401056475,0,0,0,0.0072946056958641,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824456189183706,0,0,0.17959787851948,0,-0.115728420324211,0,0,0,0,0,0.0664116181311343,0,0,0.0780949542824653,0,0,0.0451192238168712,0,0,0,0,0,0.207492220175922,0,0,0,0,0,0.0214772237513952,0,0,0,0,0,0,-0.0211782448202485,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.378634138172482,0,0.503519911869475,0,0,0,0,0,0.175614548078495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696433665898004,0,0,0,0,0,0,0,0,0.0140311142900133,0,0
X000100.SZ,0,0,0,0,0,0,0,0,-0.0178649781191468,0,0,0.466832548698634,0,0,0,0,0,0,0.0227452880355774,0,0,0,0.0725757516636007,0,0,0,0,0,0,0,0,0,-0.0223086431632787,0.0431210165166765,0,0,0.24257077276061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263091821926933,0,0,0,0,0.00094870584410605,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.218924066615215,0,0,0,0,0,0,0,0,-0.0367595626866203,0,0,0,0.0826133980925449,0,0,0,0,0,0,-0.0692438435189553,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.399191003919084,0,0,0,0,0,0.0765681532665835,0,0,0,0,-0.0130316886726687,0,0
X002241.SZ,0,0,0,0.235388114692622,0,0,0,0,0,0,0.0162926168369283,0.00782378638266512,0,0,0,0,0,0,0.0492724806923665,0,0,0,0,0,0,0,0,0.267311228019537,0,0,0.139684969038578,0,0,0,0,0,0,0,0,0.0473653951707807,0,0,0,0,0,0,0,0,0,0,0,0.072743309122886,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0.309402266649028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177676999913891,0,0,0,0,0,0,0,0,0,0,0,0.145044299466885,-0.213438300819544,0.0587347233935405,0.015124169686239,0,0.741416670649089,0,0,0,0,0,0.157560085221853,0,0,0,0,0,0,0,0.0629963770802004,0,0,0,0,-0.039458202102858,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0.125793944270354,0,0,0,0,0,0,0,0.0589831926259043,0,0,0.0531304889065301,0.0418671183396997,0,0,0,0.0555266518558019,0,0,0,0.103635311188453,0,0,0,0,0.186965482831549,0,-0.0917658233444232,0.13260081422435,0,-0.0266158904285054,0,0,0,0.0699228916413986,0,0,0,0,0,0,0,0.045221430275011,0,0,0,0,0,0
X002028.SZ,0,0,0,0,0,0,0,0,0,0,0.0795424761883118,0,0,0,0,0,0,0,0.348041271797816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00750368261318397,0,0.22354831152941,0,-0.0225974093517876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309997857376713,0.105710249437713,0,0,0,0.113912505202575,0,0
X600584.SH,0,0,0,0.446660125720823,0,0,0,0,0,0.115017278382899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302126824163908,0,0,0,0,0,0,0,0,0.064896518185709,0,0.0881527308712045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0.196592177457753,0,0,0,0,0,0.12421589011503,0,0,0,0.0514659983514147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618819360233762,0.106885661321828,0,0,0,0,0.0914118108090781,0,0,0.164264647802698,-0.0490245539582232,0,0,0,0,0.0477387837534588,0,0,0,0,0,0,0,-0.0095268876613379,0,0
X000157.SZ,0,0,0,0,0,0,0,0.0376222797284913,0.0889615101006003,0,0.0567007057302457,0,0,0,0,0,0,0,0.112941222749246,0.267610892805591,0,0,0,0,0.0575156732118001,0,0,0,0,0,0,0,0,0,0.0165010429162782,0,0,0,0,0,0,0,0,0.0649524882580796,0.147209332202577,-0.059552618258135,0,0,0,0,0,0.025040492348318,0,-0.0600681035660209,0,0,-0.000381879095046054,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828769683135451,0,0,0,0,0,0,0,0,0.0256893730877949,0.0771270108161077,0,0,0,0,0,0,0,0,0.12513145809543,0.145287481636025,0,0,0,0,0.0678737015075685,0,0,0,0,0.010118054342309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162047020431333,0,0,0,0,0.0323891435323219,0,0,0,0,-0.181909560329546,0,0.14729175601142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489509852359862,0,0,0,0,0,0.0754181787569517,0,0,0,0,0,0.0115024548556988,0,0,0,0,0,0
X600066.SH,0,0,0,0.123217402292718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185619536060239,0,0,1.73472347597681e-18,0,0,0,0,0,0.0666890808374755,0,0,0,0,0,0,-0.100332751512732,0,0,0.299766913744733,0,0,0,0,0,0,0,0,0,-0.238056863336891,0,0,0,0,0
X600418.SH,0,0,0,0.0636893307593536,0,0,0,0,0,0.096254502325695,0,0,0,-0.129412200056215,0.420202838761091,-0.0688187881006277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246028219333031,0,0,0,0,0,0,0,0,0,0,0,0.0751400108479931,0,0,0,0,0,0,0,0.0982833588741019,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,-0.0965079140728941,0,0,0,0,0,0,0,0.497904492226428,0,0,0,0,0,0,0.180339665231312,0,0,0,0.0466724005591711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457254020504508,-0.0432498441785212,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0.183652261486782,0,0,0,0,0,0,0,0,0,0,-0.0385869282670908,0,0,0,0,0,0,0.0384393032398931,0,0,0,0,0.128454677540532,0,0,0,0,-0.105142725580316,0,0,0,0.496332790936453,0,-0.0184162090624231,0,0,0,0,0,0,0,0,-0.0148007861947886,-0.125520580153631,0,0,0.0199970473106122,0,0
X002236.SZ,0,0,0,0.070389258562471,0.0486969276449275,0,0,-0.0294668052390243,0,0,0,0,0,0,0,0,0,0,0.0346798278723902,0.0349619989661047,0,0.214232025642763,0,0,0,0,0,0,0,0,0.116893102818855,0,0,-2.16840434497101e-19,0.114783040114725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258517773385333,0,0,-0.00451829805395534,0,0,0,0,0.00458127308741556,0,0
X600183.SH,0,0,0,0.189052926146845,0,0,0,0,0,0,0,0,0,0,0,0.137694373661315,0,0,0.0039223732519422,0,0,0,0,0.0389586882461769,0.11443243802212,0,0,0.0799969712296786,0,0,0,0,0,0.102898555338037,0,-0.0349878859798015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308387690415233,0,0,0,0,0.109199274957019,0,0
