,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X002475.SZ,X002241.SZ,X600066.SH,X000338.SZ,X002236.SZ,X601877.SH,X000100.SZ,X600271.SH,X600118.SH,X002456.SZ,X000157.SZ,X300124.SZ,X002085.SZ,X600089.SH,X002508.SZ,X600177.SH,X600372.SH,X600522.SH,X002007.SZ,X300003.SZ,X300136.SZ,X600699.SH,X600487.SH,X000981.SZ,X002294.SZ,X000066.SZ,X002074.SZ,X600867.SH,X600435.SH,X000559.SZ,X002180.SZ,X002292.SZ,X002008.SZ,X600566.SH,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0332595403291969,0,0,0,0,0,0,0,0,0,-0.116149122527707,0.237786020413569,0,0,0,-0.00982386793098964,0.0755136511665738,0,0,0,0,0,0,0.000204740647085171,0,0,0,0,0,0,0,0,0,0,0.0552537006068386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681612108242654,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.00862986993570763,0,0,0,0,0,0.0599954575562985,-0.0859973965994244,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753956278461873,0.123594401128711,0.0743554047056713,0,0.0242869035344205,0,0,0,0,0,0.047561256431123,0,0,0,0,0,0.0146373874079784,0,0,0,0,0,0,0,-0.00723804325740359,-0.00607503863581334,0,0,0,0,0,0
X002415.SZ,0,0,0,0.202840329840747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138848450288153,0,0,0,0,0,0,0,0.0186684187754502,0,0,0,0,0,0,0,0,0,0,-0.069877916364922,0,0.0529242694151536,0,0.162818514038222,0,0,0,0,-0.0763959396313423,0,0,0,-0.0112892888943742,0.000665198202240103,0,0,0,0,0,0
X000651.SZ,0.0288534983181736,0,0.013853361042802,0,0,0,0,0,0,0,0,0.0273644237592431,0,0,0.286272335753984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302690873600302,0,0,0,0,0.0411383719779907,0,0,0.0145334318183312,-0.00585955967643106,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0767464493547297,0,0,0.184114410470027,0,0,0,0,0,0,0,0.23713819790001,0,0,0,0,0.114409328905888,0,0,0,0,0.0303435679725515,0,0,0,0,0,0,0,0,0,0,0,0,0.011554819749986,0,0,-0.10148474049475,0,0,-0.00166744033540549,0,0,0,0,0,0,0,0.00483826262241195,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.237430720425971,0,0,0,0,0,0,0,0,0,0,0,-0.159721222964798,0,0,0,0,0,0.170219977270947,0,0,-0.0276332898474383,0,0,0,-0.00846880596707514,0,0,0,0,0,0,0,-0.0489364453017597,0,0,0,0,1.0842021724855e-19,0.0463833193875967,0.0567531074841587,0,0,0.240798629262365,0,0,0,0,-0.0285148854745604,0.00840440115262458,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0333212924844037,0.127322659420362,0,0,0,0,0,0,0,0,0.0842267888160276,0.355771471348816,0,0,0,0,0.0595443432659156,0,0.064736127303905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308423343445934,0,0,0,0,0,0,0,0,0,0,0.0162808312493997,0.00501985174583633,0,0,0,0,0,0
X600276.SH,0,0,0,0.0296531290578822,0.0736277872040211,0,0,0,0,0,0,0.283389302712772,0,0,0,0,0,0,0.0319045111278495,-0.0779981008882106,0,0,0,0,0.0132527593795436,-0.0420344835523285,0,0,0,0,0,0,0,0,0,0,0,0.00952442507673172,0,0,0,0,0,0,0,0.0684580600312688,0,0,0,0,-0.112676027958573,0.00997536520337796,0,-0.0872581011323751,0,0,0,0,0
X000625.SZ,0,0.0965299064014441,0,0,0,0.0325413206719707,0,0,0,0,0,0,0.317929378816496,0,0,0,0,0.0501021164043216,0,0.12295849666164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233607719789247,0,0,0,0,0,0.0286011169508596,0,0,0,0,-0.00157673388425406,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0908692557418935,0,0,0,0,0,0,0,0,-0.212925706226202,0,0,-0.00926978590392165,0,0,0,0,0,0,0,0,0,0.320334304902372,-0.0561612462245503,0,0,0,0,0,0.0759240838700684,0,0,0,0.130273914567292,0,0,0.0529312468622572,0,0,-0.081648758797659,0,0,0,0,-0.10939466826284,0,0,0,0.00483786439788279,0,0,0,0,0,0
