,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X000977.SZ,X002049.SZ,X002241.SZ,X600372.SH,X002463.SZ,X600741.SH,X002129.SZ,X000661.SZ,X600584.SH,X002028.SZ,X600522.SH,X601877.SH,X000921.SZ,X601799.SH,X600066.SH,X600183.SH,X000800.SZ,X002156.SZ,X002007.SZ,X002223.SZ,X600418.SH,X002074.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.291316281797235,0,0.154131381085114,0,0,0,0,0,0,0,0,0,0,0.169094823439703,0.00945252239825351,0,0,0,0,0,0,0,0,0,0,0,-0.0601191781800093,0,0,0,0,0,0,0,0,0,0,0,0,0.110120108089852,0,0,0,0,0,0,0,0,0,-0.013676100017145,-0.0106854491771612,0.0182224517050453,0.0269428681558512,0,0,0,0,0
X000858.SZ,0,0,0.0128952661905403,0.0382223562106419,0,0.474388015451413,0,0,0,0,0,0,0.0302124002197689,0,0,0,0,0,0,0,0,0,0.0179836664870811,0,0,0,0.0518855175314438,0,0,0,0,0,0,0.051725068404361,0,0,0,0,0,0,0,-0.0636217819634343,0,0,0,0,0,0,0,0,0.0115991527722547,-0.00243372886955919,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.17087311235069,0,0,0,0,0.121298442656978,0,0,0,0.0561773824137093,0,0,0,0,0,0,0,0,0.0979473364020594,0,0,0.157807638358454,0,0.0465609168470179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488230272651414,0,0,0,0.00364050847950833,0,0,0,-0.00504124251379356,0,0,0,0,0,0,0
X600809.SH,0.334658490494988,0,0,0,0,0.306948201218805,0,0,0,0,0,0,0,0,0,0,0,0,0.300630841687855,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855265090372345,0,0,0,-0.00570775448657459,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140984325626861,0.0145094165725348,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0169807298842078,0.27127749302136,0.165223112213596,0,0.0191823423143611,0,0,0,0,0,0,0,0,0.0818309240141191,0,0,0,0,0,0.00986807720430448,0,0,0,0,0,0
X000568.SZ,0,0.742087026973305,0,0.0366609248052247,0,0,0,0,-0.0596823359504142,0,0,0,0,0,0.136014197964704,0,0,0,0,0,0.118373747695701,0,0,-0.0832829424952061,0,0,0,0,0,0,0,0,0,0.0236655945272289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168583637506209,0,0,0,0,0,0
X600690.SH,0,0,0,0.0972115253272598,0,0.0143003950595411,0,0,0,0.119190383479713,0,0,0,0,0,0,0.0891937176539299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782942910671612,0,0,0,0,0,0.0837160323684568,0,0,-0.0992484803550681,0,0.00267355991088899,0,0,0,0,0,0.0599595315902331,0,0.0242060364455417,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116233506890981,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706304234164015,0,0,0,0,0,0,0,0.176730110367001,0,0,0,0,0,0,0,0,0,0,0,0.00142882216447607,0,0.0455877150322702,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233952735679433,0,0,0,0,-0.0926038901860926,0,0,0,0.26581445823258,0,0,-0.168521099398276,0,0,-0.0134634192817631,0,0,0,-0.114722044031208,0,0,0,0,0,0,-0.0684686981485282,0,0.247354638176592,0.0754226948868737,-0.0251813158650698,0,0.0105135046968299,0,0,0,0,0
X002475.SZ,0,0,0,0,0.173205834209728,0,0,0,0,0,0,0,0,0,0,0.0333843906484038,0,0,0,0,0,0,0,0.0355715775081946,0,0,0,0,0,0.42620810482098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106053250707277,0,0,0,0,0,0,-0.060723801885692,0.0414487523640128,0,0,0,0,0,0
