,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600809.SH,X600031.SH,X600690.SH,X000725.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X600703.SH,X000100.SZ,X600741.SH,X002371.SZ,X002129.SZ,X002049.SZ,X601877.SH,X002179.SZ,X002007.SZ,X000157.SZ,X002414.SZ,X600584.SH,X300142.SZ,X600183.SH,X000800.SZ,X002236.SZ,X601799.SH,X000066.SZ,X300003.SZ,X002074.SZ,X002008.SZ,X000799.SZ,X000547.SZ,X300146.SZ,X600118.SH,X002456.SZ,X002185.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225896500307286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02717060211406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0454250935663446,0,0,0,0,0,0,0,0,0,0,-0.0119558565957578,0,0,0,0,0,0,-0.00488987533995113,0.0244279543379566,0,0,0,0.000183611004481976,0,0
X000858.SZ,0.230007824569228,0,0,0,0,0,0.0540654627551574,0.323846385564105,0,0,0,0,0,0,0.00854587452894947,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104648741644808,0,0,0,0,0,0,0,0,0,0,0,0,0.00161679374294543,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459098550777493,0,0,0,0,0,0,0,0,0.0306325779234212,0,0.0374983419533957,0,0,0,0.00532441816329149,0,0.0435500556267702,0,0,0,0,0,0,0.124905066859469,0,0,0,0,0,0,0,0,0,0.0106213491058641,0,0,0,0,0.0030374069375552,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0725364727767914,0,0,0,-0.0679531115410907,0,0,-0.0782065420891302,0,-0.0121396724259897,-0.0102403286526,-0.0164244505843535,0,0,0,0.157160343542772,0,0,0,0,-0.205443578553475,0,0,1.0842021724855e-19,0,0,0.142858140463889,0,0,0,0,0,0.0718304242217664,0,0,0,0,0,0,0,0.011087324124158,-0.0248207067610111,0,0,0,-0.0140267557368689,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729365533535428,0,0.409240485194144,0,-0.0578152095521031,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180017625695683,0,0,0,0,0,0,0,0,0,0,0,0,0.344547369254,0,0,0,0.0240148633742641,0.0154436414852105,0,0,0,0.000148606790413851,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0665187209515667,0,0,0.0829707828757909,0,0,0,0,0,0,0,-0.106905807361755,0,0,0,0,0,0,0,0,0,0,0,0.240166756507228,0,0,0.0494429502051606,0.0204378280454983,0,0,0,0,0,0.136260074868674,0,0,0,0,0.0485482982842341,0,0,0,0,0,-0.0184721796957134,0,0,0,-0.0227219711704768,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.266481847459948,0,0,0,0,0,0,0,0,0,0,0,-0.00696064812298857,0,0,0,0,0,0.0192016552310194,0,0.0310456116519518,0,0,0.14063673494507,-0.0382544161332762,0,0,-0.0432171241661515,0,0,0,0.158772884145696,0,0,0.175208689659969,0,0,0,0.101739672943338,0,0,0,0.00546901870729176,-4.33680868994202e-19,0,0,0,-0.0033612875485112,0,0
X000568.SZ,0,0.122555660126793,0,0,0.0796102544552344,0,0.042474228229927,0,0,0.369740373310608,0,0.10947380499328,0,0,0,0,0,0.065126965011843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124251311781533,0,0,0,0,0,0,0.0222103430345571,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141925259506871,0,0,0,0,0,0,0.120029538713255,0,0,0,0.105292502969321,0,0,0,0,0,0,0.0727931049519049,0,0.00644098772026399,0,0.0618400414008953,0,0,0,0,0.00349706304729276,0.0111484373508714,0,0,0,0,0,0,0,0,-0.00610510368109651,0,0,0,0,-0.0334756141532397,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143621949003406,0,0,0,-0.106231142770658,0,0,0,0,0,0,0,0,0,0,-0.0172023797079929,0,0,0,0,0,0,-0.0848123387068448,0,0,0,0.123425142277267,0,0,0,0,0,0.166474642256355,0,-0.0103058121376563,0.0691726974103909,0,0,0,-0.00159199438031306,0,0
