,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600703.SH,X002049.SZ,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X600884.SH,X002236.SZ,X000733.SZ,X000799.SZ,X000977.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.537876457420775,0,0,0.0763432927475153,0,0,0,0,0,0,0,0,0,0,0,0,0.030076708765437,0.00449388258156104,0,0,0,0,0.0284723404681895,0,0,0,0,0,0,0,0,0,0,0,0.105895734519448,0,0,0,0,0,0,0,0,0,0,0.00226620636658427,0,0,0,0,0,0,0,0,0,0.0254350977717586,0,0
X000858.SZ,0.16297094787511,0,0,0,0.184019405435829,0.0290773046383297,0,0.0510030066291024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627148630313438,0,0,0,0,0,0,0,0,0,0,0,0,0.0513158651670858,0.101649142664736,0,-0.0065651184228976,0,0,0,0.0745746172878271,0,0,0,0,0,0,0,0,0,0.00389165353960678,0,0,0,0,0,0,0
X002415.SZ,0,0.0347738996752554,0,0,0,0.0631242757464941,0,0,0,0,0,0,0,0,0,0,0,0,0.0177325652589028,0,0,0,0.0229504612336586,-0.0348720771652932,0,0,0,0,0,-0.0637551083399721,0,0,0.0147327646494167,0,0,0,0,0,0,0.161752604427295,0.0809898314932093,0,0.140663284463811,0,0,0,0,0,0,0,0,0.0057291311988283,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.27261228388656,0,0,0,0,0,0,0,0,0,0,0,-0.0191025712083679,0,0,0,-0.114486768859294,0,0.0233656558386656,0,0,0,0,0,0,-0.129291480744438,0,0,0,-0.10502422243558,0,0.113617473306617,0,0,0,0,0,0.136410072026716,0,0,0,0,0.18787080600713,-0.108318156209248,0,0,0.0703519267002802,0,-0.00280899476111763,0,0,0,0,0,0
X000568.SZ,0.371915182295176,0.136473726325759,0,0.0274848088550388,0,0.0183872080184999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172942502915511,0,0,0,0,0,0.0251924829282815,0,0,0.0690997653774342,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0561120369576685,0,0,0,0,0.0251871168842099,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24706764075715,0,0.333206710216228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0524753251217164,0,0,0,0,-0.0219945967052686,0,0
X600276.SH,0,0,0,0,0,0.0886279462259426,0,0,0.330610869890033,0,0,0,0,0,-0.196767159703118,0,0,0,0,0.188761079291982,0,0,0,0,0,0,-0.0630940649952127,0,0,0,0,0,0.0561415724226654,-0.0496211564448157,0.0786579368538185,0,0,0.0263952889133685,0,0,0,0,0,0,0,0,0,0.08184411694794,0,0,0,-0.0235816552428596,0,0,0,0,-0.0193856681022443,0,0
X002304.SZ,0,0.0191775995098678,0,0.00662268579684933,0,0,0,0,0.108122569782758,0,0,0,0,0,0,0,0,0,0.090626157002274,0,0,0,0.0706834234921073,0.157826178486018,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077684428730689,0,0,0,0,0,0,0,0,0.0899568976122712,0,0,0,0,0.00340936565098004,0.00643052301132129,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0245515077490633,0,0,0,0,0,0.174112894919053,0.0940210057434425,0,0,0,0,0,0,0.150502706715411,0,0,0.0532698973489846,0,0,0,0,0,0,0,0,0,0.16642239833986,-0.0317422444747386,0,0,0.0833996297277915,0,0,0,0.0633986279016714,0,0,0,0,0.102366310704881,0,0,0,0,0,-0.00511139847107054,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.125622502401763,0.142713358139852,-0.000452988859602425,0,0,0,0,0,0,0,0,0,0,0,-0.0181414207555546,0,0.0921408635502321,0,0,1.0842021724855e-19,0.00645214029595695,0,0,0,0,-0.0369104589291265,0,0,0,0,0.113518088329989,0,0,0,0,0,0,0,0,-0.0169656029113179,0,0,0,0,0,0,0
