,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002371.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X000977.SZ,X002236.SZ,X000661.SZ,X600741.SH,X002241.SZ,X600584.SH,X000157.SZ,X601877.SH,X600522.SH,X600702.SH,X002074.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X600460.SH,X002007.SZ,X000800.SZ,X002463.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.248137773172617,0.17244807474722,0,0.0876429317961188,0.0213897663833422,0,0,0.0551525384782184,0,-0.0665221485419053,0,0,0,0,0,0,0.0292467662859198,0,0.0259610297208439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256824428801298,0,0,0,0,0,0.00522144901076736,0.0280176502362663,0,0,0,0,0,0
X000858.SZ,0,0,0.559466172755104,0,0,0,0.0435355005259074,0,0.0404721946197232,0,0,0,0,0,0,0.0220288843663075,0,0.0961723333868853,0,0,0,0.0348880567458416,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0130502107462847,0,0,0,0.0543364717467927,0,0,0,0,0,0,0,0,0,0,0,0,0.0083177520275179,0.00380872151246473,0.018773718024001,0,0,0,0,0,0
X000568.SZ,0.0504989391115341,0.404326346833871,0,0,0,0.0177189120222912,0,0,0,0.207289558855725,0,0,0,0,0,0,0,0.0752084836177699,0.0371502484492467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196569119407751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120723996595613,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123394482467822,-0.0828313023327085,0,0,0.112730665379483,0,0,0,0.168010872386292,0,0,0,0,0,0.212486841430717,0.00608053843486456,0,0,0,0,0,0,0,0,0.00950012273007962,0,0,0,0,0,0,0,0,0,0,0,0.0116045885697282,-0.0287114786965066,0,0,0,0,0,0
X600276.SH,0,0,0,0.0151925629911982,0,0,0,0,0,0,0.0462375174512138,0,0,8.67361737988404e-19,0,0,0.100287272449373,0,0,0,0,0,0,0,0,0,0.0167810840347653,0,0.063250077501159,0.0281810811855749,0,0,0,0,0,0,0.130414256009686,0,0,0,0,0,0,0,0,-0.183202759824401,0,0,0,0.180101329918937,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,-0.0650871749114474,0.173346786862179,0,0,-0.0440973570571776,0,0,0,0,0,0,0.0475759960361056,0.16181188588477,0,-0.0122244777885373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603827589406426,0,0,-0.0256839225346348,0,0,0,-0.0510243245808254,0,0,0,0,0,0,0,0,0.11348399646227,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.101648982300672,0,0,-0.0365765409606493,0.174938923203433,0,0,0,0,0,0,0.0676569490446292,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024076838117438,0,0,0,0,0,0,0,0,0,0,0,0,0.0536639646248363,0,0,0,-0.0219038915941677,0,0,0,0,0,0.00315173942787633,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263511899892091,0,0,0,0,0,0.0784233158479528,0,0,0.411981342939255,0.224688459272739,0,0,0,0.0395271303215056,0,0,0,0,0,0,0,0,0.0354495126256745,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.230794439668746,0,0,0,0,0.117121880014065,0,0,0.0497806189779018,0.087102106491993,0,0,0,0,0,0,0,0,0,0,-0.156716035037455,0,0,0,0,0,0,-0.0628614493251753,-0.0173829611848595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198149608547199,0,0,1.73472347597681e-18,0,0,0.017066468787031,0,0,0,0,0,0,0
X002304.SZ,0,0.147447413493968,0.37566724000934,0,0,0.0124655526717687,0,0,0.100434437515845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218933381205824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260301996981152,0.0263579800450578,0,0,0,0,0,0,0
