,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000568.SZ,X000651.SZ,X600031.SH,X002475.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X600703.SH,X000100.SZ,X002241.SZ,X000157.SZ,X600741.SH,X000625.SZ,X002371.SZ,X002007.SZ,X002179.SZ,X002129.SZ,X601877.SH,X300142.SZ,X002049.SZ,X002236.SZ,X600584.SH,X002414.SZ,X000799.SZ,X601799.SH,X600183.SH,X300003.SZ,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X002008.SZ,X600779.SH,X000977.SZ,X002294.SZ,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.080890733337765,0,0,0.109107832678653,0,0,0,0.138564431378886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421853651631624,0,0,0,0,0,0,0,0,0,0,0.0724366207422731,0,0,0,-0.0206255725436823,0.029764159231413,0,0,0,0.000469882684162795,0,0
X000858.SZ,0,0,0,0,0.228900444108835,0,0,0,0.111464824022906,0.0776821799967716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153848154174351,0,0,0,0,0.0423020757449024,0,0,0,0,0,0,0,0,0,-0.0162601039666415,-0.00775826379209503,0,0,0,0.0071328668716015,0,0
X600276.SH,0,0,0,0.0697123634710952,0,0,0,0,0,0,0,0,0,0,0.127989337467255,0,-3.46944695195361e-18,0,0,0,0.0506505773544589,0,0,0.00443954283688958,0,0,0,0,0.00505807138368657,0,0,0,0.00881816394250411,0,0,0,0,0,0,0,0,0.0119164596908888,0,0,0,0,0,0,0,0,0,-0.00963706807064709,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0381359319014044,0,0,0.0713037669865299,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465976202323938,0,0,0,0,0,0.072985453224918,0,0,0.080859165664781,0.436707907472405,0,0.0060293992744064,0,0,0,0,-0.0819924338672178,0.0118073061132538,0,0.0389512763938284,0,0.067203842982037,0,0,0,0,0,0,0,0,0,0,-0.0241470631597521,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.248222040748869,0.0207646181721058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179630067507206,0,0,0,0,0.0370724587221159,0,0,0,0.0435183482733167,0,0,0,0,0,1.73472347597681e-18,-0.0230060812206662,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0258813973456835,0,0,0,0,0,0.153855264576935,0,0,-0.108842863991606,0,0,0,0,0,0,0,0,0,0.213701325122666,0,0,0,0,0,0.061495173006769,0,0.0626891344898069,0,0,0.00959361747344272,0.022819499493852,0,0,0.0611567412194669,0,0,0.107996797684298,0,0,0,0,0,-0.075650589247937,0,0,0,-0.00209311054434061,0,0,0,0,-0.000284096931611497,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.14000609450388,0,0.0182792265871634,0,0,0,0,0,0,0,0,0.0381368889934541,0,0.176614440750704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102967020865516,0,0,0,0.0330860426346674,0,0,0,0,0,-0.0307153027091905,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.110704902431157,0,0,0,0,0.0093628299260147,0,0,0,0,0,0,0,0,0.100724655539326,0,0.435647147631819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189062300757392,0,0,0,-0.167200465510996,0,0,0,0,0,0,0,0,-0.0197695812904267,0,0,0,0,0.00322795219675546,0,0
X600809.SH,0,0.127779602433113,0,0,0,0,0,0,0,0,0.144097343299373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552026646083321,0,0,0,0,0,0,0,0,-0.157656217331653,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.122450284107453,0,0,0.0829283398816092,0,0,-0.0356039572123844,-0.00195419337192887,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0226204482159356,0,0,0,0.278010906417277,0,0,0,0,0,0,0,0,0,0,0.0313157021757031,0,0,0,0,0,-0.0201069771829317,0,0,0,0,0,0,0,0,0,0,0,0.182561788748961,0,0.0409499555045264,-0.0490943242081394,0.0408864658180126,0,0,0,0,0,0,0,0,0,-0.0386293380128024,0,0,0,0,0.0195105679217564,0,0
