,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X002129.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600522.SH,X600089.SH,X000338.SZ,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X000733.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600487.SH,X000157.SZ,X300003.SZ,X600460.SH,X600884.SH,X600702.SH,X601799.SH,X600584.SH,X002414.SZ,X000799.SZ,X002236.SZ,X600563.SH,X600372.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.274045473709261,0.0909107147288678,0,0.187943223932037,0,0.0114636521490667,0.0638540336594297,0,0,0,0,0,0,0.00812671833841209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893906190081816,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0150463686061614,0,0,0,0,0,0,0,0,0,0,0,0,-0.00526456954970413,-0.00318407230853355,0,0,0,0,0,0
X000858.SZ,0,0,0.238959628639299,0,0,0,0.0467390771648874,0.0290892402283801,0,0,0,0,0,0,0.0630789616381831,0,0,0.0185459562083436,0,0,0.0142193669392903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613086907018416,0,0,0,0,0,0,0.171257077189699,0,0,-0.0703086753760868,0.189137357956544,0,0,0,0,0,0.0121800940299341,0.0376425558155262,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.551907251024744,0,0,0,0,0,0,-0.0168072862372387,0,0,0,0,0,0,0,0,0.0680358956527185,0,0,0,0,-0.00478507586839915,0,0,0.0305668204115889,0.0246080207694531,0,0,0,0,0,0,-0.01066291760674,0,0,0,0,0.0170656135389636,-0.101661987770865,0,0,0,0.0698770486188717,-0.00759348186622923,0,0,0.0652152948285783,0,-0.0225255946414908,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0472299789152979,0,0,0,-0.11253927621331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044242774989528,0,0,0,0,0,0.152716289116062,0,0.0897054392612354,0,0,0,0,0,0,0,0,0,0,0.163993859292451,0,0.214915848704592,0.159080689857403,0,0,0,0,0,-0.00611076419397778,0,0,0,0,0,0
X000568.SZ,0,0.203392891818756,0.468019943195462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182953775213225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139781858659806,0,0,0,0,0,0,0,0,0,0,0.0189598641104059,0,0,0,0,0,0
X600276.SH,0,0.0601048608879556,0,0,0,0,-0.122396380521126,0,0,-0.12825831486846,0,-0.00455428320536513,0,0,0,0,0,0.0287129895940843,0,-0.0445442286875339,0,0.190779950295148,-0.0138124912930832,0,4.33680868994202e-19,0,0,0,0.0489958195763304,0,0,0,0,0,0,0,-0.0810444054900807,0,0.202403386502745,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0569002071173477,0,0.0659854229391669,0,0,-0.0211168098392412,0,0,0,0,0,0
X600690.SH,0.0989695260554714,0,0,0,0.33966389918412,0,0,0,0,0,0.149700167790167,0,0,0,0,0,0,0,0,0,0,0,0,0.0507224966937669,0.0700802192117151,0.0391156909863038,0,0,0,-0.0870981124234603,0,0,0,0,0,0,0,0,0.0487934911351024,0,-0.0716790298893689,0,0,0,-0.010607115115582,0,0,0,0,0,0,-0.0346265913373951,0,0,0,0,0,0,0
X002304.SZ,0,0.20285156976093,0,0,0.300620174967657,0,0,0,0.0385663755068026,0,0,0,0.00163137162061185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00396558753389295,0,0,0,0,0.100535320953016,0.0059300917596533,0,-0.0687095082414526,0,0,0,0,0,0,0.0769084815383631,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.160876355542502,0,0.305095088800619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046296103431056,0,0,0,0,0,0,0,0.074873600331519,0,0.176494110431242,0,0,0,0,0,0.012666518420463,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0468482119362585,0,0,0.0452635938988727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075817677093971,0,0,-0.116279043278374,0,0,0.776019263569606,0,0,0,0,0,0,0,0,0,0.169583602022419,0,0,0.00774861953379566,0,0,0,0,-0.0091234246475347,0,0,0,0,0,0
