,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000157.SZ,X000559.SZ,X002236.SZ,X600066.SH,X000338.SZ,X002241.SZ,X600372.SH,X600089.SH,X600741.SH,X000016.SZ,X002475.SZ,X600839.SH,X002292.SZ,X300124.SZ,X000568.SZ,X600177.SH,X000066.SZ,X002129.SZ,X002465.SZ,X300003.SZ,X002294.SZ,X000800.SZ,X600867.SH,X000869.SZ,X002074.SZ,X600312.SH,X000581.SZ,X600498.SH,X600582.SH,X000550.SZ,X002007.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.157029654012414,0,0,0,0,0.123155312299137,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.154479028147449,0,0,0,0,0.0387713721739986,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0380676338379141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.167825817257351,0,0.16597900362997,0.0318397565188096,0,0,0,0,0,0,0,0,0.0763633767198466,0,0.147002590821378,0,0,0.0947796344875655,0,0,0,0,0,0,0,0,0,0,0,0.0960933364773013,0,0,0,0,0,0,0,0,0,0,0,0,0.0198064586848846,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0763165302410541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592886724017803,0,0,-0.0331069848574073,0,0,0,0,0,0,0.0150759864886716,0,0,0,0,0,0,0,0,-0.0429950115309414,-0.0883629929788136,0.0244734721106714,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.18166832673847,0.220624953545828,0,0,0,0,0.0145500235034115,0,0.0849432120942449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00463691371352307,0,0,0,0,0,0.14744777836505,0,0,0.0698408878843101,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0692289403547475,0,0,0,0,0.132059240732445,0,0,0,0,0,0.0726362319909133,0,0,0,0,0,0,0,0,0,0.0851056503904136,0,0,0.304650294899326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789034738770479,0,0,0,0,-0.00839394253950741,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.137275984240404,0.269043333645157,0,0,0,0,0,0,0,0,0.100860829687303,0,-0.000412543788551251,0,0,0,0,0,0,0,0,0.0245580780157568,0,0,0.337220328513102,0,0,0,0,-0.117092068480131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267968736137658,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795898566943399,0.0607989566316636,0,0,0,0,0.105720193993143,0,0,0,0.201363179135663,0,0,0,0,0,0,0,0,0,0,0,0,0.0286907779433594,0,0,0,0,0,0,0,0.144198211277585,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0.227099382363075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210274026769697,0,0,0,0,0,0,0.0846876975596355,0,0,0,0,0.19784741437745,0.0968633051649136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385828174016882,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124233568553355,0.147364207419051,0,0.0849615511007002,0,0,0,0,0,0.266362937958589,0.0701423461644106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163938161147352,0,0,0.0632340558373306,0,0,0,0,0,-0.0188795420490743,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.119201652039235,0.159141429748775,0,0,0,0,0.0330524668629636,8.67361737988404e-19,0,0.00573374670513676,0.117697496545093,0,0.0615100031557263,0,0.139827064275504,0,0,0,0,0,0.132534350000688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245808688673399,0,0.000480844795156894,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0281925816533844,0,0,0,0,0,0,0.0369274920858142,0,0,0,0,0,0,0,0.243532609739621,0,8.67361737988404e-19,0,0,0.156750791767594,0,0,0,0,0,0,0,0.0395419089803111,0,0,0,0,0,0,0,0,0,0,0,0.00727754877809591,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930967660406738,0,0,0.167829593146833,0.0546655766960887,0,0,0,0,0,0,0.148685950080223,0,0,0,0,0,0,0.0556534645744167,0,0,0,0,0,0.0315588993248216,0,0,0,0,0,0,0,0.192501062045683,0,0.0299721634800277,0,0,-0.0141490871936496,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618041075666263,0,0,0.0569074754326123,0,0.0480412619986075,0.043410041843363,0,0,0.111772801086821,0,0,0,0,0,0,0,0,0,0,0,0,0.0942406377306351,0,0,0,0,0,0,0,0,0.392372244213196,0,0,-0.0269603272593335,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194391384127669,0.370444744468534,0.074241681593442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309355530640895,0,0.0820160465852905,0,0,0,0,0,0,0,0,0,0,0,-0.006727749767246,-0.00351659953218458,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.242037170157666,0,0,0,0,0,0,0.179989834799048,0,0.132318876551073,0,0,0.0684257432921231,0,0,0,0,0,0,0,0,0,0,0,0,0.0550370611476815,0.0337239573143524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189324564271483,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159857333858935,0,0,0,0,0,0,0,0,0.181375975822604,0,0,0,0,0.257511780723524,0,0,0,0,0,0,0.23109257682558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692637868500114,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0670665098846002,0,0,0,0,0.0675061869860267,0,0.118100310110122,0,0.415569937727487,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0325314170987847,0,0,0.0448722911382626,0,0,0,0,0,0,0,0,0,0.136979616303782,0,0,0.0271942422109783,0,0,0,0,0,0,0,0,0,0.0216114943599358,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0.119584441935652,0,0,0,0,0,0,0.000742552608968848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822262173159046,0,0,0,0,0,0,0,0,0,0,0,-8.12478225518026e-05,-0.00441608637861772,0,0,0,0,0,0
