,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600031.SH,X000568.SZ,X600690.SH,X002475.SZ,X600809.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300014.SZ,X003816.SZ,X300124.SZ,X000100.SZ,X000063.SZ,X000157.SZ,X600703.SH,X002241.SZ,X000596.SZ,X600741.SH,X000625.SZ,X002129.SZ,X601877.SH,X002007.SZ,X002371.SZ,X002179.SZ,X002236.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X000800.SZ,X601799.SH,X300003.SZ,X002074.SZ,X000799.SZ,X000066.SZ,X600089.SH,X300146.SZ,X002008.SZ,X000977.SZ,X600177.SH,X002294.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.112865277317987,0,0,0,0,0.194861019336659,0,0,0.024989918324034,0.0539013699940092,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0916172168978795,0,0,0,0,0,0,0,0,-0.129996956944308,0,0,0,0,0,0,0,0,0,0,0,0.026306879694383,0,0,0,0,0,0,0,0,0,0,-0.0197721538681882,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.343240797269092,0,0,0.118959408961824,0.0424397056524398,0,0,0,0,0.00209113465586753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246064461965837,0.144840942264065,0,0,0,0,0,0,0,0,0,-0.00687064366629504,-0.014519742832451,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0944293953781415,0,0.0505862421839136,0,0,0,0,0,0,0,0.0290892343304719,0,0,0,0,0,0,0,0,0,0,0,0.0623721482613611,0.0986298639742186,0,0.0275238194164233,0.490404917732633,0,0,0,0,0,0,0,0,0,0,0,0,0.0490800122987775,0,-0.0748414173109264,0,0,-0.0144718392733707,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0259076373142748,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0923446943114301,0,0,0,0,0,0,0,0,0,0.174416357128086,0,0,0,0,0,0,0,0.0749495519829264,0,0,0,0,0,-0.144736946240912,0,0,0,0.0774708992020548,-0.000854306942102225,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.21325213410677,0,0.101573447600084,6.7762635780344e-21,0,0,0,0,0,0,0.00359659756775405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119131632328814,0,0,0,0,0,0,0,-0.152580333981065,0.0180881489043497,-0.0341510512007552,-0.00792982696038968,0,0,0,0,-8.67361737988404e-19,0,0
X600031.SH,0,0,0.0863492867998058,0,0,0,0,0,0,0.233191921694412,0,0,0,0,0,0,0,0,0.0184797068428203,0,0,0.183107728342431,0,0,0,0,0.0620182913916959,0,0,0,0,0,0,0.109456846557695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189058966823829,0,0,0,0,0,0,0
X000568.SZ,0,0.696724602822873,0.0157772790089651,0,0,0,0,0,0,3.05727570057181e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30408922137401,0,0,0,0,-0.0700843916315773,0,0,0,0,0,-0.030708724958748,0,0,0,0,0,0
X600690.SH,0,0,0.192396544566614,0,0,0,0,0,0,0.32068447563372,0,0,0,0.0364697109550644,0,0,0,0,0,0,0,0,0,0,0.118856534864032,0,0,0,0,0,0.0112756109707008,0,0,0,0,0,0,0,0,0,0,0.0740105481601379,0,0,0,0,0,0,0,-0.0489402982003856,0,8.67361737988404e-19,0.00790552391030905,0,0,0,0,0,0
X002475.SZ,0,0,0.0382722983347142,0.396557889483524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713431222893856,0,0.369575832914677,0,0,0,0,0,0.00266122163869465,0,-0.0420488986311689,0,0,0,0,0,0.158400153167061,0,0.0346973285443789,0,-0.0602895775832411,0,0,0,0,0,0,0,0,0,0,-0.00201620128051835,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.164328498728869,0,0,0,0,0,0,0,0,0,0.020498515599135,0,0,0,0,0.0885463876781409,0,0,0.10193624926533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169130228725386,0,0,0.189192585647637,0,0,-0.00282218313471428,0,0,0,0,0,0,-0.0295893393059831,-0.0585404999592227,0,0,0,0,0,0
