,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002007.SZ,X300142.SZ,X002241.SZ,X000100.SZ,X300014.SZ,X002371.SZ,X000596.SZ,X600183.SH,X300003.SZ,X600741.SH,X300124.SZ,X000977.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X000800.SZ,X000157.SZ,X002456.SZ,X300136.SZ,X600584.SH,X002414.SZ,X002463.SZ,X002179.SZ,X600118.SH,X002049.SZ,X000066.SZ,X002180.SZ,X002185.SZ,X002223.SZ,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250076751734539,0.121265282337442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196632070086902,0.000119173124454872,0,0,0,0,0,0,0,0,0,0.0287618784878643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778313488519427,-0.00528848052360652,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190623742588091,0.21899169585285,0,0,0,0,0,0,0,0,0,0.00501613841432555,0,0,0,0,0.0246494010052779,0,0,0,0.032145110389828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982928047120942,0,0,0,0.0316910020562456,-0.0336715255048431,0,0,0,0,0,0
X600276.SH,0.0742559423254337,0.146585722480436,0,0,0,0,0,0,0,0,0,0,0.254327061961885,0,0,0,0,0,0,0.0607259079958641,0,0,0,0,0,0.117344643741291,0,0.0586351421099756,0,0,0,0,0,-0.0163570667982163,0,0,0,0,0,0,0,0,0,0.0907559700345849,0,0,0,0.0599490617152949,0,-0.0266630646500147,-0.014670494828851,-0.0175523314940399,0.00521952912634018,0,0,0,0,0,0
X000651.SZ,0,0.0180804494605013,0,0,0.139077785818939,0,0,0,0,0,0,0,0,0,0,0.235134480451069,0,0,0,0,0.0202682103503048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526985301424736,0,0,0,0,0,0,0.0162305846034506,0.00596771003772302,-0.00249924307389254,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236707795209211,3.46944695195361e-18,0.197394680461233,0,0.00287563098860649,0.00218082972648415,0,0,0,0,0,0,0,0.0816611274746498,0,0,0,0,0,0,0,0,0.19999051464641,0.00236657507541348,0,0,0.0816846126976952,0,0,0,0,0.00637635174045938,-0.0121256226731242,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0431145527192589,0,0,0.161449963324708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431469195555189,0,0,0,0,0.0896225029127586,0,0,0.129124348500707,0,0,0,0,0,0,0,0,0,0,0,0,0.10793136587612,0,0.0603337410953949,0,0,0,0,0,0.0123307016239101,-0.0176275686687563,0,0,0,0,0,0
X600104.SH,0,0.0737812078967393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208248104665624,0,0,0,0,0.0533155065620558,0,0.110727256253606,0.246824520374333,0,0.134991407762905,0,0.0741323429169227,0,0,0.137920238031794,0,0,0,0,0.0100858577852552,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0156170460097108,-0.0149929820953599,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364347938036743,0.0440176405877947,0,0,0,0,0,0,0,0.0211460309341652,0,0,0,0,0,0.203129215356717,0,0.0532936088715781,0,0,0,0,0,0,8.67361737988404e-19,0.00432511733413117,0,0,-0.0513437931309364,0.0190927446972234,-0.0436580611377775,0,0,0,0,0,0
X600031.SH,0,0.122189796475714,0,0,0,0,0.116550355296117,0,0,0.0334849502913325,0,0,0,0,0,0,0,0,0,0,0,0,0.0772241249525141,0,0,0,0.0176430267943165,0,0.143691984165136,0,0,0,0,0,0,0.378109749408187,0,0,-0.0449486565966817,0.0777953811778123,0,0,0,0,0,0,0,0,0,0,0,-0.00622483380704678,-0.00120180678054461,0,0,0,0,0,0
X002304.SZ,0,0.100854246827539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397664742655609,0.108336949284629,0,0,0.105794490463092,0,0,0,0.00877969166244582,0,0,0,0,0,0,0,0,0,0,0,0,0.00292206358704283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860449978578243,-0.00114157295286912,0,0,0,0,0,0
