,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X300014.SZ,X600104.SH,X002371.SZ,X002129.SZ,X300124.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X600031.SH,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X000733.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X000157.SZ,X600702.SH,X002414.SZ,X601799.SH,X600487.SH,X600584.SH,X000799.SZ,X002236.SZ,X600563.SH,X600418.SH,X300003.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.254579580674929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339194915144961,-0.0219803120017086,0.0226513963686802,0,0,0,0,0,0,0,0,0,0,0,0,0.00528174846899243,0,0,0.0569723461197585,0,0,-0.0156050006582343,-0.0232335877789424,0,0,0.028734833358956,0.0144609528677113,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.166187678893671,0,0,0,0,0.0465891088279679,0,0,0,0,0,0,0,0.0400727755805182,0,0,0,0,0,0,0,0,0,0,0.00502248164478885,0,0,0,0,0,0,0,0.324233619185034,-0.0242478002093233,0,0.0188145170193897,0,0,0,0,0,0,0,-0.0148164343585155,0.0134634887695239,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0452834386581023,0,0,0,0,0,0.180291918924288,0,0,0,0,-0.0445798282437661,0,0,0,0,0,0.136178483554544,0,0,0,0,0,0,0,0.0289433514804634,0,0,0,0,0.00752217464883834,0,0,0.0488700903372947,0,0,0.110640839966828,0.045985626097789,-0.100288198496645,0,0,0,0,0,0,0,0,0.126466388407639,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.286734681831133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0314672809481766,0.0215125988879109,0,0,0,0,0,0.0379758648974119,0,0,0,0,0,0,0,0,0,0,0,0,0.279073246019002,0,0,0,0,0,0,-0.00677736497253493,-0.00806163666454672,0,0,0,-0.0222851206378629,0.00109871973905101,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-0.0572220507385031,0,0,0,0,0,0,0,0,0,0,0,0,0.103026764250964,0,0,0,0,0,0.191067252381944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838467635896319,0,0.578143241001998,-0.0690795994363045,0,0,0,0,0,0.0156890278452135,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855061460686899,0,0.170287355381681,0,0,0,0,0,0.326182342334282,0,0,0,-0.0789590691337337,-0.0553440550917488,0,0,0,0,0,0,0,0,0.121184598718334,0,0,0,0.0461383671723738,0,0,0,0,0,0,0,0,0,0,-0.155377504366047,0.0312028420627695,0,0,0,0,0,0
X600690.SH,0,0,0.114028564166023,0,0,0,0,0,0,0.187731135318377,0,0,0,0,0,0,0,0,0.0543056937938328,-0.0673261480832708,0,0,0,0,0,0,0.201525037267042,0,0,0,-0.181445755263909,-0.0087691483170094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027042842959807,0.0588598285622494,4.33680868994202e-19,0,-0.0430969391988365,0,0,0,0,0,0,0
X002304.SZ,0,0.246759158176301,0,0,0,0.00505366016708698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118731930697991,0,0,0,0,0,0,0,0.0951944628506717,-0.0346155625927886,0,-0.028381311486371,0,0,0,0,0,0,0.0147612635069961,0,0,0.0541191584564445,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575600407744678,0,0,0,0,0,0,0,0,0,0.166131698227014,0.180281819234754,0,0.147676277012678,0,-0.0818420880944025,0,0.045501737543276,0,0.0643440124119892,0,0,0,0,-0.0132824924006996,0,0,0,0,0,0.152097534914269,0,0,0,0,0,0,0,0.0373736596114622,0,0
X000651.SZ,0,0,0,0,0,0.00815696926748009,0,0,0,0,0,0,0,0,0,0,0,0,0.034557375810853,0,0,0,0.0367556666453109,0,0,0,0,0,0.0729242976321475,0.114276428076171,0,0,0,0,0,0,0,-0.0208153340643488,0,0,0,-0.0109806575004751,0,0,0,0,0,0,0.0610544143830003,0.0396702757588377,0,0,-0.084707084628562,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.027577218893473,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.10557474093012,0.280653340113682,0,0,0.329420287650603,0,0,0,0.148263692501027,0,0,0,0,0,0,0,0,0.0119268512716778,0.014099740650485,0,0,0,-0.0272057974918535,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0389279980369011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210600704384374,0,0,0,0,0.081398601439234,0.295944532937492,0.130121946895542,0,0,0,0,0,0,0,0,0,0,0,0.00856286123538958,0,0.0437793671194006,0,0.0128841377025343,0,0,0,0,-0.0388845341795979,0,0
