,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X300124.SZ,X000625.SZ,X002236.SZ,X600487.SH,X600498.SH,X300003.SZ,X600809.SH,X002008.SZ,X002179.SZ,X000661.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X000596.SZ,X600089.SH,X600066.SH,X002180.SZ,X600177.SH,X600522.SH,X600566.SH,X600372.SH,X002506.SZ,X600867.SH,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X600183.SH,X002294.SZ,X002508.SZ,X600776.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.451222340002646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256501556075763,0,0,0,0,0,0,0,0,0,0.399964726973318,0,0,0,0,0,0,0,0,0.0172390894172901,0,0,0,0,0,0,0,0,0,-0.0100743678315492,0.0112441233175057,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.176697847753515,0,0,0,0,0,0.0238963923187594,0,0,0,0,0,0,0.00264490956609932,0.0372734641701687,0.141791493303058,0,0,0,0,0,0.0468817967994467,0,0,0,0,0,0,0.0476490393566181,0,0,-0.0647280919255288,0,0.0365729317231372,0,0,0,0,0,0,0,-0.00559563442335837,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673394213368181,0.00186982881557758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530466659897497,0,0,0,0,0,0,0,-0.0825384558787526,-0.0104656132437456,0,0,0,0,0,0,0
X000651.SZ,0.0428136854026641,0,0,0,0,0,0.183219093887854,0,0,0,0.0957380232514681,0,0,0.016773218259227,0,0,0,0,0,0,0,0,0.0264448995675809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711624162560696,0,-0.00857581704563122,0,0,0,0,0.0216283445801162,0,0
X600276.SH,0,0,0.0986667291430866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423552050532708,0,0,0,0,0.0473805613902605,0,0,0,0,0,0,0,0,0.0236259897785253,0,0,0.0116535477341807,0,0,0,0,0,0,0,0,0,0.0141569552682851,0.031314679951462,0,0,0,0,0,0
X000858.SZ,0.329949814850726,0,0,0,0,0,0.249102895328715,0,0,0,0,0,0,0,0.0717081131769862,0,0,0,0,0,0,0,0,0,0,0.0825654033336764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505881084753184,0,0,0.00469539798808765,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340264752358223,0,0,0,0,0,0,0,0,0,0.0943723280695676,0.181426581367903,0,0,0,-0.080027738643176,0,0,0.386693711369004,0,0,0,0,0,0,0,0,0,0,0.0555217036824315,0,0,0,0,0,0,0,-0.00566463927702715,0.0377401373879424,0,0,0,0,0,0
X000725.SZ,0,0,0.0402574638023112,0,0,0,0,0,0,0.139905844158475,0,0,0,0,0,0,0,0,0,0,0.0368098526899894,0.0476622027968335,0.0611849616122242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473974874623924,0.121843073769695,0,0,0.0484099567116253,0,0.0336047676163388,0,0,0,0,0.00141818336145375,0,0,0.0194719473968922,0,0,0,0,0,0
X600690.SH,0,0,0,0.0756913555630069,0,0.0584799449702828,0.166697119471174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503756830084857,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0405907120237576,0,0.0465025342049125,0,0,0,0,0,0,0.00470555851913171,0,0,0,0,0,0,0.240043673718501,0,0,0.0102390637944339,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241573741573718,0.0271792986689847,0,0,0,0.0427150018105082,0.217262846879625,0.25211581562457,0,0,0,0,0.0596444955454079,0.0242979237015004,0,0,0,0,0,0,0,0.167025472738386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224749587283833,-0.0180086409953436,0,0,0,0.10473678225981,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437749170866818,0,0,0,0,0,0,0.00722941491673932,0.163905174885806,0,0,0.00517385178829916,0.0155327644147981,0,0,0,0.0172708591511812,0,0.070846338967873,0.0943118681103718,0,0,0,0,0,0.0681760670103363,0,0,0,0,0,0,0,0,0,0,0,0,-0.00499320987407088,0,0,0,0,0,0,0
