,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X300142.SZ,X002007.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600498.SH,X002179.SZ,X002506.SZ,X600177.SH,X600487.SH,X000977.SZ,X000625.SZ,X600776.SH,X600183.SH,X600066.SH,X600522.SH,X002371.SZ,X600867.SH,X000050.SZ,X000066.SZ,X600089.SH,X002129.SZ,X600118.SH,X300146.SZ,X002049.SZ,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0.209750691161073,0,0.009969931240882,0,0,0,0,0,0,0.0490015763255751,0,0,0.145355279041435,0,0,0,0,0,0,0,0,0,0,0,0.0400259935839981,0.0807829820565552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00282338874959653,-0.045700279409369,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.308408757796553,0.0632233683944636,0,0.02093326678256,0.42569735942374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710590254750717,0,0,0,0,0,0,0,0,0.0698095424209328,0,-0.0139612600802266,0,0,0,0,0,0,0
X000651.SZ,0,0.200533035067206,0,0,0,0,0,-6.93889390390723e-18,0,0.0951819563052258,0,0,0,0.168636579610377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533056606153452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378329111474257,0,0,0,0,-0.0183004420989046,0,0
X600104.SH,0,0,0.101052090267009,0,0,0,0,0,0,0.0574620251806591,0,0,0,0.0551789724385575,0.0805392449279621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122357113144474,0,0,0,0,0,0,0,0.0278973350177449,0,0,0,0,0,0,0,-0.0119873710926754,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184338604063434,0.0711869892503682,0,0,0.0963468546792952,0,0,0,0,0,0.196851351949992,0,0,0.131254616182253,0,0,0,0,0,0,0,0,0.0153802896921064,0,0,0,0,0,0,-0.0689621534627885,0,0,0,0,0,0,0,0,-0.0120786189620378,0,0,0,0,0.0110084806510199,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.159388271017047,0.0182847971981324,0.0277579055071108,0.0982100586792454,0.0198958093631301,0,0,0,0,0,0,0,0,-0.0633892737897271,0,0.469281431956546,0,0,0,0,0,0,0,0.239954511270323,-0.0344643190866051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411900479461659,0,0,0,0,-0.0519857434886501,0,0
X002304.SZ,0,0.315978082735573,0.0124669990201993,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.115269192661434,0,0.123263336780388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376353754478915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00929360110748378,-0.0255502706748716,0,0,0,0.0245665552283264,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190828705943644,0,0,0,0,0,0,0.0798005334378253,0,0,0,0,0,0,0,0,0,0,0.063736610681431,0,0,0,0,0.243956366131859,0.198044721824664,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132006872623405,-0.0225428286488074,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756097378620908,0.168421238051053,0,0,0,0,0,0,0,0,0,0,0,0.0412168544669783,0.109551868837606,0,0,0,0,0,0,0,0.182952056425256,0.0105960571368848,0,0.118162479045064,0.0050581205679484,0,0.0449965422919979,0.0250474605917356,0,-0.00849665503198018,0,0,0,0,0,0,0
X600031.SH,0,0.0814754374904858,0.0858922068454997,0,0,0,0.0682764718090674,0,0,0,0,0,0.301019107831986,0.0250101476204989,0,0.0524976802381747,0.0109224084190144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180442764963579,0,0,0,0,0,0,0,-0.0058216249706931,0,0,0,0,0.0291756919963716,0,0
