,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600741.SH,X600066.SH,X002506.SZ,X600118.SH,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X002049.SZ,X000559.SZ,X000157.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600867.SH,X600089.SH,X002294.SZ,X600177.SH,X300003.SZ,X002007.SZ,X002456.SZ,X002074.SZ,X600498.SH,X601877.SH,X000050.SZ,X002085.SZ,X002008.SZ,X300146.SZ,X002129.SZ,X000869.SZ,X002180.SZ,X600582.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0304205208954505,0,0,0,0.0264993608912667,0.123179558238735,0,0,0,0,0,0,0,0,0,0,0.0155885268047757,0,0,0,0,0,0.144616206624377,0,0,0,0,0,0,0,0.00670793549012045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.2461684710011,0,0,0,0,0,0,0,0,0.0491304053590817,0,0,0.160039362906043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472500244594952,0,0,0,0,0,0.0200050750577633,0,0,0,0,0,0.113659194945826,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.169529085740533,0,0,0,0.0233456670898247,0,0,0,0,0.062300449994338,0,0,0,0,0,0,0,0,0,0,0,0,0.0198534254958484,0,0,0.334050653590773,0,0,0,0,0,0.0538320580023847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.184839778885285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180328421377119,0,0,0,0,0.205646506200968,0,0,0.0812932452236196,0,0.0387916400288713,0,0,0,0.00374408675274888,0.00600179895782859,0,0.0772514170598662,0.0355864408418174,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106479275266298,0,0,0,0.000744797134995409,0,0,0,0,0.205003325333343,0,0,0.00880526968179917,0.0417479382769237,0.0308655269140292,0,0,0,0,0,0.143800077878831,0,0,0.0276641804210449,0,0,1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.116473804132613,0,0,0,0,0,0.00570875397207226,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131136754457987,0.0105717325592945,0,0.063725831225002,0,0.108277824647529,0,0,0,0,0,-0.0101044928662409,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433433697541015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127195123359082,0,0,0.309694106180225,0,0,0,0,0,0,0,0,0.0826910788203292,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0349368657081278,0,0,0,0,0,0
X600276.SH,0,0,0.114860984425918,0,0,0,0,0,0,0,0,0.0150663652739499,0,0,8.67361737988404e-19,0,0,0.027210412205244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011285876308134,0.0285013554974527,0.026743443411275,0.0347921736681296,0,0.026521400959709,0,0,-8.67361737988404e-19,0.0652654222679512,0,0.0930245760050312,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212323538320472,0,0,0,0,0.0744693074776343,0,0,0,0,0,0.240722783631385,0,0,0,0,0,0,0,0,0.129628982735153,0,0.115953453416905,0,0,0,0,0,0,0,0,0,0,0.0228949235788381,0,0,0,-0.0148658307253682,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014729457651444,0,0,0,0,0,0,0,0,0,0,0.230109382629351,0,0,0,-1.73472347597681e-18,0,0,0,0,0.133381300656216,0,0,0,0.0122660182748319,0,0,0.081911113009342,0.0131316317034654,0,0,0.0874668953272797,0,0.104714521211279,0,0,0,-0.00971709705508954,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058328571209296,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629148936688963,0,0,0,0,0,0,0,0,0,0.0193807845288789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906836123366934,0.0497866355380115,0.162957432738884,0.208108792601576,0.0612529189630023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.140016853399449,0,0,0,0,0.0025538653258369,0.0304511118717917,0,0,0,0,0,0,0,0,0,0.0601835973943869,0,0,0,0,0,0.0696390188884814,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0797237102206044,0,0,0,0.210467922644613,0,0,0.0121213488426299,0,0,-0.0342538437191565,0,0,0,0,0,0
X002241.SZ,0,0,0.081953288660783,0,0,0,0,0,0,0,0,0.2386375953516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168700430964218,0,0.0641688629143998,0,0,0,0.209043253597696,0,0.0879959405073015,0,0,0,0,-0.0196875091690176,0.0434126446355933,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160834033006786,0,0,0,0,0.00908048793650861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21853996708173,0.448630256229159,0,0,0.123577921291567,0,0,0,0,0,0,0,0,0,-0.0760682316742939,0,0.263054072815453,0,0,0,0
