,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000596.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X600741.SH,X000733.SZ,X000100.SZ,X002074.SZ,X600522.SH,X600702.SH,X000157.SZ,X600460.SH,X600584.SH,X600884.SH,X300003.SZ,X000800.SZ,X600487.SH,X000799.SZ,X000066.SZ,X002414.SZ,X002007.SZ,X002236.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.24710759429486,0.0584257079481437,0,0.24621234247725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385600840128077,0,0,-0.0559137415902428,0,0,0,0,0,0,0,0,0,0,0,0.0365559083262095,0,0,0,0,0,0,-0.000974465549845129,0,0,0,0,0,0,0
X000858.SZ,0.246404343424292,0,0,0,0.455196900428452,0,0,0,0,0,0.0256146266997865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120624156275034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00569819644146086,0,0,0,0,0,-0.0156659027357594,0,0,0,0,0,0,0
X600809.SH,0.365860773621349,0,0,0,0.490851059842473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922249165876667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545110686538115,0,-0.0095338501454028,0,0,0,0,0,0,0,0,0,0,-0.0058336312941155,0,0.00102827257057854,2.16840434497101e-19,-0.0213694974282095,0,0,0,0,0
X002415.SZ,0.0699980047175403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677983040838602,0,0,0,0,0,0,0,0,0.0630271045474336,0,0,0,0.0694288658012495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121097897154382,0,0.00738413879297494,0.304768043129474,0.0498508781977576,0,0,-0.00859784581531688,0,0,0,0,0,0,0
X000568.SZ,0.207093257187851,0.405044892112631,0.390490370539469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282201460037234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824848503568852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565231869031748,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0143174665900315,0,0,0,0,-0.0995979990610103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093831627737114,0,0,0,0,0,0,-0.00464244116435893,0,0,0,0,0,0.188997100354089,0,-0.149287830301012,0.123442109528164,0,0,0,0,0,0,-0.00647780835371726,0,0,0,0,0,0,0
X600690.SH,0.0926998780650886,0,0,0,0.242866598490586,0,0,0,0,0,0.0846065826614125,0,0,0,0,0.0597710489385958,0,0.0682538909982401,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0303288227553166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210757331464802,-0.0513808052724219,0,0,0,0,0,0
X002304.SZ,0.0260355571900495,0,0,0,0.416594217809315,0,0,0,0,0,0,0,0,0,0,0.0567175148506137,0.0282687025667839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336221522602949,0,0,0,0,0,0.0743940514898803,0,0,0,0,0,0,-0.0437130967484095,0,0,0,0,0,0.00956224171458089,0,-0.0186678595845553,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.166262026928959,0,0,0,0,0,0,0.194076470601989,0,0,0,0,0,0,0,0.03144046931447,0,0,0,0,0,0,0,0.036071598288206,0.206010378717961,0,0,0,0,0,0,0.00762960196757226,0,0,0,0,0,0,-0.049214694341958,0,0,0.0317959807909891,0,0,0,0,-0.017284132736304,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.00434909739903304,0,0,0,0,0,0.281377346797755,0,0,0,0.000490570316431503,0,0,0,0,0,0,0,-0.122691714779204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158453841573028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552875513886069,0,0.0117611584656332,0.00443617121443343,0,0,0,0,0,0
