,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X002049.SZ,X300142.SZ,X002179.SZ,X000799.SZ,X600460.SH,X600741.SH,X000157.SZ,X600702.SH,X600584.SH,X600779.SH,X002007.SZ,X601877.SH,X002236.SZ,X002414.SZ,X601799.SH,X600183.SH,X002074.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X600089.SH,X002185.SZ,X000066.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.161429219920842,0.181163517594436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807814555352842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102730524184457,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0177519737391316,0,0.355603354582937,0,0,0,0,0,0,0,0,0.00709881591639947,0,0,0.0151668010552509,0,0,0,0,0,0,0,0,0,0,0,0.134261028137533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414552495491703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.147173855610184,0,0,0,0,0,0,0.141157046050861,0.0811225037973416,0,0.00449837108597396,0.0630841373507385,0.078282879238844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1031393871383,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.00393869003625811,0,0,0,0,0,0,0,0.0937207991819772,0,0,0,0,0,0,0,0.0139992545625692,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.135575904964918,0,0.147150656308879,-0.0180329190995927,-0.0413489622599402,0,0,0,0.167087111501817,0,0,0,0,0,0,0,0.0388500257784748,0,0,0,0,0,0.0155396841923249,0,-0.0834920809413737,0,0,0,0,0,0,0,0,0.0218945810008556,0,-0.00920450895607758,0,0,0,0,0.167911874190337,0,0,0,0,0.00138336789984863,0,0
X600809.SH,0,0,0,0,0,0.12986730799918,0,0,0,0,0,0,0,0.0695773832236786,0,0,0,0,0,0,0,0,0,0.0518553895382392,0,0,0,0,0,0.540889979488653,0,0,0,0,0,0.00627363392146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418614443901893,0,0,0,-0.0222640880054286,0,0
X000568.SZ,0,0.556041372774404,0,0,0.041626716719933,0,0,0.0714677790741938,0,-0.184398250931119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206360814583736,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.038475973028301,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0587586559766029,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0.127617655384935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916773627821315,0,0,0,0.167058799636212,0,0,0.111518532739996,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110512750307655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652252464989305,0,0
X002304.SZ,0,0,0,0,0,0.350880528444006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326215314009885,0,0.0137498166786595,0,0,0,0,0,0,0,0,0,0,0,0.0243379959312631,0,0,0,0,0,0,0,0,0.0455177129660299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.20715944359901,0,0,0,0,0.0197837765720901,0,0,0,0,0,0,0,-0.0481709002054667,0,0,0,-0.0134170238867444,-0.00946509654151697,0,0,0.0826736580718526,0,0.0581176353090443,0,0,0,0,0,0.0623887835648974,-0.0388500322341095,0,0,0,0,0,0,0,0,0,0,0,0.0446942038976149,0,0,0,-0.0260385726919837,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.169681496102375,0,0,0.0206541753806989,0.0899676502451154,0,0,0,0,0,0.00571671529174031,0,-0.0874403316550394,0,0.0376675346620245,0,0.0671666223824073,0,0,0,0.016176655146016,0,0.0430922476158903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239502190458273,0.0287502527879491,0,0,0,0,0,0
