,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X002179.SZ,X600089.SH,X300014.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X002463.SZ,X002049.SZ,X000977.SZ,X002028.SZ,X600584.SH,X601877.SH,X600522.SH,X601799.SH,X000800.SZ,X600066.SH,X000921.SZ,X002223.SZ,X600183.SH,X600177.SH,X002007.SZ,X002294.SZ,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.213966638289767,0.0667885949811189,0.222231136914343,-1.0842021724855e-19,0.0486949677664414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812476604116027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712955981102178,0,0,0,0,0,0,0,0,0.0390543229388004,0.0181097326624076,0,0.0121213251216649,-0.00578243941070285,0,0,0,0,0,0
X000858.SZ,0,0,0.054306096251805,0,0.0337671699342871,0.530387293552193,0.038518942130212,0,0,0,0,0,0,0,0,0,0,0,0,0.0148912455287201,0,0,0,0.0420543667291256,0,0,0,0,0,0,0.0301290575691663,0,0,0,0.0064440450659337,0,0,0,0,0,0,-0.0627203002543759,0,0,0,0,0,0,0,0,0,0,0.001773107899452,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.145266133664764,0.0469113714236685,0,0,0,0,0,0.00488706969654155,0,0,0.107557135671953,0,0.137621990035797,0,0,0.0550241381164552,0.125217478425987,0,0,-8.67361737988404e-19,0,0,0,0.0243915962549774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0380131890351303,0.0276511007157066,0,0,0,0,0,0
X600809.SH,0.232761767257973,0,0,0,0,0.422002839853825,0,0,0,0,0,0,0,0,0,-0.00838365789534994,0,0,0.253644019428441,0,0,0,0,0,0,0,0,-0.0154248882027333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0627623037130313,0,-0.0522508736944739,0.0423605303563198,0.0394421077794705,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199457485267522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378263667701349,0.169511536218613,0,0,0.0380935210969516,0,0,0,0,0,0,0,0,0,0,0,0,0.0575195354153826,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.664426909805985,0,0.30359402310837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104118820454538,-0.0649025627556232,0,0,0,0,0,0,0,0,0.0299334780391352,0,0,0,0,0,0.0613330277648663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969599260559037,0,0,0,0,0,0,0
X600690.SH,0,0.0515291769360657,0,0,0,0.306779503542082,0,0,0,0,0,0,0,0,0.0512409688660634,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397937743490817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784343135034089,0,0,0,0,0,0,0,0.0029991964964477,0,0.0236145967522987,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113080246114206,0,0,0,0,0,0,0,0,0,0,0,0.342925755080782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118862438673445,0,0,0,0,0.0757452201599354,0,-0.0174330537868677,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0365403926705479,0,0,0,0,0,0,0,0,0,0,0.0667251146884862,0.00737368627756535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388820140478894,-0.055921891785375,0,0,0,0,0,0.133177410011589,0,0,0.254788044240832,0,0,0,0,0,0,0,0,-0.0148417690389596,0,0.040027014736903,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0914393809520857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228313131248268,0,-0.132653092319811,0,0.341939239098882,0,-0.203532132053489,0,-0.0263261962133244,0,-8.98699270121288e-05,0,0,0,0,0,0.000925083416078929,0,0.0731804086920467,0,0,0,0.125755881918067,0,0,-0.0383198300492122,0,-0.0298842980857012,0,0,0,0,0,0,0
