,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X600031.SH,X300124.SZ,X000725.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X000625.SZ,X002129.SZ,X000661.SZ,X002241.SZ,X003816.SZ,X300142.SZ,X000596.SZ,X000100.SZ,X002049.SZ,X002179.SZ,X600460.SH,X600702.SH,X000799.SZ,X601877.SH,X002074.SZ,X000157.SZ,X600779.SH,X002007.SZ,X600741.SH,X002236.SZ,X600584.SH,X002414.SZ,X601799.SH,X600089.SH,X600183.SH,X300003.SZ,X000800.SZ,X300146.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.200878380073689,0,0,0.161184840243725,0.0992902139123204,0,0,0,0,0,0,0,0,0,0,0.00740097816804056,0,0,0,0.00125176715385038,0.00368129965410062,0,0,0,0,0.0753477141208879,0,0,0,0,2.16840434497101e-19,0.0289383041632323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053373170023329,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.2845231388944,0,0,0,0,0,0.010846095481127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637951158420037,0,0,0,0,0.0570381969453523,0,-0.010516639491261,0,0,0.00239738042112424,0,0,0,0,-0.0690807358381165,0.0791640624364173,0,0,0,0,0.269723950973512,0,0,0,0,-0.0304847660081108,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.160788137821764,0,0,0,0,0.144649894620906,0,0.0695440400876682,0.075173729390838,0,0,0,0,0,0,0.0682334496769654,0,0,0,0,0,0,0,0,0,0,0,0.109538559392118,0,0.00362330820113519,0,0,0,0,0.0205416483487154,0,0,0,0,0,0,0,0,0,0,0.0993362111262025,0,-0.00703491716008481,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0492226494059968,0.13637731780105,-0.0309499858099646,0,0,0,0,0,0.148798442548593,0,0,0,0,0,0,-0.0375589595276461,0,0,0,0,1.73472347597681e-18,0,0.0190312316087062,0,0,0,0.483130630954112,0,0,0,0.0663887794968232,0,-0.0978895834434728,0,0,0,0,-0.0377331537938916,0,0,0,0,0,0,0,0,0,0.041627623477411,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0399672677533381,0,0,0.0197077219644082,0,0,0,0,0,0,0.237791011173463,0,0,0,0,0,0,0,0,0,0,0.0736934922194492,0,0,0,0,0,0.0639706046464655,0,0,0,0.0998391848309407,-0.0384365132449402,0,0,0,0,0,0,0,0,0,0,0,0.00907672559575089,0.00261972301532689,0.0135244416725654,0,0,0.0710135387266757,0,0,0,0,0,0
X000568.SZ,0,0.706526730174052,0,0.0829133587063219,0,0,0.137656921572192,0,0,0,-0.202827287275454,0,0,0,0,0,0,0,0,-0.00870643375231576,0,0,0,0,0,0.115778752649433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718237001012301,0,0,0,0,0,0,0,0,0,0,0,0,0.0110830791087897,0,0,0,-0.0999821633436659,0,0
X002304.SZ,0,0,0,0.102966500425581,0,0.0896211363751711,0,0,0,0,0,0,0,0,0,0,0.142794434057665,0,0,0,0,0,0,0,0,0.0929828036297517,0,0,0.019507750033711,0,0,8.67361737988404e-19,0,0,0,0.00382725113781373,0,0,0,0,0,0,0,0,0,0,0.00598064993149536,0,0.193117608490764,0.0796515403594441,0,-0.00457023731381429,0,0,0,0,0.111505853925076,0,0
X000651.SZ,0,0,0,0,0,0,0.0055877733756877,0,-0.0150457316267463,0.106984569677756,0,0,0,0,0,0,0,0.210191401315013,0,0,0,0,0,0,-0.0113083083203524,-0.111786264417858,0,0,0,-0.00774968663226679,0.0968700722886062,0,0,0,0,0,0,0,0,0,0,-0.00985236649086831,0,0,0,0,0,0,0,-0.0301050025541254,0,0,0.0698391454916472,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.084763550378651,0,0.00453240931480512,0,0.113149291587318,0,0,0,0,0,0,0.14673192530781,0,-0.0397335401216397,0,0,0.07368226545786,0.0268810067590727,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0858537048098112,0,-0.158103760594279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.317117296799622,0,0.173165108920108,0,0,0,0,0,0,0,0,0.00119204520271676,0.0631181743496332,0,0,0.0799219736462886,1.0842021724855e-19,0,0,0,-0.0169675298174702,0,0,0,0.0934618202330738,0,0,0,0.015299017969751,0,0,0.0358207991800892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012459428606185,-0.0334477256658359,0.0104204297226233,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0315053686900992,0,0.00309986176599592,0.121981715708506,0,0,0.0777045561809624,0,0,0,0.078360234810499,0,0,0,0,0.107151224705771,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0162895804824452,0,0,0,0.0987357871158725,0,-0.0130487346507704,0,0,0,0,0,-0.033864173776599,0,0.00299963774024917,0,0,0,0.0133831499578614,0.0300485348352775,0,0,0,0,0,0
X300014.SZ,0,0,0.0549609868863751,0,0,0,-0.0909250309510992,0,0,0,0,0,0,0.344673160100323,0,0.0857092532533484,0,0,0,0.234402352259027,0,0,0.213866245848477,0,-0.0266649935189102,0,0,0,0,0,0,0.0109109864327346,0,0.0398109406663755,0,0,0,0,0,0,0,0,0.374712777471834,0,0,0,0,0.02324545828289,0,0.099760053816147,0,0,0,0,0,0,0,0,0
