,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X002241.SZ,X300014.SZ,X600703.SH,X000625.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X000157.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X000800.SZ,X300142.SZ,X300003.SZ,X601799.SH,X000066.SZ,X300136.SZ,X000977.SZ,X002185.SZ,X300146.SZ,X002008.SZ,X002456.SZ,X002074.SZ,X002508.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.22767242145675,0,0,0,0.0172895050586118,0,0,0,0,0.188178166334017,0,0,0,0,0,0,0,0,0,0,0.0239131817392168,0,0.0381748664835291,0,0,0,0,-0.0263304937800339,0,0,0.0215788417537415,0,0,0,0,0,0.064118532128646,0,0,0,0,0,0,0,-0.0157807836672677,0,0,0,0,0,0.0113019461682261,0.0174800157190827,0,0,0,0.0155100596537359,0,0
X000858.SZ,0.0947579892389406,0,0,0,0,0,0.117188705867196,0.170887508557908,0,0,0.0987885110549741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46214381573732e-07,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904372008846987,0,0,0,0,0,0,0,0,0,0,0,0,0.0240736469382455,0,0.0389781575552797,0.0145173240593416,0,0,0,0,0,0,0.00373229626081488,0,0.119416482909604,0,0,0,-2.16840434497101e-19,-0.00683092965134555,0,0,0,-0.00225475277444519,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0668324293766403,0,0.0543019048847511,0,0,0,0,0,0,-0.00282094278268243,0,0,0,0,0,0.0692780100795992,-0.0704584001201111,0,0,0,0,0.00281080324979942,0,0,0.231622996574303,0,0,0,0,0.127920879687582,0,0,0,0,0,0,0,0.0485347536561343,0,0,0,0.00616987436162128,0,0,0,0,0.0031647535228121,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237550469884966,0,0,0,0,0.0338373582185634,0,0.0439678429831908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055341458049889,0,0,0,-0.032056902506098,-0.0120134308275383,0,0,0,-0.0403003991500775,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326211343683958,0.0451730297612821,0,0,0.0614203781980394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711941566400803,0,0,0,0,0,0,0,0,0,0.00559153443608828,0,0,0,0,0.00166556835174912,0,0
X002304.SZ,0,0,0,0,0,0,0,0.148433295689042,-0.18669988126109,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0287554745388126,0,0,0,0,0,0,0,0,0,0.014678646698039,0,0,0,0.2290339645114,0,0,0,0,0,0,0,0,0.0203694750382897,0.113972813646569,0,0,0,0.292341551147598,0,0.00308588654491937,0.0332645156361708,0,0,0,8.67361737988404e-19,0,0
X000568.SZ,0,0,0,0,0,0,0.0491541599779142,0,0,0,0.444907918073092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938884383224795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115161132014326,0,0.0196180253540638,0,0,0,0,0.00615703713669068,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0317208563634714,0,0,0,0,0,0,0.0766894913658245,0,0,0,0.142417468086314,0,0,0.0719446878853395,0.154302047023848,0,0,0,0,0,0,0,0,0,0,0,0.0325793258176475,0,0,0,0,0,0,0,0,0,0.079727508194649,0,0,0,0,0,0,0,0,-0.0272689413800917,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0123158933904893,0,0,0,0,0,0,0,0,0,0,0.0354673503263213,0,0,0,0,0,0.127922717106301,0.197976341141326,0,0,0,0,0,0,0,0,0,0,0.0257853515867197,0,0.148845522438003,-0.092468620834231,0,0,0,0,0,0,0.0725417307122918,0,0.236067582002275,0,0.00311205583294768,0,0,0,0,0,0,0
X600809.SH,0.0677785722429527,0,0,0,0,0,0,0.102188854309114,0,0,0,0,0,0,0,0,0,0,-0.0372170652827415,0,0,-0.104071263358645,0.0926104615062221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209095609336412,0,0.136357240660264,-0.0940609247543466,0,0,0,0,0,0,0,0,0.144969611350669,0,0,0.0637731157577668,0,0,0,0.0160681408205056,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109082033942104,0,0,-1.73472347597681e-18,0,0.417747639800918,0,0.15186886226921,0,0,0,0,0.0198715998216335,0.0182406614675006,0,0,0,0,0,0,0,0,0,0.0635763618219171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300566317325119,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.14685746415354,0,0.203528912380429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119609231134522,0,0,-0.101931953401583,0,0,0,0,-0.00298086970772837,0,0,0,0,0,0,0,0,0,0,0,0,0.0258979764185794,0,0.00945040779632898,0.119044529487755,0,0,0.0199732120505128,0.0114734437291426,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0.0594921407747866,0,-0.0502464190759463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637553832182567,0,0,0.0518288887919253,0,-0.0732985268182577,0.0538006816417998,0,0,0,0,0,0.5550207439513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0080927122636261,0,0,0,0.0313415661504226,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405086325554367,0,0,0,0,0,0,0,0,0.0324366911256076,0,0.0288858756946678,0,0,0,0,0,0.0318758019640669,0.0803465252036561,0,0,0,0.129561360304648,0.0932608880891116,0,0,0,0.105302445188621,0,0,0,0.0522411030213497,0,0,0,0,0.0138494452873719,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906389317515737,0,0.0223341313388238,0,0,0.0631605863546712,0,0,0.0679522354358005,0,0.0428625225428586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112303783401483,0,0.000820532812345197,0,0.0153266621023585,0,0,0,0,0.00423075849861026,0,0
