,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600690.SH,X002241.SZ,X003816.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X300014.SZ,X600703.SH,X002007.SZ,X600741.SH,X000625.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X002049.SZ,X000157.SZ,X600584.SH,X002179.SZ,X300003.SZ,X002414.SZ,X000800.SZ,X600183.SH,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X002008.SZ,X600066.SH,X600118.SH,X002185.SZ,X300146.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0801509027318202,0,0,0,0,0,0.105485083871402,0,0.264939725176607,0,0,0,0,0,0,0,0,0.0717566615252477,0,0,0,0,0,0.121678176332296,0,-1.73472347597681e-18,-0.0160798543560717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245996787913851,0,0,0,0,0,0,0,0,0.0440728857108979,-0.00658588008654055,0,0,0,0,0,0
X000858.SZ,0.0910793798225844,0,0,0,0,0,0.159202699133557,0,0.0396766913121738,0,0.223743026066592,0,0,0,0,0.0277572984271866,0,0,0,0.0613248950114292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222744061592052,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0500383664032572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100009063536953,0,0,0,0,0,0.00946347431238351,0,0,0,0,0,0.0238303941454027,0,0,0,0,0,0.0474349665584928,0,0,0,-0.0008061162651231,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.13211978470372,0,0,0,0,0,0,0,0,0,0.173518250024697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126577706746847,0,0,0,0,0,0,0,0,0.0536471767062049,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111896689371342,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343127573721944,0,0,0,0,0,0,0,0,0,0.134605556703419,0,0,0,0,0,0,0,0.0747016962585192,0,0,0,0,0,0,0,0,0.0391526450683025,0,0.127296880562515,0,0,0,0,0.0626204626942072,0,0,-0.00724040909878729,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104897174871892,0,0,0,0,0,0,0,0,0,0,0.127307819318525,0,0.00343756763223624,0,0,0,0,0.0424881487611327,0,0.026761771410167,0.0539601387122667,0,0,0,0,1.73472347597681e-18,0,0,0,0.0227999221244369,0,0,0,0,0,0,0,-0.0590836566842796,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0421082248407544,0,0,0,0,0.364765286253753,0,0.0416319932926638,0,0,0,0,0,0,0,0,0,0.118399998680949,0,-0.0479700921814288,0,0,0,0,-0.00994743681983777,0,0,0,0,0,0,0.068367425841281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114276751258156,0,0,-0.023269464885108,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144605983792069,0,0,0,0.0717927575858561,0,0.136939645250661,0,0,0.0130758853642669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152908023591102,0,0,0,0,0,0,0,0.0359881425365394,0,0,0.00339958506791761,0,0,0,0,0,0,0
X000568.SZ,0,0.361829912675913,0,0,0,0,0.099371438583968,0,0,0,0.111510636467799,0,0,0,0,0,0,0,0,0.0593610950687915,0,0,0.0718663656334205,0,0,0,0,0,0.0574711673012482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598015727175963,0,0,0,0,0,0,0,0,0,-0.0105996392613114,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.237807510524316,0,0,0,0,0.345333732722343,0,0,3.46944695195361e-18,0,0,0.0646103314712908,0,0,0,0,0,0,0,0,0.103017045777043,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0524330337352798,0,0.0486914304267037,0,0,0.00862899407695292,-0.0127690155510239,0,0,0,0,0,0
X600809.SH,0.0473046867576246,0.234505668165047,0,0,0,0,0,0,0.255453135076151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15358810760622,0,0,0,0,0,0,0,0,-0.0773134802957959,0,0,0,0.009431144588639,0,0,-0.0314941968006229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382982942984227,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700760823369581,0,0,0,0,0.513535701444138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214913029130046,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0.00252105784272526,0.435267026747747,0,0,0,0,0,0,0,0,0,0.202739728552913,0,0,0,0,0,0,0,0.281773017327369,0,0,0,0,0,0,0,0,-0.047844825481259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182883584698593,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0138193428988485,0,0.0480741794938742,0,0,0,0,0,0,0.0828032831837016,0.0494635674349337,0,0,0.0486974680806044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112481047598802,0,0,0,0.0592008490660567,0,0.107934153872649,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00781018184684172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124142376578704,0,0,0,0,0,0,0,0.0149753855910649,0.0900251378732982,0,0.0505243313782812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184584083131168,0,0,0,0,0,0,-0.00184565334366693,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.330314736329072,0,0,0,0.103869527674102,0,0,0,0,0,0,0,0,0,0,0,0.132309210260462,0,0.10106202178033,0,0,0,0,0,0,0,0,0,0,0.296399573142918,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0572123510418294,0.0340929875202555,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0249338637574612,0,0.0559057257809895,0,0,0,0.00307683345860114,0,-0.00718245700723521,0,0,0,0,0,0,0,-0.0162368573910531,0,0,0,0,0,0,0,0,0,0,0,0,0.0402932140758182,0,0,0,0.0562353601425311,0,0.142642256335945,0,0.0218736092671732,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.008737892993499,0,0.178086666881401,0,0,0,0,0,0.0233217200850012,0,0,0,0,0,0,0,0,0,0,0.0402914589898715,0,0,0,0,0,0,0,0,0,0,0.0542194528906737,0,0,0.0749336861857052,0,0,0,0.0642102406717358,0,0,0,0,0,0,-0.00195391067316717,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363446175551619,0,0,0.0747113843157527,0,0,0,0.0243143080371936,0,0.0367846628811991,0,0.134688950506136,0.105498603270275,0,0,0.0787331587489774,0,-3.46944695195361e-18,0.0296344778717531,0,0,0,0,0,0,1.35525271560688e-20,0,0.124653101647716,0,0,0,0,-0.050229923461233,-0.0187258585301464,0,0,0,0,0,0
