,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X000063.SZ,X000338.SZ,X601877.SH,X002049.SZ,X000596.SZ,X000661.SZ,X002179.SZ,X600089.SH,X000100.SZ,X300142.SZ,X600460.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600884.SH,X600779.SH,X000157.SZ,X601799.SH,X600702.SH,X000733.SZ,X002007.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X002008.SZ,X600563.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.441525873559537,0,0.0621687729790316,0.0557037307595437,0,0,0,0,0,0,0,0,0,0,0.0541460488835229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283337590008154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117179368690319,0,0,0,0,0,0
X000858.SZ,0.216100353104225,0,0,0.0969635660012591,0.0912914462662646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133632909576529,0,0,0,0,0,0,0,0,0.087995797037898,0,0.242487356920881,0,0,0,0,0,0,-0.0333156086009469,0,0,0,0,0,0,0,-3.51505732818439e-05,0,0,0,0,0,0
X002415.SZ,0,0.0384195006476491,0,0,0,0,0,0,0.21079546687927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445639685648639,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0.106778716088864,0.0875682415340235,0,0.0218815896906264,0,0,0,0,0,0.0129304393776619,0,-0.0699016152143886,0,0,0,0,-0.00105985267273093,0,0,0,0.026559250222498,0,0
X600809.SH,0,0.180684103288272,0,0,0,0,0,0.0887404546957068,0,0,0,0,0,0,0,0,0,-0.0414831777303262,0,0,0,0,0,-0.0434918926701741,-0.0275200229090061,0,0,0,0,0,0,0,0,0,0,0.461354497547085,0.0609096888312365,0,0,0.114803607545474,0.147138261198608,0,0,0,0,0,0,0,0,0,0,0.00199783471102536,0,0,0,0,0.00291304108452288,0,0
X000568.SZ,0,0.409357527627149,0,0.205500119783538,0,0,0,0,0,0,0,0,0,0,-0.0748116339843998,0,0,0,0,0,0,0,0,-0.0164931914185118,0,0,0,0,0,0,0,0,0,0,0,0.0983094590528958,-0.0175555660696563,0.048480519715794,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00440183860308441,0,0,0,0,0,0,0
X600276.SH,0,0.096734054921869,0,0,0,0,0,0,0.268606349682828,0,0,0.027126572749506,0,0,0,0,0,0,0.114213432596103,0,0,0,0,0.0528540310367712,-0.0411067156956082,0,0,0,0,0,-0.030040313016387,0,0,0.0384219350922654,0,0.225195786716527,0,-1.38777878078145e-17,0,0,0,0,0,-0.124108394057504,-0.0867067867371593,0,0,-0.13293817464049,0,0,-0.024784598061426,-0.0341066827432287,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0769634393476899,0,0,0.0942323275894981,0,0.0159688621236922,0,0.149419414400493,0,0,0,0,0.0894520207843684,0,0,0,-0.210561544182839,0,0,0.0224417663686788,0,0,0,0,0,0.0517203321780705,0,0,0,-0.0682173903752224,0,0.0562014477589474,0,0,0,0,0,0,0,0,0,0,0,0,0.0578210028172026,0,0
X002304.SZ,0,0,0,0.270104630176952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512989771401943,0,-0.11026514933089,0,0,0,0,0.0262809561141035,0,0,0,0,0.0397451613232371,-0.0782672822246208,0,0,0,0.101553655233127,0,0.0937884532380172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243784989483213,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0433822863138455,0,0,0,0,0,0.0595918350771283,-1.73472347597681e-18,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0151568915214563,0,0,-0.00823987647036778,0,0,0,0,0,0.157860136773039,0.115738185759868,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176947140110233,0,0,0,0,-0.00285734994676122,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930405567295507,0,0,0,0.0703244319032026,0,0,0,0,0,0.0235534815962417,0,0.0436121980859816,0,0.150537044300005,0,0,0.0898094937071474,0.0125994014454138,0,0,0,0,0,0,0.0685514414692336,0,0,0,-0.0481610316198605,0,0,0,0.00296393542578572,0,0,0,0,0,0,0
