,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600372.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X000100.SZ,X600089.SH,X002236.SZ,X000581.SZ,X600118.SH,X000559.SZ,X002475.SZ,X000050.SZ,X601877.SH,X000550.SZ,X600066.SH,X002129.SZ,X002294.SZ,X000568.SZ,X600271.SH,X600435.SH,X002456.SZ,X600839.SH,X002292.SZ,X000869.SZ,X300124.SZ,X300003.SZ,X000400.SZ,X000800.SZ,X002007.SZ,X000623.SZ,X002049.SZ,X002038.SZ,X000977.SZ,X002008.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0435671279030799,0.0212809614342931,0,0,0,0,0,0,0,0,0,0,0,0.4341978805137,0,0.00795848277454332,0,0,0,0,0,0,0,0.0839030782101811,0,0.00473125538740419,0,0,0,0,0,0,0,0,0.053704255067896,0,0,0,0,0,0,0,0,0,0,0,0,-0.00353168752155227,0.00019642870888603,0,0,0,0,0,0
X600519.SH,0.149385322770118,0,0,0,0,0,0.109851552859627,0.0636496124109392,0,0,0,0.0822890274616984,0,0,0,0,0,0,0,0,-0.0409006612551133,0,0,0,0,0.0675052272457577,0,0,0,-0.0886404513090416,0,0.0600168900258788,0,0,0,0,0,0,0,-0.0251028709775849,0,-0.00317910664732913,-0.134906650310406,0,0,0,0,0,0,0,0,-0.0135745934382106,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171175783899327,0.072469652540663,0,0,0,0,-0.014298091896436,0,0,0.0552923047743402,0,0.0368181044138085,0,0,0,0,0,0,0,0,0.105808824352568,-0.0183921634029394,0,0,0,0,0,0,0,0,0,0,0,0.00930052426988845,0,0,0,0,0,0,0
X000651.SZ,0,0.0468680862422438,0,0,0,0,0,0,0,0,0.247060371105964,0,0,0,0,0,0,0,0.0385778809324336,0,0,0,0,0,0,0,0.0725226652509904,0.00719380019565121,0,0,0,0,0,0,0,0,0.100482670679624,0,0,0,0,0,0,0,0,0.0373215373456175,0,-0.0428301609250737,0,0,0,0,0.00130219614290451,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0538599277711652,0.0679623980936784,0,0,0,0,0,0,0,0,0.210350869600516,0,0,0,0,0.00641474535925439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184582983887578,0,0,0.106991421461827,0,0,0,0,0.0128163014049626,0,0,0,0,0,0
X000625.SZ,0.185259473904233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116643277852109,0.11210972214925,0,0,0,0,0.044817270799505,0,0,0,0,0,0,0,0,0,0,0,0.13018918892146,0.0222733729788689,0,0,0,0,0,0.159585593326456,0,0,0,0,0,0.0723644961251464,0,0,0,-0.0128904488799215,0,0,0,0,0,0,0
X000858.SZ,0.029767769185495,0,0,0,0,0,0,0,0,0,0,0.0519826174606887,0,0,0,0,0,0.0705117203489619,0,0,0.0228128153305357,0,0,0.0476840045967617,0,0,0,0.0851164675320244,0,0,0,0.149868129249919,0,0,0,0,0,0.130055714283414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.125741158493995,0,0,0,0,0,0,0.00304827842789171,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106482121688665,0,0,0,0,0,0.234158726649772,0,0,0,0,0.129002831650812,0.0619859998441917,0,0,0,0,0,0,0,0.0759399193654667,0,0,0,0,0,0.00503608925905013,-1.73472347597681e-18,0,0,0,-0.142033322657094,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247729631846202,0,0,0,0,0,0,0.15002456362064,0,0,0.00483063381128094,0,0,0,0,0,0,0,0,-0.0995752576000342,0,0,0,0.0346615566036645,0,0,0.100063558941004,0,0,0,-0.0192944532840153,0,0,0,0,0.0131689638787532,0.0095222152750287,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.073586680824786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105775958356513,0,0,0,0,0.0166402050545134,0,0,0,0.0184535963908512,0,0,0,0,0,0,0,0,0.0263749646969656,0.071798483878645,0,0,0.0641184146206688,0,0,0,0,0.0317619948286993,0,0,0,0,0,0,0,0,0,0,0
