,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X000338.SZ,X600741.SH,X600372.SH,X000157.SZ,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X002236.SZ,X000550.SZ,X601877.SH,X600177.SH,X002475.SZ,X000581.SZ,X000800.SZ,X600582.SH,X000568.SZ,X002129.SZ,X300124.SZ,X002294.SZ,X000623.SZ,X002292.SZ,X000559.SZ,X600060.SH,X300003.SZ,X000050.SZ,X002456.SZ,X000400.SZ,X000977.SZ,X000869.SZ,X600839.SH,X300146.SZ,X002465.SZ,X002038.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.18579481754003,0,0,0,0,0,0.182764031410598,0.15820183168026,0,0.191602921023259,0,0,0,0,0.0354034882191969,0,0,0,0,0,0,0.0826811262352104,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0.157518528104423,-0.020841784317584,0,0,0.0486866724347072,0.236140637864545,0,0.0016381301594145,0,0.0362055724571135,0,0,0,0,0,0,0,0,0.0133823967930927,0,0,0,0,0.0307464493821102,0.0364144168215703,-0.0211947368251585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.285992199315569,0,0,0,0,0.187336828740585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171221526780478,0.0115664713363405,0,0,0,0,0,0,0,0,0,0,0.117825296175411,0,0,0.0359865892205838,0,0,0.0158301999094719,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00138477755125546,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.308058702643542,0,0,0,0,0,0,0.07018415700285,0,0,0,0,0,0,0,0,0,0,0.19617625508105,0.11955113214485,0,0,0,0,0.042302285012056,0,0,0,0.0157738788861387,0,0,0,0,0.00649795165836844,0.0527398318904298,0,0,0.0646860967629379,0,0,0,0,0.0073526447559246,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.120060699217406,0,0,0,0.206548212074862,0,0,0,0,0.0244502153479288,0.091941324822175,0,0,0,0.0905323182433137,0,0,0.101162882498171,0,0.0571541214442416,0,0,0,0.0834784132404412,0,0,0,0,0,0,0,0,0,0.112960327685123,0,0.129080452011603,0,0,0,0,0.0103974839957283,0,0,0,0,0,0
X000625.SZ,0.310098910868514,0,0.0317510889985155,0.106038113589794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405383984579951,0,0,0,0,0,0,0,0,0.0567626355654883,0,0.134776783564301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286746374809904,0.000592124625530079,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.39546238804087,0.0108407734391245,0,0.144124791283555,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0300041197931988,-0.0366943741893808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734926699648295,0,0,0.297330009784872,0,0,0,0,0,0,0,0.00063618378052342,0,0,0,0,0,0
X000858.SZ,1.73472347597681e-18,0,0,0,0.0608252319572259,0,0,0,0.0965472768815719,0.094353736577285,0,0.0353471705508386,0.0493408633391738,0.112277674247369,0,0,0.161484562484083,0,0,0,0,0,0,0,0,0,0,0,0,0.0562656105580348,0,0.000305453276577535,0,0,0,0,0,0,0,0,0.0513468362795176,0,0,-0.0056236490301137,0,0,0,0,0,0,0,0,-0.00326410290359901,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0794937307291336,0.00179216855875214,0.198030152635274,0,0,0,0,0.0359783840156725,0,0,0,0,0,0,0,0.0642043254933536,0,0,0.00942408331324141,0,0,0,0,0,0.123887692786709,0,0,0.0466390700824191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0062328130012544,0,0,0,0,0,0
X600690.SH,0.0178029108374819,0,0.0449770000278812,0,0,0,0,0.21691407997877,0.013675141292092,0,0,0,0.165648898552739,0.151619115231839,0.00446060150499871,0,0,0,0,0,0,0,0,0,0.100322542103511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0653486210295063,0,0,0,0,0,0.0211659117020928,0,0,0,0.0357458192902927,0,0.192849866998679,0,0,0.169134003443203,0,0,0,0,0,0,0,0,0.0541944915815859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730983849696411,0,0,0,0,0,0
