,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X003816.SZ,X600104.SH,X000725.SZ,X000063.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600418.SH,X002179.SZ,X600584.SH,X002463.SZ,X000977.SZ,X600089.SH,X600703.SH,X000066.SZ,X600372.SH,X600839.SH,X000157.SZ,X002028.SZ,X002236.SZ,X002049.SZ,X600522.SH,X600741.SH,X002456.SZ,X600066.SH,X600183.SH,X600460.SH,X601877.SH,X002156.SZ,X000661.SZ,X002129.SZ,X600487.SH,X000800.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.433185230308278,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.131703472568386,0,0,0,0,0,0,0,0,0,0,0,0,0.0372765127106554,0,-0.00520905092122315,0,0,0,0,0,0,0,-0.0314323968009757,0,0,0,0,0,0.00600499889321965,0,0,0,0,0,-0.123721511068357,-0.0878187570992668,0,0,-0.0700485356533029,0,0
X000858.SZ,0.321882162252981,0,0,0,0,0,0.341349577989313,0,0,0,0,0,0,0,0,0,0,0.202790854351312,0.0246189516836889,0.0590109660155636,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.0355376103496269,0,0,0,0,0,0,0.0408075253857135,0,0,0,0,0,0.00566755302443673,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156464340705549,0,0,0,0,0.179578151300046,0.0731830894586118,0,0,0,0.0918814740801406,0,0,0,0,0,0.0229479697938367,0,-0.0385281374177335,0,0,0,0,0,0,0,0,0,0,0,0,0.0291440398235977,0,0,0,0,0,-0.0578518547572593,0,0,0,0,0,0,0
X002415.SZ,0.0254333008124137,0,0,0,0,0.0576664144114783,0,0,0,0,0,0,0,0,0,0.0741013972230568,0,0,0,0.141338906965835,0.258386878611207,0,0,0,0,0,0,0,0,0,0.0586442790901787,0,-0.0491743115800558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638556662140372,0,0,0,0,-0.03242400340935,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532227815775711,0,0,0,0,0,0.0910177988147139,0,0.447992531293171,0,0,0,0.0560107562327572,0,0,0,0,0,0.0524968310368645,0,0,0,0,0,0,0.00583306064891595,0,0.0650568895052456,0,0,0,0,0,0,0,0,0,0,-0.0770090199870143,0,0,0,0.00559556175666832,0,0
X600690.SH,0,0,0,0,0.040278057211689,0,0.0448739766844883,0.355498041070564,0,-6.93889390390723e-18,0,0,0,0,0,0.108170334794529,0,0,0,0.0050663530107397,0,0,0,0,0,0,0,0,0,0,-0.0166967533421987,0,0.00951795853723862,0,0,0,0,0,0,0.0705839184965132,0,0,0,0,0,0,0,0,0,0,0,-0.0372896726113541,0.0411172868357548,0,0,0,0.0500344327942018,0,0
X600809.SH,0,0.0810104475071566,0,0,0,0,0,0,0,0.713351776555731,0,0,0,0,0,0,0,0,0,0.11386594458288,0.0155684368799208,0,0,0.0228796944059883,0,0,0.0627850031686344,0,0,0,-0.00511743743725999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285926042504187,0,0,0,0,0.000571935657350635,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.414727361032474,0,0,0,0,0,0.0659096762773015,0,0,0,0,0,0.087322065828272,0,0,0,0,0,0,0,0,0,0,0,0,0.0122958098877082,0,0,0,0,0,0,0,0,0,0.00671100545317279,0,-0.000146973956134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370106398566624,0,0,0,0,0,0.0545261189768745,0,0,0,0,0,0.0610160935379941,0.0680756258958936,0,0,0,0,0,0,0,0,0.0311112307270408,0,0,0,0,0,0,0,0.182588094724973,0,0,0,0,0,0,0,0,0,0,0,0.036085512817951,0,0
X000568.SZ,0,0.247022547780747,0,0,0,0,0.397979358722348,0,0,0,0,0,0,0,0,0,0,0.141275319504307,0,0.076788929266235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161628451936431,0,0,0,0.0664343575432625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
