,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000063.SZ,X000596.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X600702.SH,X002180.SZ,X002236.SZ,X600584.SH,X601877.SH,X600522.SH,X300142.SZ,X000157.SZ,X002074.SZ,X600741.SH,X600460.SH,X000977.SZ,X000733.SZ,X300003.SZ,X600183.SH,X000799.SZ,X002463.SZ,X002414.SZ,X600884.SH,X000066.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-1.0842021724855e-19,0,0.208773342466518,0.0457686276539974,0,0.0639580482633956,0,0.0547876028180977,0,0,0,0,0,0.0288803668086685,0.00687324334486611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510432264934542,0,0,0,0,0,0,0,0,0,0,0,-0.0139743427642482,0,0,0,-0.00346973008760426,0,0,0,0,0,-0.0324430420610787,0.0643378852011524,0,0,0,0,0,0
X000858.SZ,0,0,0,-3.46944695195361e-18,0,0,0.523489402752648,0,0,0,0,0,0,0,0.0143537921127911,0,0,0,0,0,0.107416096304957,0,0,0,0,0,0,0,0,0,0,0.0701505117124992,0,0,-0.0192718437449757,0,0,0,0,0,0,0.0165191832432891,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0124040801064088,0,0,0,0,0,0,0
X002415.SZ,0,0.0815948359862822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203583202321895,0.0961195325361133,0,0,0,0.067303160616468,0,0,0,0,-0.0550222471707303,0,0,0.27728532092873,0,0,-0.126571004394731,0,0,0,0,0,0.107156040584422,0,0,0,0,0,0,0,0,0,0,0,-0.00116828010024334,0,0,0,0,0,0
X000568.SZ,0,0.389605451486318,0,0,0,0,0.307837688067742,0.196625715986886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650255071248905,0,0,0,0,0,0.0230653197143621,0,0,0,0,0,0,0,0,0,0,-0.0205993748368447,0,0,0,0,0,0,0
X600809.SH,0,0.000127975159962724,0,0,0,0.0472443609093161,0.106213805833557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342005602734856,0.102617663425339,0,0,0,0,0,0,0,0,0,0,0.245989564268164,0,0,0,4.33680868994202e-19,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600276.SH,0,0.16043143628335,0,0,0,0,0,0,-0.034461736162958,0,0,0,0,0,0,0,0,0,0,0,0,0.0283344646673042,0.0946256180181463,0,0,0,0,0,0.0611197558970646,0.0317780094904228,0,0,0.0237044952039874,0,0,0,0,0,0,0,-0.0342130376957952,0,0.316090411497944,0,0,0.055991447064308,0,0,-3.3881317890172e-21,0,0,-0.0233729218003202,0,0,0,0,0,0,0
X002304.SZ,0,0.378578629007111,0,0.283829530853701,0,0,0,0,-0.0389745971228223,0,0,0,0,0,0,0.242947981930505,0,0,0,-0.0102918533144851,0,0,0,0,0,0,0,2.16840434497101e-19,0.0123824107479678,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0424533998709215,0,0,-0.00398814802944983,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.029199023800105,0,0,0,0,0,0.169117670510515,0.0975486768139734,0,0,-0.0466503219927757,0,0,0.153525626883113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389751158945729,0,0,0,0,0,0,0.0866632001193321,0,0.00562574464182749,0,0.042489473352728,0,0.0523603287407215,0,0,0,0,0,0,8.67361737988404e-19,0.00850011447098332,0,0,0,0,0,0
X002475.SZ,0,0,0.160814179017109,0,0,0,0,0,0,0,0.034708926873708,0,0,0.0249339849834524,0,0,0,0,0.263248180231159,0.00832167281086,0,0,0,0.0891352711997868,0,0,0,0.0131393565056925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165853943873361,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.132864916556307,0,0.00376382519236923,0,0,0,0.184628673140199,0,0,0,0,0,-0.0192898098341405,0,0,0,0,0,0,0.0817009704942537,0,0,0,0,0,0,0,0,0,0,0,0.0494483863897349,0,0,0,0,0,0,0,0.00690558501816322,0,0,0,0,0,0,0,0,0,0,0.0076342518913812,0,0,0,0,0,0,0
