,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X600118.SH,X000100.SZ,X600703.SH,X601877.SH,X000623.SZ,X000581.SZ,X000568.SZ,X000559.SZ,X600271.SH,X002236.SZ,X600066.SH,X000800.SZ,X000550.SZ,X600177.SH,X002475.SZ,X300124.SZ,X002294.SZ,X000050.SZ,X600839.SH,X000869.SZ,X002465.SZ,X002456.SZ,X002129.SZ,X000400.SZ,X300003.SZ,X002007.SZ,X000977.SZ,X002292.SZ,X600252.SH,X600809.SH,X600435.SH,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0.00297269731268599,0,0.186215850070074,0,0,0.0515563488233798,0,0,0,0,0,0,0.288869260641755,0,0,0,0,0,0,0,0,0,0,0,0,0.240241599451832,0,0,0.0838020224903068,0,-0.0811673282190384,0,0,0.0720961310574336,0,0,0,0,0,0,0.0177782926919001,0,0,0,0,0,0,0,0,0.0194207986343054,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.422431556867527,0.0288726903762591,0,0,0.0973569227696542,0,0,0,0,0.0608541974917924,0,0,0.0734831440044838,0,0.160208149948737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508836263599372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182122388780853,0,-0.00771189748481154,0,0,-0.0757441270686316,0,0
X000725.SZ,0,0,0,0.0698890052706572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730025939512737,0.330442357141043,0,0,0.067773164034166,0,0,0,0.145783785715786,0,0,0,0,0.129556731144119,0,0,0,0,0.0155124942974094,0,0.11765052708746,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305895214487986,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.118234254439254,0,0,0,0,0,0,0.0964931785441174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225064588147459,0,0,0,0,0.0249912761084494,0,0.130842869996596,0,0.200189084330961,0,0,0,0,0,0,0,0,0,0,-0.0554471258539162,0.00898774209501569,0,0,0,0,0,0
X002415.SZ,0,0,0,0.158656967512875,0,0.0229961903935731,0,0,0,0,0,0,0,0,0,0,0,0,0.0091943860021745,0,0,0,0,0,0,0,0,0.0419736056089191,0,0,0,0,0,0,0,0.0992797170052976,0,0.399097961190126,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00256000433275306,-0.0228129769967783,-0.0650669898986366,0,0,0,0,0
X000625.SZ,0.393997480594116,0,0,0,0.0233853832768207,0,0,0,0,0.162747344436013,0,0,0,0,0,0,0.0611885650342536,0,0,0,0,0,0.0640227070858001,0,0,0,0,0.00141414059358017,0,0.0493151281629356,0,0,0,0,0,0,0,0,0.125735585175234,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298306386551506,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0306697034600381,0,0,0,0,0.00577570685588319,0,0,0.0546360248524584,0,0,0,0.0185375526711334,0,0,0,0,0.0135123103314666,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0235611921035988,0,0,0,0,0,0,0,0,0,0,0,0.0314558334030001,0,0,0,-0.0301194399806622,0.0218244776937012,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.0172652519541372,0,0,0,0,0,0,0,0,0,0,0.210026842039147,0,0,0,0,0,0,0,0,0,-0.0280839586357998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348936611931786,0,0.0554338980738555,0,0,0.0164965233995153,0,0,0,0,0,0
X600031.SH,0.129229776507119,0,0,0,0,0,0,0,0,0,0.109115025641185,0,0,0.687180645853167,0,0,0,0,0,0.0209922418643072,0,0,0,0,0,0,0,0,0.0127987884820516,0,0.0305010027264101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168048753347805,0,0,0,0,0,0
X000063.SZ,0.122352043045172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114140054119484,0,0,0,0,0,0,0,0,0,0,0.121544341595311,0,0.0315633140601763,0,0,0,0,0,0,0,0,0,0.0783415999241975,0,0.0142981075336634,0,0,0,0,0,0.013446123463252,0,0,0,0,0,0,0
X600690.SH,0,0.285096079722399,0,0.276164951328707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136779409049033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226214763406888,0,0,0,0.00881434233752324,0.0391063073960173,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.20995745275754,0,-0.0486983596444511,0,0,0,0,0,0,0,0,0,0,0,0.0311141188591571,-0.0438243868262154,0,0,0.0306786800065036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347106643975425,0,0,0.204351898258437,0,0,0,0,0,0,0,-0.00254394736699127,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0585318367507046,0,0,0,0,0,0,0.0328271971459121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101557764571964,0,0,0,-0.0153416735254138,0,0,0,0,0,0,0,0,0,0,0,0,-0.107035774718825,0,0.181197516491327,0,0,0,-0.0104807693375475,0,0,-0.0319604846262181,0,0,0,0,0,0,0
