,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X000596.SZ,X300003.SZ,X000100.SZ,X600183.SH,X002236.SZ,X601877.SH,X300124.SZ,X300014.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X000066.SZ,X002371.SZ,X002179.SZ,X000625.SZ,X000977.SZ,X002463.SZ,X002008.SZ,X600271.SH,X300136.SZ,X002456.SZ,X600584.SH,X600177.SH,X002506.SZ,X600066.SH,X000050.SZ,X002180.SZ,X600498.SH,X002508.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200940745274349,0,0,0,0,0.0638662838465654,0,0,0,0,0,0.330056523214761,0,0,0,0.101180270887629,0,0,0,0.0163162777394282,0.0240936351611482,0,0,0,0,0,-0.0618610762063909,0,0,0,0,0,0,0,0,0,0,0,0,0.00875485533126343,0,0,0,0,0,0,0,0,0,0,0,0.00218725658648197,0,0,0,0,0,0
X000858.SZ,0,0,0.00388024620425342,0,0,0,0.137118905890498,0,0.00598014324332659,0,0.00904558730951607,0,0.508258058830712,0,0,0,0.0438130973761669,0,0.0237745778758357,0,0.0436101024470338,0,0,0,0,0,0,0,0,0,0,0,0.00783626967252785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128173901102298,0,0,0,0,-0.0212018361431229,0,0
X600276.SH,0,0.100015364207362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494597259904802,0.331026108801905,0,0,0.0440804904614275,0.00126221480504026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193949742343687,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205553697767855,0,0,0,0,-0.111914780984192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194155164396072,0,0,-0.0740517502154583,0,0,0,0.0253281153091398,0.0114778400264591,0,0,-0.064169228128251,0,0,0,0,0,0,0,-0.023816355554361,0,0,0,0,0,0
X002415.SZ,0,0.0854804952041261,0,0,0,0,0,0,0,0,0,0,0,0.0331232633731188,0,0,0,0.0643772473110527,0,-0.034662950435401,0,0.0700382104844085,0,0,0.570670256486749,0,0.0484183712078496,0,0,0,0,0.029133068782269,0.026905526554461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246004190099621,-0.0617733336038778,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0106727902595965,0,0,0,0,0,0,0,0,0,0,0.187762902234277,0,0,0.0270996016901256,-0.0359897691313069,0,0,0,0,0,0,0,0,0,0,0,-0.0212810334418467,-0.0131289603227095,0,0,0,0.0874719903870336,0,0,0,0,0.059327972726175,0,0,0,0,-0.0284643633790271,0,0,0,0,0.0155637368633685,0,0,0,0,0,0,0
X002475.SZ,0,0.230838386675622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137192350015846,0,0,0,0,0,0,0,0,0,0,0,0.0779313191097842,0,0,0,-0.0813657372951159,0,0.279650315381908,0,0.0651887561641894,0.0785867662179264,0,0,0,0,0,0,0,0,0,0,0,0.00113125530418535,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0952399223352171,0,0,0,0,0.106209056875735,0.0412932106247707,0,0,0,0.148991419203868,0,0,0,0.135204979814368,-0.0610900325025629,0,0,0,-0.04370557657551,0,0,0,-0.0204783364797243,-0.118969127100875,0,0,0,0,0,0,0.0439956303497722,0,0,0,0,0,0.107604343754683,0,0,0,0,0,0.0699753631713009,0,0,0,0,0,0,0
X002304.SZ,0,0.0978284063831548,0,0,0,0,0,0.0820424131937878,0,0,0.0294350972072778,0,0,0,0,0,0,0.0756098350205914,0.0157717293784153,0,0.204801959777205,0,0,0.0213751838003241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469120255734559,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494320649605688,0,0,0,0,0,0,0,0,0,0,0,0,0.0418387321726925,0,0,0,0,0.0171986392391765,0,0,0.0246045965608654,0,0.0858385629708696,0,0,0,0.125096088383561,0,0,0,0.0700945142604858,0,0,0,0,0,0,0,0,0
