,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X600276.SH,X600372.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X002475.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X601877.SH,X600066.SH,X000568.SZ,X000550.SZ,X002129.SZ,X600271.SH,X002456.SZ,X002294.SZ,X600435.SH,X002292.SZ,X300003.SZ,X000400.SZ,X300124.SZ,X000869.SZ,X002038.SZ,X000800.SZ,X600839.SH,X000977.SZ,X002049.SZ,X600566.SH,X002008.SZ,X000623.SZ,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0584069884742998,0,0.201730033463009,0,0,0.0538190077545297,0,0.140814676310964,0,0,0,0,0,0.181069616973471,0,0,0,0,0,-0.00182848900000804,0,0.0417532968027413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323157233258954,0,0,0,0,0,0.029657378826559,0,0,0,0,0,0
X600519.SH,0.134716116251686,0,0,0,0.120032713334479,0.241380622819003,0,0.14564224889405,0,0,0,0,0,0,0,0,0,0,0,-0.0480555099942253,0,0,0,0.00489632958826432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505413238787769,0,0,0,-0.00679677959952701,0,0,0,0,0,0,0,0,-0.00860970658961671,0.00428786741493182,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111322764221581,0,0,-4.33680868994202e-19,0,0,0,0,0.0259002274836315,0,0,0,0,2.16840434497101e-19,0,0,0,0.0934422604360803,0,0,0,0,0,0,0,0,0,0,0,0,0.0220593057744745,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.166733595320413,0,0,0,0,0,0.228466685994942,0,0,0,0,0,0.0566060083320833,0,-0.0137458261702751,0,0.0229838456744025,0,0,0,-0.0363607961750929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718827777982597,0,0,0,0,0,0,0,0,0,0,0,-0.00139032413746844,0.00779399285079287,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0738702184952525,0,0,0,0,0,0,0,0,0,0.377151248781276,0,0,0,0.0283961984977511,0,0.0348765854848597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056174338389198,0,0,0,0,0,0,-0.024237652090974,0.051736187960017,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0161513929460404,0,0,0,0.32334600411056,0,0,0,0,0,0,0,0,0,0.147593175278872,0,0,0,0.0152980054388922,0,-0.106952228621565,0,0,0,0,0.139896384083901,0,0,0,0,0,0,0.102972378201641,0,0,0,0.114824636599993,0,0,0,0,0,-0.0389861858319246,0,0,0,0,0,-0.00402093099726594,0,0,0,0,0,0,0
X000625.SZ,0.15120534867611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173250162556633,0,0,0,0,0,0,0.0886062598575255,0.00619210049664696,0,0,0,0,0,0,0.0436943266189149,0,0,0,0,0.120400276488881,0,0,0,0.107881587043591,0,0.0437684756439087,0,0,0,0,0,0,0,-0.00194053396767161,0,0,0,0,0,0,0
X000858.SZ,0.00288854144820384,0,0,0,0,0,0,0,0,0.0153350044036472,0,0,0,0,0,0,0,0.120575202131707,0,0,-0.112117550121957,0,0,-0.0424142985747122,0,0,0,0,0.166899879851229,0,0,0,0,0,0,0,0.0582786171131255,0,0,0.32738786157745,0,0,0,0,0,0.0372287185141824,0,0,0,0,0,0.0059827057523284,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361607558182067,0,0,0.026770221373467,0.0142910599120718,0,0,0,0,0.112087405174462,0.0264739850658844,0,0,0,0,0,0.0288653951202767,0,0,0,0,0,0,0,0,0,-0.0937024209735706,0,0,0,0,0,0,0.0826256024150592,0,0.0188821060769095,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143360426084274,0.027037092493409,0,0,0,0,0.0657501950777535,0.24160418414259,0,0,0,0,0,0,0.0480603942726598,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.0390074891597246,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0285853201176712,0,0,0.0301816048015508,0,0,0,0,0,0,0,0,0,0.0382597811931284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158415679843051,0,0,0.0853530702541494,0,0,0,0.0259368360124896,0.0911594591357729,0,0,0,0,0.0627918616006923,0,0.00980051669834717,0,0,0,0,0,0,0
X600690.SH,0.288762401524623,0,0,0.131617313967587,0,0,0,0,0,0.064409027633387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116888252951644,0,0,0,0,0,0,0,0,0,0,0,0,0.0971495083653814,0,0,-0.0322811652068718,0,0,0,0,0,0,0.0409364016760141,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0688567055234463,0,0.0805236461663479,0,0,0,0.018421550032322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12680741514482,0,0,0,0,0,0,0.102729176442783,0,0,0.00114643665627765,0,0,0.0143448012374663,0,0,0,0,0,0,0.0204571966380475,-0.00797469753213517,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518558105298457,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0519892263570504,0,0.122293920990892,0,0,0,0.00182926204198198,0,0,0,0,0.113280243718198,0,0,0.181697677987097,0,0,0,0,-0.036023921685615,0.0294323584249532,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176135304988891,0,0,0,0,0,0,0.111568193194624,0.0473883058261055,0,0.101956736514756,0.0986810390892592,0,0,0,0,0,0,0,0,0,0,0.0951621317775867,0,0,0,0,0,0,0.05032019060216,0,0.0304853368331325,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X000157.SZ,-1.73472347597681e-18,0,0,0,0,0.0883581855498619,0,0,0,0,0,0,0.375343843611549,0,0,0,0,0.0346799370775222,0,0,0,0,0,0,0,0,0,0.000928190893588537,0,0,0,0,0,0,0,0,0,0,0.0252058180412663,0,0,0,0,0,0,0,0,0,0,0,0,0.00589713540480786,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.185513867384266,0,0,0.0741933114588971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460476472126283,0.103942807112598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146748485967866,0,0,0,0,0,0,0.00823629595109132,-0.0309620778357723,0,0,0,0,0,0
