,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X300014.SZ,X002241.SZ,X002371.SZ,X600809.SH,X600183.SH,X000977.SZ,X002236.SZ,X300003.SZ,X000596.SZ,X601877.SH,X002007.SZ,X300124.SZ,X000625.SZ,X600584.SH,X002456.SZ,X000157.SZ,X002129.SZ,X002180.SZ,X300142.SZ,X600118.SH,X000066.SZ,X600271.SH,X002008.SZ,X300136.SZ,X002179.SZ,X002463.SZ,X002414.SZ,X002049.SZ,X600699.SH,X002156.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183879504455627,0,0,0,0,0,0,0,0.00744549839235462,0,0,0,0.106661792622004,0,0,0,0,0,0,0,0,0,0,0.281638213225635,0,0,0,0,0,0,0,-0.0288220236365868,0,0,-0.071856644328505,0,0,1.0842021724855e-19,-0.0169829162476698,0,0,0,-0.0156377496683051,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0792483395337604,0,0,0.44378428779281,0,0,0,0,0.0118487467552765,0,0,0,0,0,0,0,0,0,0,0,0.0332315381251841,0,0,0,0,0,0.0384824384150148,0,0.123080987330354,0,0,0.00389724483259481,0,0,0,0,0.0308368514283021,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0250241874596401,0,0,0,0,0,0.127979984890371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293526562651487,0,0,0,0,0,0.0910367454312649,0,0,0.100034873050292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163618530374869,0,0,0,0,-0.00175287844684083,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.202285347223857,3.46944695195361e-18,0,0.094939564320816,0,0,0.0264775826936151,0,0,0.0579003957068536,0,0,0,0,0,0.0671988995356437,0,0,0,0,0,0.0499657024065675,0,0,0,0.00776116167100947,0.0304487607564468,0,0,0,0,0.0241169237946145,0,0,0,0,8.67361737988404e-19,0.0159693003731927,0,0,0,0,0,0,0,0,0.00890432742755201,0,0
X002415.SZ,0,0,0,0,0,0,0.0951177118807255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158648576051564,0.0321765585449561,0,0,0,0.322983028108606,0,0,0,0,0.0411765259947538,0.184746551894688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0126572942801852,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.18202324544063,0,0,0,0.0406863161673705,0,0,0,0,0,0,0,0.144398364900646,0,0,0,0.0362599680001228,0,0,0,0,0.136138784352199,0,0,0.226179700547025,0,0,0,0,0,0,0,0,0,0.0252948319399558,-0.00375756083504035,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0787879190781115,0,0,0,0,0,0,0,0.10745553034261,0,0,0,0.287239105903943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351662990566789,0.0460742805370424,0,0,0,0.160722045665001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281611248318179,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145182119475615,0.0117315738243462,0.0944687753745587,0,0.121114439743444,0,0,0,0,0.0736316208961426,0,0.0820595631224751,0,0,0,0,0.16531245346383,0.0887064860551886,0,0,-0.0206982802416432,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304903267069688,0,0,0.333932100538099,0.020645017409859,0,0.0321786810081972,0,0,0.0463008997988163,0,0,0,0,0,0,0,0,0,0,0,0.0702010373032274,0.122350075394431,0,-1.73472347597681e-18,0,0,0.0187592711756496,0,0,0,0,0,0,0,0,0,-0.00381104107891041,0,0,0,0.0230056375094866,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0933584785342257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154696039748602,0,0,0,0,0,0.0974181391068071,0,0.0167198232977415,0,0,0,0.15570177904744,0,0,0.17609340744678,0,0.0618588346965717,0,0,0,0,0.101104324255674,0,0,0,0,0,0,-0.0148679515863708,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918539561518713,0.0977066686590065,0,0,0,0.0237633213287141,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0630896877260482,0,0,0,0,0,0,0,0.0999141293374307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513193272753207,0,0
X600031.SH,0,0.0114416237426071,0,0,0,0,0,0,0,0,0.169550113778093,0,0,0.0390804340130844,0,0,0,0,0,0,0.134567269165159,0,0,0,0,0,0,0.0969189601905096,0,0,0,0,0,0,0.389028395972021,0,0,0,0,0.0271076435278629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.137343332387953,0,0,0,0,0,0,0,0.085777403703667,0,0.0414776308962983,0,0,0,0,0,0.107802401206848,0,0,0,0.0545696605718552,0,0.00840390176831762,0,0,0,0.0147606229792944,0.0386762031916274,0,0,0,0.00113556604749827,0,0,0,0,0.16994215185068,0,0,0,0,-0.00728758154672018,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0801270951632592,0,0.0173152911386304,0,0,-3.46944695195361e-18,0,0,0.332991828882295,0,0,0,0.0723969370661344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143369919382547,0,0,0.0644409081702815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339512618117379,0,0
X000568.SZ,0,0.548454468295256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437766876665229,0.175791356851517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578576392756303,0,0,0.0524115538022649,0,0,0,0,0,0,0.00411847449258428,0,-0.0407401728946011,0.0406303718481598,0.130710244019181,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084633274481162,0.196597893056569,0.105444411072759,0,0,0,0,0,0,0,0,0,0,0.0811200694148033,0.0634039526311124,0,0,0.0270343267755683,0,0,0.0464415168005438,0,0,0,0,0,0,0,0,0.0714288906883888,0,0,0.0113677589904901,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0.0938635674210283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142730957847282,0,0,0,0,0.16603065057617,0,0,0,0,0,0.120928358121674,0,0,0,0.127705076753466,0.0416997294267059,0,0,0,0,0,0,0,0.025816978411357,0.0654942416477443,0.00817093157772422,0,0,0,0.0112242628609075,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.280767763247621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158354077964891,0,-0.0380004755860116,0,-0.02489130678381,0,0,0,0,0,-0.0299571844407368,0,0.171865522226676,0,0,0,0,0,0,-0.00832993603992865,0,0,0.0546102770816476,0,0,0,-0.008927956263534,-0.0589776381871937,0,0,0,0,0.045120544627204,0,0,0,0,0.053558220754153,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.389095081280553,0,0,0,0,0,0,0,0,0,0,-0.0521854494757743,0,0,0,-0.0852302741806962,0,0,0,0,0,0,0,0,-0.0102736718662591,0,0,0.0307764644128566,0,0,0.0988772201057441,0,0.104435287695542,0,0,0,0,0.0605536861496766,0,0,0.0966558660093789,0.370548355612476,0,-0.00020964818745523,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.389946938699145,0,0,0,0,0,0.256806497493417,0,0,0.0772937209937954,-0.26531469549584,0,0.369790777307776,0,0.0282961541118834,0,0,0,0,0,0.0569293688574751,0,0,0,0,0,0,0,0,0,0.0123028762624196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102046386746592,-0.0906888934459623,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.632219737558873,0,0,0,0,0,0,0,0,0.0092532253798437,0,0,0,4.33680868994202e-19,0,0,0,0,0.13098810354152,0,0,0,0,0,0,0,0,0,0,0,0.100086383562344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105328283093568,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227964676968143,0,0.150276564533599,0.0279584193928707,0,0,0.097563337243647,0,0,0.211246925060697,0,0,0.0612387670189257,0.0973223054861419,0,0,0,0,-0.0314482392511063,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0437717070997888,0,0,0,0,0,0,0,0,0.506330087407857,0,0.0477165711333829,0,0,0,0,0,0,0.0201655287745405,0,0,0,0.121510446281002,0,0.0081786713961042,0,0,0,0.0765887140678459,0,0,0.0508969313434297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344856277486243,0.0066000747940866,0,0,0,0,-0.00965382309375704,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190249021588166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146981990574554,0.0454436705932207,0,0,0,0,0,0,0,0.515308453104874,0,0,0.0254011574455333,0,0,0,0.0215782694521088,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0.145833918595976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158062599067979,0,0.0707663764253258,0,0,0,0,0,0,0,0,0.0700139538096055,0.0921279547295576,0,0,0.14945291275261,0,0,0,0,0,0,0,0.060511137793021,0.174941702144923,0,0,0,0,0,0,0.0342002188619864,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0.10643077588004,0,0,0,0,0,0,0,0,0,0,0,0,0.0584201698845937,0,0.0387508258117252,0,0.0236494710847784,0,0,0,0,0,0,0,0,0,0,0,0.189853619864756,0.0800472140336727,0,0,0,0,0,0,0,0.0810480522699035,0,0,0,0,0,0,0,0,0,0,0,0.00704031406589909,0,0
X300003.SZ,0,0.0554315820404938,0.233467341113003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671024297857692,0,0.091682247269342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202951110044967,0,0,0,0,-0.0413786100752781,0,0,0.00192544283488473,0,0,0,0,0.0248408459367539,0,0,0,0.00363230126850412,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0.317949788818675,0,0,0.0406070318693301,0,0.0825559859688583,0,0,0.0931433859014785,0,-0.0409417361790615,0.283411879247111,0,-0.0128927903273953,0,0,0,0,0,0,0.0176706894332975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0942528400426518,0,0,0,0,0,0.0233689580514871,-0.0235489888239802,0,0,0,0.0397910245934176,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0.111353012140347,0,0,0,0,0,0,0,0,0,0,0,0,0.0451906022683743,5.23735222540795e-05,0,0.0342342826163987,0,0,0,0.03958249273055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432504576920644,0,0,0.0307865972554018,0.0315552849507084,0.0793231763882549,0,0,0.0195063523022468,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153862043975083,0,-0.0134666649384734,0.0855513602744163,0,0,0,-0.023245764982632,0,0,0,0,0,0,0,-0.0155043871613217,0,0,0,0,0.429049105626174,0,0,0,0,0,0,0,0,0,-0.0871786356637671,-0.0162356999024144,0,0,0,-0.0854737761538351,0,0,0,-0.114919915280117,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0206137936298089,0,0,0.0925834172967479,0,0,0,0,0,0.069062082993871,0,0,0.0456541975663987,0,0,0,0,0,0.11539409426578,0,0.0262294872530752,0.081828173376644,0,0,0.0797354006486968,0,0,0,0.065151459460719,0,0.0264290170547624,0.0295239711664061,0,0,0,0,0,0,0,0,0.0943706917204979,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0512426035807337,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0137821127306796,0,0,0,0,0,0,0,0,0,0,0,0.00329382227706159,0,-0.116131832387103,0,0,0,0,0,0,0,0,0,0,0,0,0.12117786109242,0.191264953111283,0.0200272575813533,0.0332202492939758,0,0,0,0,0,0,0.246761881274623,0,0,0.183615697883246,0,0,0,0.0344939113415088,0,0,0,0,0.120920777626948,0,0
X600584.SH,0,0,0,0,0,-0.257522337827041,0,0,0,0,0,0,-0.0529981492561362,0,0,0.283746798839856,0,0,0,0,0.0460845713995248,0.149405205276543,0,0.144478711410167,0,0,0,0.0987549656193322,0,0,0,-0.0364898122937494,0,0.149681107358713,0,0,0.0922224078717331,0,0,0,0,0,0,0,0,-0.112722726958045,0,-0.00381784353531785,0.194682682176678,0,0,0,0.0239395964253757,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14230316629927,0,0.116380786520104,0,0,0,0,0,0,0,0,0,0,0.0983244794636977,0,0,0.00676908019307862,0,0,0,0.162580277483671,0,0.107502863518507,0,0,0,0,-3.46944695195361e-18,0,0.00591738676006172,0.0960527995890294,0,0,-0.0282872307594817,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.265021940449769,0,0.186371908575901,0,0,0,0,0,0.0237484319780487,0,0.00370253816934137,0,0,0,0.0792479900187739,0,0,0,0,0,0.116024190691753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264394888233077,0,0,0,0,0,0,0,0,0.000491772003387106,0,0
X002129.SZ,0,0,0,0,0,0,0,0.135037320626955,0,0,0,0,0,0,0,0.100119874635016,0,0,0.245000181521752,0,0,0,0,0,0,0,0,0,0,0,0,0.0790106247830443,0,0,0,0,0,0,0,0,0,0,0,0,0.134983872717993,0,0.00610872036584971,0.0431933055343258,0.0404880601365128,0,0,-4.33680868994202e-19,-0.00305959419247927,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0.0577245246564544,0,0,0,0,0,0,0.0706066929178864,0,0,0,0,0,0.0272235683137429,0,0.0894564150517034,0,0.159116889058205,0.0750705897954839,4.33680868994202e-19,0,0,0,0,0,0,0.0999652949635809,0,0,0.0651156173018206,0,0.12092074886798,0,0,0,0,0,0,0.0473368002085712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300142.SZ,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0698229827690859,0,0,0,0,0.136199412771144,0,0.184668304619971,0,0,0,0,0,0,0,0,0,0,0,0,0.014353342863578,0,0,0,0.0981758662601514,0,0,0,0,0,0.127941054775792,0,0,0.0458061528693979,0,0,0,0,0,0,0,0,-0.0176811150281993,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0.0185668135061739,0,0,0,0,0,0,0,0,0,0.173141871404764,0,0,0,0,0,0,0.0594019400687179,0,0,0,0,0.120214168173399,0,0,0,0,0.0720431152411888,-0.0293663771180338,0,0,0,0,0,0,0,0,0,0,0.0678358523212504,0,0,0,-0.00390751817385189,-0.0347822515675891,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112323572399465,0,0,0,0,0,0,0,0.0585489193865202,0,0,0,0.0658676937797478,0,0,0,0,0,0,0.258127442345196,0,0,0,0,0,0,0,0,0,0,0.0410957515878725,0,0,0,0,0.235792861413839,0,0.0251114652581558,0,0,0,0,0.0542993430045273,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348684893848936,0,0,0,0,0,0.00156310318033901,0,0.0135051052150271,0,0,0.0292587580954726,0.0115802344605285,0,0,0,0,0,0,0,0.0280316696868118,0,0.0748443148444875,0.018808585172702,0,0,0.13024870263421,0,0,0,0,0,0,0,0.0567981937025966,0,0,0,0,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.0193735226500568,0,0,0,0,0,0,0.0278523555087972,0,0,0,0,0,0.100413574155578,0.329234520759477,0.059044451313771,0,0,0,0,0,0,0,0,0,0.174257103142484,0,0.0306148300225004,0,0,0,0,0,0,0,0,0.0720810556427726,0,0,0.0329904900851895,0,0,0,0,0,-0.0164364059516844,0,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0.260940195830568,0.26076513965351,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0331698096227578,0,0.112280551872047,0.0279063824956673,0,0,0,0,0,0,0,0,0.0582125788863583,0,0,0.0597450668034118,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00701561176281717,0,0,0.0214500647474673,0,0,0.00250715344943225,0,0,0,0,0.0164024412633711,0,0
X002179.SZ,0,0,0,0,0.0426308667249876,0,0.0436563271365587,0,0,0,0,0,0,0,0,0,0,0,0,0.0381195799620522,0.0159632005389367,0.0351540674925533,0,0,0,0.261349108734032,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,2.09956626823012e-05,0,0,0,-0.00735215594643124,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381411274030578,0,0,0,0.14874871810271,0,0,0,0.0524792620499194,0.231353840279742,0,0,0.00467547874250372,0,0,0,0,0,0,0.0250826602288356,0,0,-0.00643981638173028,0,0,0,0,0.176898592063996,0.0104085934334137,0,0,0,0,0,0,0
X002414.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913143522390357,0,0,0.124026015453818,0,0,0,0,0.361000345092402,0,0,0.116650385742022,0,0,-0.0249449637399332,0,0,0,0.152025377638329,-0.132766333043987,0,-0.0909068848646943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063026395734326,0,0,0,-0.00587046808479799,0,0,0,0.0507417042576753,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173987451749925,0,0,0,0,0.0728142890098527,0,0,0,0,0,0,0,0.0193247972572471,0.0714270442773516,0,0.0397400513789802,0.205963009714797,0,0,0.0729209070033981,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155772037960594,0,0,0,1.73472347597681e-18,0,0
X600699.SH,0,0,0,0,0,0,0,0.0122163475530801,0,0,0,0,0,0,0,0,0,0,0,0.039458421435147,0,0,0,0,0,0,0,0,0,0,0,0.0313734591233019,0,0,0,0.267381882490395,0,0,0,0,0.260178100992484,0,0,0,0,0,0,0,0,0,0,0,-0.000323438213818479,0,0,0,0.0615733611210262,0,0
X002156.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624558558010205,0,0,0,0,0,0.183955109105099,0,0,0.0381645242104206,0,0,0,0,0,0,0,0.147475631699625,0.261189166628759,0,0,0.0571946965714467,0,0,0,0,0,0.0375648264047552,0,0,0.040732706903355,0,0,0,0,0,0,0,0,0,0,0,0,0
