,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X300124.SZ,X601877.SH,X002456.SZ,X000625.SZ,X600271.SH,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X600867.SH,X002294.SZ,X000981.SZ,X600566.SH,X600522.SH,X002179.SZ,X300136.SZ,X002508.SZ,X300142.SZ,X000157.SZ,X600089.SH,X600498.SH,X000050.SZ,X002049.SZ,X000977.SZ,X600177.SH,X600707.SH,X600584.SH,X000596.SZ,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.393579549712995,0.084563531017847,0,0.134510757006121,0,0,0.04639537808375,0,0,0,0,0,0,0,0,0,0.118773695891449,0,0,0.00120711541729799,0,0,0,0,0,0,0,0,0,0,0,-0.0285932597787905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189627820120703,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.201969847362967,0.0354334696322722,0,0,0.261839139258885,0,0,0,0,0,0,0,-0.0472679874659648,0,0,0,0,0,0,0,0,-0.103491719585969,0,0,0,-0.0524046308375715,0,0,0.020892033146741,0,0,0,0,0,0,0,0.0782098992376609,0.0117609142364243,-0.194626225482296,0,0,0,-0.0236966507422674,0,0,0.198713880400853,0,0,0,0
X002415.SZ,0,0,0,0,0.14375845708479,0.0239533450098135,0,0,0,0,0,0,0,0,0.122379667046443,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.320034935225038,0,0,0,0,0,0,0,0,0,0,0.131329369109782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.345401247096258,0,0,0,0,0.24301051886004,0,0,0,0,0,0,0.00700575896508172,0,0.0190744811165612,0.0622736864511055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748256528376944,0.104129765357265,0.103953813676936,0,0,0,0,0,0,0,-0.0453143057889262,0,0,0,0,0,-0.0153270269497807,0,0,0,0,0,0,0
X000858.SZ,0.0836829651795721,0,0,0.120645303365731,0,0,0,0,0,0,0,0.685403625787484,0,0,0.0315927899172183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132607489365011,0,0,0,-0.00151037991570375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00900241991471641,0,0,0,0,0,0,0
X600276.SH,0.075564048502371,0,0,0,0,0,0,0,0,0.168891867037102,0.00990017194142783,0,0,0,0.00853211351419087,0,0,0,0,0,0,0,0,-0.0152772583177086,0.201572224004059,0,0.143824864829264,0,0,0.0395104331614109,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0843418955856785,0,0,0,0,0,0,0,0,-0.00425194502877216,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.410264855953434,0,0,0,0,0,0,0.0441568543532243,0,0.0609884887003225,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388664187974114,0,0,0,0,0,0,0,0,0,0,0,-0.00984626942267178,0,0,0,0,0,0,0
X002304.SZ,0.164317072215101,0,0,0,0.352584245294052,0.12404453632002,0,0,0,0,0,0.00699785954802462,0,0.185053296236061,0,0,0,0,0,0,0,0,0,-0.0243074126844472,0,0,0,0,0,0,-0.0649791614147002,0,0,0,0,0,0.191496485384415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467774515758629,-0.00539226667519907,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279433513896927,0,0,0,0,0,0,0.59249874703283,0,0,0.172652769323239,0,0,0,0,0,0,0,0,0,0,0,0,0.14302121137407,0,0,0,0,0,0,0.112360299359,0,0,0,0.00770700780442965,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.299736888544663,0.349722744311255,0,0,0.108152505540137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239719087144649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00842790601630943,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.183021323859578,0,0.129762365422323,-0.14941417319788,0,0.023298002699212,0,-0.0758074810581064,0,0,0,0,0.217323190874885,0,-0.047401182338311,0,0.0844425764258336,0,0,0,0,0,0,0,0,0.00953828658763555,0,0,0,0,0.10766093546428,3.46944695195361e-18,0,0,0.363979489108168,0,0,0,0,0,-0.0126386748077513,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.624770548590733,0,0,0.00130826090920059,0.0241063342726474,0,0,0,0,0,0,0,0,0,0.0622210953589121,0,0,0,0,0,0,0,0.03119295010749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901262928831369,0,0,0,0,0,0.186231023773386,0,0,0,0.00261890016184211,-1.73472347597681e-18,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126613519654622,0,0,0,0,0,0.1193897189256,0.324207193229764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440481649426996,0,0.043964953629881,0,0,0,0,0.0116054444170858,0.0106579845990042,0,0,0,0,0.0344565105008107,0,0,0,0.000600946323357599,0,0,0,0,0,0
X600741.SH,0,0.667920056147096,0,0,0,0,0,0,0,0,0,0.17544533028507,0,0,0,0,0.0321388406270045,0.0471775034237111,0,0.0727296506296527,0,0,0,-0.150941532798187,0,0,0,0,0,0,0,0,0,0,0,-0.0408152727773065,0,-0.0134500982750284,0,0,0,0,0,0,0,0,0,0,0.0202231216753556,0,0,0.0316857750645997,0,-0.186565484076401,0,0,0,0,0
X002236.SZ,0,0,0.329690614032312,0,0.00525869229902618,0,0,0.018700341369502,0,0,0,0,0,0,0,0,0,0,0.0873991447550493,0,0,0.191878114875466,0,0,0,0,0,0,0,0,0.148773086908574,0,0,0,0,0.076675937506067,0.00839181190536879,0,0,0,0,0,0.0379859927754101,0.164613676469394,0,0,0,0,0.0461784312685797,0,0,0,-0.0443343747410203,0,0,0,0,0,0
X000338.SZ,0,0,0.024322435095669,0,0,0,0.100633701426367,0,0,0,0,0.072775668457126,0,0,0.0968687339180505,0,0.375245985731523,0,0,0,0.00453020471293573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281387540706219,0,0,0,0,0.0164560772811196,0,0,0,0,0,0,0,0.0309870091690693,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0828128126005243,0,0,0.0153274520685909,0,0,0,0.0500220818265919,0,0,0,0.307250791990574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645488588675554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259338888351965,0,0,0,0,0,0,0
X300003.SZ,0,0,0.0775158255252743,0,0,0.242218094743437,0,-0.0259933797748481,0,0,0,0,0,0,0,0.175690364955482,0,0,0,0,0.00981303231108062,0,0,0,3.46944695195361e-18,0,0,0,0,0.281603741744156,0,0,0,0,0,0,0,0.0286722529245054,0,0,0,0,0.10830894031754,0,0,0,0,0,0,0.110262199397779,0,0.0260400548482046,0,0,0,0,0,0,0
X002008.SZ,0,0,0.235802054849939,0,0,0,0,0,0.0323135285009648,0,0,0.180091498157031,0,0,0.0405433458393418,0,0,0,0,0.11200360330918,0.0316277475180049,0,0,0.127025862958741,0.139969525301735,0,0,0,0,0,0.0469998140894134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270575140236796,0,-0.0524706093414148,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903892886836908,0.00476198280297562,0.157206536328917,0,0,0,0,0,0.153533291329551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18344025763727,0,0,0.182335278101617,0,0,0,0,0,-0.017794238335625,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,-0.113360871857736,0,0,0,0,0,0,0,0,0.191407971774578,0,0,0,0,0,0,0,0.18468857180589,0,0,0,0,0,0.089954515119775,0,0.0207946575143706,0,0,0,0,0,0,0,0,0,0.0760344642984914,0,0,0,0.00373508013635888,0,0,0,0,-0.00480542037693274,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0.0337405125835529,0,0,0,0.155705375348837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224131644204239,0.151246255243014,0,0,0.100088616521436,0,0,0.179333010077787,0,0,0,0,0,0,0.0512068744255525,0,0,0,0,0,0,0,0,0,0.00837018735622179,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0893400105360424,0,0,0,0,0,0,0,0,0,0,0,0,0.0289858841421254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196850131708933,0.0222108597021071,0,0,0,0.0678939910367524,0,0,0,0,0,0.0727081714926724,0,0,0,0,0,-0.00738432696944504,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0.120252505065086,0,0.1606604238317,0,0,0,0,0,0,0,0.0131764191414891,0,0.218236139463322,0,0,0,0,0,0,0,0,0.0432657805473272,0,0,0,0,0.0852148629670363,0,0,-0.0261988426674273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391403929455931,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.542177802305684,0,0.20160124983552,0,0,0,0,0,0,0,0.0642793844715589,0,0,0.0465888562231165,0,0,0,0,0,0,0,0.121639409257311,0,0,0,0,0,0,0,0,0,0,0,0.313404788386875,0.0147553553433823,0,0,0,0,0,0,0,0,-0.0128271445841989,0,0,0,0,0,0,0
X600066.SH,0,0,0,0.021946442235782,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0216275171428105,0.164249114579944,0,0,-0.0367309464684525,0,0.0969111896696465,0.0244043132676691,0,0,-0.0391905653514422,0.0161355859570989,0,0,0,0,0,0,0,0,0,0,-0.00694510887441911,0.0546745452386,0,0,0,0,0,0,0.121372594713412,0,0,0,0,0,0,0,-0.00944604478253703,0.00570970001416721,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0521526939497431,0.269731777945981,0,0.141416071782337,0,0,0,0.0636115988184506,0,0,0,0,-0.178423734739953,0.0310431584921863,0,0,0,0,0,0,0.260683952053251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130377385333126,-0.0161918206818936,0,0,0,0,0,0
