,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600118.SH,X600031.SH,X600271.SH,X000559.SZ,X000100.SZ,X600372.SH,X600066.SH,X000157.SZ,X002241.SZ,X002292.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600089.SH,X300124.SZ,X000338.SZ,X002465.SZ,X300003.SZ,X600839.SH,X600177.SH,X000568.SZ,X002129.SZ,X002294.SZ,X000547.SZ,X002506.SZ,X002074.SZ,X600867.SH,X000977.SZ,X000800.SZ,X002008.SZ,X300146.SZ,X002223.SZ,X000869.SZ,X002276.SZ,X600498.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0919380705917276,0,0,0.105881554550371,0.0850281120262432,0.0475426635892418,0.321543087277027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111032714128166,0,0.00812918673843811,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.129025137923645,0.408337832627934,0,0.200765049152563,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0459387177221518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00277547309505868,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0557375033892457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188422673034121,0.11802393951116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125288012258811,0,0,0.0321774883168442,0,0,0.0528670896968615,0.0235824086992383,0,0,0,0,0,0.0210903673908146,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404082797604384,0,0.115117651575802,0.222061593761832,0,0,0,0,0,0,0.0238149352636971,0,0,0,0,0,0,0,0,0,0.113307713772268,0,0,0,0,0,0.0123779217378239,0,0.0402927639860097,0,0.060365027540686,0,0,0,0,0,-0.0246222656500182,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041136155770545,0,0,0,0,0,0,0.10776781898191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552549654351264,0,0,0,0.0374100965950127,0,0,0.107135277083157,0,0,0,0.00894743834644754,0,-0.000951173873925208,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0392984385948186,0,0,0.0793824081680075,0,0.0463874037325022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,5.34719834263666e-05,0,0,0,0,0,0.0519147006577546,0.0913993198629365,0.0958576481563117,0.129033194616214,0,0.0343981668372775,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224121010755126,0,0.0750608204884125,0,0,0,0,0.0317641159694272,0,0,0.339578106271541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151905478901112,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0237479248797091,0,0,0,0,0.303753872912643,0.0992279401783514,0,0,0,0.104128618484118,0,0,0,0,0,0.160369545200701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.122090813947792,0.143128020592764,0,0,0.13672237843648,0,0,0,0,0,0,0.0254314935075595,0,0,0.155066509830534,0,0.175084126478859,0,0,0,0,0,0,0,0,0,0,0,0.0726982961547073,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.128389600257939,0,0,0,0,0.175527220404248,0.0178093868786268,0,0,0,0,0.318854056479148,0,0,0,0.156691520807544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00859985708359714,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0804579573416632,0,0,0,0.181600105004229,0,0,-4.33680868994202e-19,0,0,0,0,0,0.298693327154289,0,0,0,0,0,0,0.0362868886425405,0,0,0,0,0,0,0,0,0,0,0.148793939953704,0,0,0,0,0,0,0,0,-0.0408927366763093,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612397974275923,0,0,0,0,0,0,0,0,0,0,0.177277547610354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542084715993322,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738488311264843,0.0242961956243293,0,0,0,0.446457705470101,0,0,0,0,0,0,0,0,0,0,0.0180390209242194,0,0,0.0838307129542641,0,0.0698398579133887,0.032188566777057,0.00574049602164593,0,0.0747690447419284,0,0,0,0,0,0,0,0,0,-0.0304093045384194,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136627816171854,0,0.0430417651271312,0,0,0.225237728845075,0,0,0,0,0,0,0,0.0743719559404267,0,0,0,0,0,0,0.0542503931022457,1.73472347597681e-18,0,0,0,0,0.0229790756307529,0,0,0,0,0,0.199454119259959,0,-0.00941736631473665,0,0,0,0,0,0,0
