,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000338.SZ,X600031.SH,X000568.SZ,X002475.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X000596.SZ,X000100.SZ,X002007.SZ,X600809.SH,X002179.SZ,X600867.SH,X000625.SZ,X000661.SZ,X002456.SZ,X300142.SZ,X600566.SH,X600066.SH,X300146.SZ,X600498.SH,X000977.SZ,X002294.SZ,X000157.SZ,X600177.SH,X002506.SZ,X600089.SH,X002180.SZ,X002241.SZ,X600372.SH,X000981.SZ,X600522.SH,X600699.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.406731804555026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162571023885463,0,0,0.0125126469943865,0,0,0.00932836382619339,0.0319485436342032,0,0,0.0775144503935547,0,0,0,0,0,0,0,0,0,0.0413862491174368,0,0,0,0,0,0,0.00683762116559274,0,0,0,0,0,0,0,-0.0049713337740304,0.00403376605188451,0,0,0,0,0,0
X600104.SH,0,0,0.248765361902537,0,0,0,0,0,0,0,0.207433119605341,0,-1.73472347597681e-18,0.100773283618153,0.0109676256208813,0,0,0,0,0,0,0,0.0162838241427485,0,0,0,0.0472040392539385,0,0.0459175163906148,0,0,0,0,0,0,0.107024674836414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611577687328353,-0.0194339716989301,0,0,0,0,0,0
X000858.SZ,0.0023973803124691,0.11555154485218,0,0,0,0,0.0447999961234964,0,0,0,0,0,0.275297334862589,0,0,0,0,0,0,0,0,0,0.0483785596757554,0.154533608613747,0,0,0.160418011385015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025589335704,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.303677153516229,0,0,0,0,0,0,0,0,0.0322586487595803,0.0103098727873955,0,0,0,0.186587240665716,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0515176333379394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576016081660288,0.0176546352822558,0,0,0,0,0,0
X002415.SZ,0,0.0843299225950057,0,0,0,0,0.0521950491549685,0,0,0.0605604594283441,-0.122454550499122,0,0,0,0,0,0,0,0,0,0,0.151627705037818,0.406094639860057,0.0986630248297813,0,0,0,0,0,0,0,0,0,0,0,0,0.113528383440363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153879929506732,0.0156632973721927,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0165974971617339,0,0,0,0,0,0,0.0413260509511172,0,0,0.290151815058575,0,0,0,0,0,0.132730991019373,0,0,0.116206971909335,-8.67361737988404e-19,0,0,0,0.131501509391368,0,0,8.67361737988404e-19,0,0.178605788503798,0,0,0.0876911753904963,0,0,0,0,0,0,0,0,0,0.033671099370827,0,0,0.0151540329464159,0.0276695869291549,0,0,0,0,0,0
X002304.SZ,0,0,0.568635325413112,0,0,0,0,0,0,0.104815279583444,0,0,0.289816075855123,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.139145145000864,0,0,0,0,0,0,0,0,0.0101714534298039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00321531582033798,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17741560560649,0,0,0,0.112956576733694,0,0,0,0.244480146357916,0,0,0,0,0,0,0.00891138024302769,0,0,0,0,0.0189164535852193,0,0,0,0,0,0,0,0,0.186760923892547,0,0.345967630970687,0,0,0,-0.0121343752790215,0.000453036068064459,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.227818635292643,0,0,0.131958134564688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866080114771466,0,0,0,0,0,0.121141838272538,0,0.0216788700506682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00155242970116402,-0.00516014627260518,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.285167264886582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215561898722987,0,0,0,0,0,0.00534748792970757,0,0,0,0,0.34875727011679,0,0,0,0,0,0.00150916361950706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405235556885918,0,0,0,0,0,0
