,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X000063.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600741.SH,X600584.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X002074.SZ,X600183.SH,X601799.SH,X600460.SH,X002463.SZ,X600418.SH,X002180.SZ,X300142.SZ,X002028.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0934980375265833,0,0,0.32157306785095,0,0,0,0.0121515814781626,0,0,0,0,0,0,0,0.0341568394584472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317982999861702,0,0,0,0,-1.73472347597681e-18,0,0.0657609830502521,0,0,0,0.0341467030576971,0,0.0919246833723133,0,0,0,-0.00407536982715389,-0.00178299198822205,0,0,0,0,0,0
X000858.SZ,0.340604072433544,0,0,0,0,0.0699180734865657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524005511752954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105548382839356,0,0,0,0,0,0,0,0,0,0,0,0.0212718489420273,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949538372669905,0,0,0,0,0,0,0,0,0,0,0.0362630433981722,0,0,0,0,0.140203221072874,0,0,0,0,0,0,0,0,0,0.0716772983294964,0,0,0,0,0,0,0.00242817054863146,-0.011854251409103,0,0,0,-0.0558285981396569,0,0
X600276.SH,0,0,0,0,0.0402593291637533,0,0.0595894952554977,0,0.03162018474014,0,0,0,0,0,0,0,0.120001863224837,0,0,-0.0529626085033592,0,0,0,0,0,0,0,0,0.000706767677268124,0,0,0,0,0,-0.0147238922545518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310743631078894,0,0,0.00745414487460538,0,0,0,0,0,0,0
X000568.SZ,0.338412770421121,0.00651139746650582,0,0,0,0.312141634112978,0,0,0,0,0.0219712579374337,0,0,0,0,0.202960320308394,0.0803362482973069,0,-0.025227695733303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00269121200996594,-0.00186096705479377,0,0,0,0,0,0
X600809.SH,0.173628950163157,0,0,0,0.352738037000799,0,0,0,0,0,0,0,0,0,0,0.324721228080895,0,0,0,0,0,0,0,0,0,0,0.0894194637207778,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0370455867662585,-0.0800740026777601,0,0,0,0,0,0.01950204536019,0.00230991288120136,0,0,0,0,0.0247760160921187,-0.0398259928147258,0.0028230655354226,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567527653093495,0,0,0,0,0,0.14032461596161,0,0,0.19594293799984,0,0,0,0,-0.0468503505748258,0,0,0,0,0.153764954317408,0,0,0,0.0599679371446088,0.0917753040686891,0,0,0,0.0750134695416375,0,0,-0.0118501797231411,0,0,0,0,0,0,0
X600690.SH,0.168825015193359,0.0476040068879328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102010868349619,0.068745961438542,-0.0289946154373866,0,0,0,0,0,0,0,0,-0.0146544560637558,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178781561338377,0,0,0,0,0,0,0,0.0116846024386047,0,0,0,0,-0.0475863176479495,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.092827398834048,0,0,0,0,0,0.218403349999459,0,0,0,0.15787536804587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00889501941831665,0,0,0.160932037544943,0,0,0,0,0,0.0660912919522716,0.30997874707699,0,0,0,0,0,0,0.0128714843715453,0,0,0,0,0,0,0
X000651.SZ,0.0403037298297565,0,0,0,0,0,0,0.185170351248897,0.0312376573095916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500678977564267,0,0,0,0.0325863023112143,0,0,0,0,0.0423775422865479,0,-3.46944695195361e-18,0,0,0.0103426813360637,-0.0464765038232397,0,0,0,0,0,0
