,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X002241.SZ,X600066.SH,X600031.SH,X002475.SZ,X002456.SZ,X000100.SZ,X002236.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X600867.SH,X000559.SZ,X002007.SZ,X600372.SH,X002180.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X002426.SZ,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X600566.SH,X002465.SZ,X000550.SZ,X000981.SZ,X000050.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.00175925735294232,0,0.140164915653608,0,0,0,0,0,0,0.0595033096924799,0.0471035988592193,0,0,0.0269545311123994,0.050700043171762,0,0,0,0,2.71050543121376e-20,0,0.0461011771396763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170342317139812,0,-0.080123475022629,0,0,0,0,0,0,0.0493642184547606,0,0,0,0,0,0,0
X600104.SH,0,0,0.0568152104695162,0,0,0,0,0,0,0,0,0,0,0,0.0493344408006537,0,0,0,0,0,0.0129388958756268,0,0,-0.0323577822613162,0,0.203196271076328,0.0641430847803303,0,0,0,0,0,0,0,0,0,0,0,0.07011245740723,0,0,0,0,0,0,0,-0.0753832404773058,0.135044671096959,0,-0.00729188542044754,0,0.0324335528743897,0.0395506242182587,0.0663368916340643,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129726948355218,-0.111939063970471,0,0,0,0,0,0,0.0806074768739466,-0.0238296420191129,0,0,0,0,0,0,0,0,0.0337419220848824,0,0,0,0,0,0,0.0333758225360165,0,0,0,0.472652435756285,-0.0343522594887083,0,0,0.0508151679554585,0,0.130810359862497,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00802120059626687,0,0,0,0,0,0.0165841062781566,0,0,0,0,0,0,0.00759716240230056,0,0,0,0,0,0,0,0,0.0468403102877503,0,0.150383330424519,0,0,0,0.049670070579775,0.0868848475842195,0,0,0,0,-0.0466928725917922,0.0857680782913049,0,0,0,0,0,0
X000858.SZ,0,0,0.00328093040679439,0,0,0,0,0,0,0,0,0,0,0.28358076610054,0,0,0,0,0,0,0,0,0.0502989162003855,0,0,0,0,0,0,0,0.0658413070552036,0.100831321762555,0,0,0.0735031592523147,0,0.14321183587154,0,0,0,0,0,0.015278012434053,0,0,0,0,0.00384004416835638,0,0.0680289893885995,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0014783250408221,0,0,0,0,0,0,0,0,0.0449271118575901,0,0,0,0,0.0361316162182369,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0207985948104917,0.0848982866371214,0.0711472766814876,0,0,0,0,0.114418220373987,0,0,0.153504696507753,0,0,0,-0.073697888763585,0,0,-0.0203727617256879,-0.0272724910166714,0,0,0,0,0,0
X002304.SZ,0.0343728647644008,0,0,0,0.029679443437317,0,0,0,0,0,0,0,-0.020898981743876,0.165748906579755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667565834916486,0,0,0,0,0,0,-0.0525057297487538,0.0609046314991102,0,0,0,0,0,0,0.0567042131206928,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00241893719399578,0,0.0391450085475192,0,0,0,0,0.027772096304207,0,0,0,0,0.118307522518621,0,0.0176546253036748,0,0,0,0,0,0,0,0.130882110994914,0,0,0,0,0,0,0,0.158073637080556,0.0032430448460452,0,0,0,-0.0193103154293167,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0115094369424859,0,0,0,0,0,0,0.144657676691161,0,0,0,0.0377739734576457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943638856033812,0,0,0,0,0,0,0.0214570284742626,0.0379434362311282,0.015487001698637,0.117852007745485,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104856730165532,0.0515626437328719,0,0.172850270331282,0,0,0,0,0,0.102249586983275,0.0140391758145241,0,0.043703402497961,0,0,0,0.0357562827579157,0,0,0,0,0,0,0,0.0010997910975036,0.102376997677541,0,0,0,0.0490308305271159,0,0,0,0.025227333751003,0,0,0,0.0106991473715907,-0.00898766664757929,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608655877283254,0,0.0492152666888139,0,0,0,0.00143946541376581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612876542079365,0,0,0.0114906843972969,0.158716620643629,0,0,0,0,0,0,0,0,0,0.0255008872143139,0,0,0,0,0,0
X600741.SH,0,0.0341043654959793,0,0,0,0,0,0,0.135004273131152,0,0,0,0.0909862843514441,0,0.0113144483332203,0,0,0.0327037520631706,0,0,-0.0290891347667812,0,0,0,0,0.149015186887591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102363579703056,0,0,0,0,0.0506947104874594,0,0,0.0624590256418835,0,-0.0280805070172444,0,0,0.00431353428409274,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0593045540380368,0,0,0,0,0,0,0,0.145929738447745,0,0,0,0,0,0,-0.0540012424087,0,0,0,0,0,0.00793964803354893,0.0668127834014791,0,0,0,0,0,0.0127659658789551,0.0437337330023134,0.085717052412303,0,0,0,0,0,0.0225467922047636,0,0,-0.0464880393124389,0,0,0,-0.0261766370699462,0.0663682532021161,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.230004876591839,0,0.0987824251980697,0,0,0,0,0,0,0,0.0981670488538381,0,0,0,0.00765140887372538,0,0,0,0,0.0393547399122408,0,0,0,0,0,0.0904200870333901,0.172735997618076,0,0,0,0.0241334614030178,0,0,0,0,0,0,0,0,0,0.0502500344845784,0,0,0,0,-0.0250350649772806,0,0,-0.0414012817014951,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.0641884348588699,0,0,0,0,0,0,0.0391680210975349,0.0436889263808215,0,0,0,0,0,0,0,0,0,0,0.369022677073334,0,0,0,0,0,0,0,0,0.287103343165812,0,0,0,0,0,0,0,0.0455608169292248,0.0229803079484196,0,0,0,0,0.0501791773961237,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179755481537002,0,0,0,0,0,0,0,0,0.0316653183448929,0,0,0,0,0,0,0,0,0,0.0326963809922514,0.152671493522008,0,0,0,0,0,0,0,0.0454468448362027,0.0696450425844586,0,-0.0178954307431137,0,0,0,0,0,0,0,0.00440853944312973,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.225644147614003,0,0,0,0,0,0,0.0843407477139706,0,0,0,0,0,0,0,0.0592980971833899,0,0,0,0.120561427892054,0,0,0,0,0,0,0,0.0946631188262695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678919907501534,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185226454233513,0,0,0,0.184501469185387,0,-0.0512520872669825,0,-0.0494451893246759,0,0.105752731803801,0,0,0,0,0,0,0,0.0257933210749149,0,0,0,0,0,0.00642711438879125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120902327175334,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610363792574338,0.210266738186785,0,0,0.306189161889557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476831062174873,0,0,0,0,0,0.152765054698789,0,0,0,0,0,0.0561135239191553,0,0,-0.0982932971811543,0,0,0,-0.143047739244393,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474794051158079,0.00116334031107742,0,0.0489055587858284,0,0,0,0,0,0,0,0,0.0837043549879682,0,0,0,0.197767679587893,0,0.0305050565301212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273015888001773,0,0,-0.0323710339295186,-0.0700966903099018,0,0,0,0,0,0
X600271.SH,0,0.0814445608658944,0,-0.00835322002155893,0,0,0,0,0,0,0,0,0,-0.0138482550874912,0,0,0.00558962205966908,0,0,0,0,0,0,0,0,0.0807049600977399,0,0,0,0.194644556712754,-0.0199395370195753,0.0892989310303205,0,0,0,0,0,0,0,0,0,0.0348733771594287,0,0,0,0,0,-0.0474473572990653,0.0941139061524177,0,0,0.0246246097535729,0,0,0,0,0,0,0
X000338.SZ,0,-0.0650606744239195,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0714341859863899,0,0,0,-0.0283494203724997,0,0,-0.0246914910695446,0,0,0,0,0,0,0,0,0,0,0,0,0.165005068234288,0.0265009378047011,0,0,-0.098259367737736,0,0,0,0.183907152546907,0.0607244289198169,0,3.46944695195361e-18,0.0400490539798104,0,-0.0229917600432992,0,0.302189684194419,0,0,0,0,0.0140398228725526,0,0,0,0,0,0,0
X002085.SZ,0,0,-0.0150590416204042,0,0,0,0,0,0,0,0,0,0,0.137612574501228,0.0587797475547189,0,0,0,0,0,0,0,0,0,0,0,0,0.130416028506804,0,0.0312389098419236,0,0,0,0,0,0,0,0,0,0.154057201292842,0,-0.0309593887958953,0,0,0,0,0,0,0,0.0549551401589822,0.0604424695541633,0,-0.012849226809069,0,0,0,0,0,0
