,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X002475.SZ,X000568.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X601877.SH,X600703.SH,X002007.SZ,X000100.SZ,X002241.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X600271.SH,X002179.SZ,X000625.SZ,X300124.SZ,X600867.SH,X600498.SH,X002463.SZ,X002129.SZ,X002008.SZ,X300014.SZ,X000977.SZ,X300136.SZ,X600177.SH,X300146.SZ,X002506.SZ,X002049.SZ,X000050.SZ,X600066.SH,X000066.SZ,X600487.SH,X002371.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.245850165983616,0,0,0.00175041013663242,0,0,0,0,0.11496968438362,0,0,0,0,0,0.0263370640840971,0,0,0,0.0799984460232137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353191735139508,0,0,-0.0100262559854954,0,0,0,0,0,0,0
X000858.SZ,0.0597645846646147,0,0,0,0,0,0.0243911896347907,0,0.165471404047696,0.339303028345393,0,0,0,0,0,0.0610065720786516,0.0764795236896598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784296022285224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920851935237788,0,0,-0.00856998696397933,0,0,0,0,0,0,0
X000651.SZ,0,0.00945401271569045,0,0,0,0,0,0,0.111599093125883,0,0.0196847184221082,0,0,0,0.0497110113548978,0.101181936252469,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.1019563400902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671159291439061,0.010358669274218,0,0,0,0,0,-0.0100384243104342,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0334469004248618,0,0,0,0,0,0,0,0.23344222830315,0.0543383058588311,0,0,0,0,0,0,0,0.212362047402725,0,0,0,0,0,0.171062049439188,0,-0.0177297116719031,0,0,0,0,0,0,0,0,0.0934453534452891,0,0,0,0,0,0,0,-0.00964535234438803,-0.010185438910931,0,0,0,0,0,0
X002415.SZ,0,0.123014468511063,0,0,0,0,0,0,0.176731582927768,0,0,0,0,0,0,0,0,0.0593772072218849,0,0.21256435794624,0,0,0,0,0.202619030165271,0,0,0,0,0,0,0,0,0,0,0.0474692268951024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140836940885533,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271547975045691,0.250152353216039,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0530534399848558,0,0,0.0181809867111755,0,0,0.0560277664515883,0,-0.001523381794318,0,0,0,0,0,0,0,0,0.103283028412057,0,0,0,0.0255250210829713,0,0,0,0,0,-0.0111594584520529,0,0,0,0,0,0,0
X002304.SZ,0,0.0114805435232417,0,0,0,0,0,0.0316774579592953,0,0.194824381639317,0,0,0,0,0.165221410190589,0.260181021836298,0.0319273665212343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060881237065218,0,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.0639591156531622,0,0,0,0,-0.0210970212665539,0.0693871713721713,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0412704441753544,0.00871615677463968,0,0,0,0,0,0,0,0,0,0.0593505233399348,0,0.0867856940659257,0,0.153538693492002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.249437384048563,0,0,0,0,0,0,-0.0201598906684992,0.0401105541877457,0,0,0,0,0,0
X002475.SZ,0,0.288832056284706,0,0,0.175949708743219,0,0,0,0,0,0,0,0,0,0.0816635891836638,0,0,0,0,0.158671872475691,0,0,0,0,0,0,0,0,0,0,0,0,0.027086620890832,0,0,0,0.0555558089434739,0,0,0,0,0,0,0.17504330808032,0,0,0,0,0.0366377080055477,0,0,0.0214374076559686,0,0,0,0,0,0,0
X000568.SZ,0,0.572495010642612,0,0,0,0,0.083597235993631,0,0,0,0,0.0431113227206144,0,0,0,0,0.2424123851974,0,0.0598317269948863,0,0,0,0,0,-0.168180733721761,0,0,0,0,0,0,0,0,0,0,0,0.0108225931042233,0.0542748262113232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689263294299779,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0754615230230424,0,0,0,0.132807296856218,0,0,0,0,0,0,0.156716552771306,0,0,0.123881087117562,0,0,0,0,0,0.0145884244465473,0,0,0,0.150379805672447,0,0,0,0,0,0.108585761213906,0,6.93889390390723e-18,0.0314813323427383,0,0,0,0,0,0,0,0,0.0495070809146286,0,0,0.101422153601541,0,0.0136562192828438,0.00845720276214148,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0288973936032392,0,0,0,0.102626883465728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207507501602819,0,0,0,0,0,0,0,0,0.0687294335692076,0,0,0,-0.122106695463082,0,0,0,0.0677664005429529,0,0,0.124587020214411,0,0,0.038402754183448,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.000558917534655802,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,2.16840434497101e-19,0,0,0,0,0,-2.16840434497101e-19,0.0365103331043126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113782399185273,0,0.0425105018093639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037995915353339,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.106664186477589,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0507811143419729,0,0,0.186241927158834,0,0,0.0210638153266459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794373555274108,0,0.0199967860473333,0,0.0554456255189586,0,0,0.00141463012097404,0.0123262540457042,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.258946417002547,0,0,0.259870259672102,0,0,0.038179728600774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160546485383376,0,0,0,0,0,0.0360017963694477,0,0,0.0153368776054411,0,0,-0.136238878100022,0,0,0,0,0.137741404249652,0,0,0,0,0,0,0,0,-0.000482359298033923,0,0,0,0,0,0
X600809.SH,0,0.260034204333238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127317324331811,0,-0.0202470904999151,0,0,0.105073834999976,0.0111675920152639,0,0,0,0,0,0,0,0,0,0.06800941014144,0,0,0,0,0,0,0,0,0.0252786619120166,0,1.0842021724855e-19,0,0,0.0297524461894836,0,0,0.00984221046851354,0,0,0.0029167681522572,0,0,0,0,0,0
