,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600372.SH,X002463.SZ,X600703.SH,X000157.SZ,X600584.SH,X000977.SZ,X002028.SZ,X600741.SH,X600522.SH,X002236.SZ,X600066.SH,X600183.SH,X002049.SZ,X601877.SH,X600418.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600460.SH,X600487.SH,X002129.SZ,X002074.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.306018296402032,0,0,0,0,0,0,0.0941353104117149,0.0570767784948221,0,0,0,0,0,0,0,0,0.0299698072993827,0.111607136990001,0,0,0,0,0,0,-0.0124802840202374,0,0,0,0,0,0,0,0,0,0.0330017843324338,-0.00281649572164424,0,0,0,0,0,-0.0334979834356894,-0.0321314404392471,-0.00636268551908895,-0.116827082788617,0,0,0,0,0,-0.0742785064403705,0,0,0,0.00756456026530411,0,0
X000858.SZ,0.156342375851562,0,0,0,0,0,0,0,0,0.353746886019412,0,0,0,0,0,0,0,0,0,0.0931033487777958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003979135211226,0,0,0,0,0,0,0.0148003488109898,0,0,0.0397601440460547,0.00931974781229507,0,0.0254043206144734,0.0176515530742262,0,0,0,0,0,0,0,0.022768276145626,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011360889010459,0.0984938366895331,0,0.0896452217758362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356910092432392,0,0,0,0,0,0.12743066535378,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0320258942061636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24367836238811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129117403939697,0.0709313796506968,0.0337666601527665,0,0,0,0,0,0,0.0778188011833361,0,0,0,0,0,-0.0384192765897144,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583163947421495,0,0,0.48742518699578,0,0,0,0,0,0.201800199490699,0,0,0,0.0459882411417451,0,0.0479638710724723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451303902495936,0,0
X600690.SH,0,0,0,0,0,0,0,0.048478659407499,0,-0.0193804106564692,0,0,0.130487778165312,0,0,0,0,0,0.232107621784127,0,0,0,3.46944695195361e-18,0,0,-0.106958427225424,0,0,0,0,0,0.0337091936509878,0,0,0,0,0,0,0,0,0.339770525155334,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639457152827027,0,0,-0.0166457010454226,0,0
X003816.SZ,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344014475621068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684462718361767,0,0
X000651.SZ,0,0,0,0,0,0.125742240958751,0,0,0.0334775911057034,0,0,0,0,0,0,0,0,0,0.0267804620775097,0,-0.0563942696223371,0,0,0,0,0,0,0,0.124084187127884,0,-0.0153165213576194,0.011356830479029,0,0,0,0,-0.00975428006980504,0,0.0542998274129094,0,0.149265003719574,0,0,0,0,0,0,0,-0.00714680179294904,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.119543274458963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486119933603996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292670530079745,0,0,0,0.00262971758229993,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.178188774987876,0.257809376955476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276395668493718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010872214326439,0,0,0,0,0.028517600608876,0,0,0,-0.0664258561451203,0,0,0,0,0,-0.0205898550718968,0,-0.00798401525704774,0,0,-0.00313416577212786,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327185093101854,0,0,0,0,0,0.0216364319624078,0,0.117121040744167,0,0.128448256477483,0,0,0,0,0,0,0,-0.0101126183701264,0,0,0,0,0.0855377637369175,0,0,0,-0.0219705415704037,0,0
X600104.SH,0,0,0,0,0,0.0195323861526173,0,0,0,0,0,0,0.050121056466263,0.00503736668670791,0.0689326161776251,0,0,0,0,0,0,0,0.00304397663133445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197636600389792,0,0,0.0576534700847214,0,0,0.0980968409394724,0,0,0,-0.0420792200436973,0,0,0,0,0,0
X000725.SZ,0,0,-0.0708142000684918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644165185375599,0,0,0,0.0266225361088036,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231718770482767,0,0,0,0,0.244696959549266,0,0,0,0.0371549587299154,0,0,0,0.0647781355171723,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,-0.0416801389726864,0,0.0568296990457139,0,0,0,0,0,0,0,0,0,0,0.0537564136000213,0,0,0,0.0400443501138388,0,0,0.143233024884897,0,0,0,0,0,0.0249480080791284,0,0,0.330256770836787,0,0,0,-0.0815320407709051,0,0,0,0,0.124695582126669,0.0870836141522937,0,0,0,0,0,0,-0.0472350169581515,0,0
X600031.SH,0,0,0,0,0,0.0746513939979901,0,0,0,0,0,0,0,0,0,0,0,0,0.27138322913475,0,0,0,0.358584467726019,0,0,0,-0.0574186611587933,0,0.0831886132058559,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203080109860793,0,0,0,0,0,0,0,0,-0.0618633464119331,0,0,0,0,0.0131541480679527,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147283777967978,0,0,0,0.0330762207188374,0,0.0106148093937173,0.148892894184985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034960421447484,0,0.0518563206750369,0,0.0962669647482128,0,0,0,0,0,0,0.00648373461407769,0,0
X002304.SZ,0,0,0.0720575089423267,0.0698734303884627,0,0,0,0,0.0191165498805447,0,0,0,0,0,0,0,0,0.0236896292060897,0,0.312161459721719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295801678234244,0,0,0,0,0,0,0,0,0,0,0,0,0.0706447475402068,0,0,0,0,-0.00751312099623024,0,0,0,0.0210882798798218,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.283466723692295,0,0,0.0870888426435292,0,0,0,0,0.046884563635613,0,0.285363705302716,0.017697694821333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511239792954079,0,0,0,-0.168487717839747,0,0,0,0.134349383348978,0.0946558192512203,0,0.0607349670550482,0.201212154481182,0,0,0,0,0,0,0,-0.0614534157186409,0,0
X000338.SZ,0,0,0,0,-0.188368505594541,0.238732410392595,0,0,0,0,0,0,0,0,0.309107768381513,0,0,0,0,0,0,0,0,0,0,0,-0.0251205563325404,0,0,0,0,0.112037141492294,0,0,0,0.0317092464983585,0,0,0,-0.167116013108664,0.224867090089394,0,0.213693769379516,0,-0.0985088280630612,0,0.107785243083874,0,0,0,0,-6.93889390390723e-18,-0.0585802041613102,0,0,0,-0.00934728047796702,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.421986886971496,0.343892293665923,0.143742567620261,0,0,0,0,0,0,0,0,0,0,0.0674168844475581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100527186983691,0.0941695543096515,0,0,0,0,0,0,0,0.0933510227777082,0,0.0271716544790782,0,0,0,0,0,0,0
