,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002292.SZ,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X002236.SZ,X002506.SZ,X600118.SH,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X002074.SZ,X000568.SZ,X600177.SH,X300003.SZ,X000338.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002426.SZ,X002456.SZ,X600867.SH,X002465.SZ,X600498.SH,X601877.SH,X600699.SH,X000050.SZ,X000869.SZ,X300001.SZ,X002049.SZ,X002180.SZ,X002007.SZ,X000981.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.232589355629151,0,0.0948377077772731,0.361615800884243,0,0,0,0,0,0,-0.0311742422603897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359981501344371,0,0,0,0,0,-0.0808923833757387,0,0,-0.115042535966597,0.00558985608603612,0,0,0,0,0,0,0,0,0,0,0,-0.000332080614278638,0.00820637313650874,0,0,0,0,0,0
X600104.SH,0,0,0.00105193707729651,0,0,0,0,0,0,0,0,0,0,0.165375370170398,0,0,0,0,0,0.0102606147745731,0,0,0,0,0,0,0,0.174411958793423,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0103747840761651,0,0.0585715775118794,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176416428358375,0,0,0,0,0.00612385094386998,0,0,0,0,0.129221783992247,0,0,0,0,0,0,0,0,0,0,0,0,0.219535745359259,0,0.0356127245585877,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0117269013857513,0.0878171992217913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229197883232053,0,0,0,0.0108638046975012,0,0.0898163167992094,0,0,0.0375740018095808,0,0.0602428732598654,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.107203185057229,0,0,0,0,0,0.034997368067723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555290184283676,0,0,0,0,0,0,0,0,0,0,0,0,0.153006104890158,0,0.00278615876860868,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522124892361602,0,0,0,0,0,0,0.287139521537112,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.121085565252498,0,0,0.0422881386057087,0.0270935357733558,0,0,0,0,0,0,0,0,0,0,0,0,0.0693612612716959,0,0.0277569756658311,0,0,0,0,0,0,0,0,0,0,0.0653100081471127,0,0,0,0,0,0,0,0.0173259260059722,0,0,0,0.0115744855054259,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185902268278337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731743937170103,0,0,0.10216402113718,0,0,0.0278548635369777,0,0,0,0,0,0,0.205057219095173,0,0.010984936209145,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0602046003096865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169910072254756,0,0,0.016414326424605,0,0,0,0,0,0,0,0.0445566672877304,0,0,0.151550012794808,0,0.0916703585633874,0,0.0671097088262095,0.0358686373909912,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082636254869725,0,0,0,0,0,0.414349843882461,0,0,0.0299153034233389,0,0,0,0,0,0,0,0,0,0,0,0,0.00570645588960963,0,0,0,0,0.186914824556132,0,-0.0289720334116895,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0123866458034659,0,0,0,0.408746671376974,0,0,0.0653380096273535,0,0,0,0,0,0.0772626894357666,0,0,0,0,0,0,0,0,0,0,0,0.203567769945336,0,-0.169602711281976,0.0246313158353379,0,0,-3.46944695195361e-18,0,-0.0288063233407091,0,0,0,0,0.0617412098508868,-0.241639174933633,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0272667967286811,0,0,0.131249320258561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780951528527248,0,0,0,0,0.155982341580782,0,0,0,0,0,0.0534377942690601,0,0.0924433242148821,0,0,0,0,0.251931410744714,0,0.0104872991303524,0.00698719542774983,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117503611481341,0,0,0,0,0.235172514595797,0,0,-0.0311725725066736,0.100208256182814,0,0,0,0,0,0.256870722818603,0,0,0,0,0,0.142873433393075,0,0.300535023651972,0,0.120605048832962,0,0,0,0,0.0177872261874829,0,0,0.0673199712861505,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258921817326667,0,0,0,0,0,0.242164876714524,0,0,0.0458848371735144,0,0,0,0,0.0443252446733693,0,0,0,0,0,0.173042292378551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0899604346719022,0,0,0,0,0,0,0,0,0,0.0203704542416333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161740099913607,0,0,0.171795843511988,0.0244898117592104,0,0,0,0,0,0,0,0,0.161734758208923,0,0.007604521445761,0,0,0,0,0,0,0
