,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600031.SH,X000100.SZ,X002236.SZ,X002456.SZ,X600271.SH,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X002292.SZ,X002180.SZ,X000157.SZ,X600867.SH,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X002294.SZ,X300124.SZ,X002074.SZ,X002506.SZ,X002426.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X002508.SZ,X000550.SZ,X600566.SH,X002465.SZ,X000050.SZ,X000981.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0758467445945734,0,0,0,0,0,0,0,0,0.0549829743539821,0,0.053855221714915,0.0849661478601553,0,0,0,0,0,0,0.00959089940106641,0,0.00402314133378437,0,0,0,0,0.032405757202272,0,0,0,0,0,0,0,0,0.0205835319003059,0,0,0.111020347672382,0,0,-0.0585556753406882,0,0,0,0,0,0.0508640939278802,0.0100413349209454,0,0,0,0,0,0
X600104.SH,0,0,0.00891471897896003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275832610225442,0,0,0,0,0,0,-0.0506647122420885,0,0.32000027783411,0.0588618444831057,0.0968381538862635,0,0,0,0,0,0,0,0.0450122608081688,0,0,0,0.0804892781234531,0,0,0,0,-0.0361516523596018,-0.0103654937289902,0,0.0258552833216345,0.1537040231155,0,0,0.0127719625159585,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.029744049256376,0,0,0,0,0,0,0,0,0,0,0,0,0.0580462327017683,0,0,0,0,0,0.0490792960431902,-0.0222516041807315,0,0,0,0.0187796370547722,-6.93889390390723e-18,0,0.0633886819762616,0,0,0,0,0,0,0,0,0,0,0,0,0.553284652527883,0.103557722073812,0,0,0,0.0359802546426354,0,0,0,0.00862278796853264,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292608210544311,0,0.0143383379286471,0,0,0,0,0.0123343777471356,0,0,0,0,0,0,0,0.0325840975058405,0,0.0806089042029423,0,0,0.16824584451171,0,0,0.0803390941874946,0,0.108924319744529,0,0,0,0,-0.0597011184287022,0.0879810953833875,-0.16474067321716,0,0,0,0,0
X000858.SZ,0,0,0.11661049184806,0,0,0,0,0,0,0,0.036645842191118,0,0,0.275898508990754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125239648155705,0,0.0812859692096013,0,0,0,0.175391841034588,0,0,0.0288745353371141,0,0,0,0,0.0213869947345233,0.0436642817647133,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100576206110711,0,0,0,0,0,0,0.0622268415518365,0,0,0.0109362259599996,0,0,0,0.0514151167469831,0,0,0,0,-0.0662317870488329,0,0.144355302506635,0,0.0580800202164891,0,0,0,0,0.0950077532912211,0,-0.0344869622132075,0,0.124827291359631,0,-0.145827544066344,0,0,0,-0.0444979118339264,-0.035439757235676,0,0,0,0,0,0
X002304.SZ,0.217502510201667,0,0,0,0.14698895393107,0,0,0,0,0,0,0,-0.0534315190628758,0.00890876555860025,0,0,0,0,0,0,0,0,0,0.0427170186184117,0,0,0,0.00362874738435222,0,0,0,0.00599862315271392,0,0,0,0.0890792651538711,0,0,0,0,0,-0.0436281432940909,0.0910211156421006,0,-0.0437496808460659,0,0,0,0,0.1337067159151,0,-2.53689351361328e-05,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.0625667874805013,0,0,0.0140698926444946,0,0,0,0,0,0,0.0242013833257536,0,0,0,0,0,0,0,0,0.131050293959764,0,0,0,0,0.107759968103171,0,0,0,0.0222894376043695,0,0,-0.0296988199759504,-0.014933486694034,0,0,0,0,0,0
X000625.SZ,-0.106176480162773,0,0,0,0,0,0,0,0,0,0,0.0876024621407755,0,0,0.0754899260905464,0.111136809109547,0,0,0,0,0,0,0,0,0.0726473471902907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578859323154171,0,0,0,0.066213190330306,0,0.0661444187654426,0,0,0,0.0498093726521377,0,0,0.0284560727382869,-0.0403596808394149,0,0,0,0,0,0
X000063.SZ,0,0,0.0406575351027696,0,0,0,0,0,0,0,0,0,0,0.0436308426204105,0,0,0.019056929241976,0,0,0,0,0,0.0342118693533646,0.0204714506174716,0,0,0,0,0,0,0.0433134903314269,0.044155978228041,0,0,0,0,0,0,0,0.105046341723898,0,0,0,0,0.128224605312662,0,0,0,0,0.00116663407495384,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.206386790642284,0,0,0,0,0,0,0,0,0,0,0,0.133429551198871,0.0494635968141443,0,0,0,0,0,0,0,0,0,0,0,0,0.0228804286988659,0,0,0,0,0,0,0,0,0.0308709180746632,0.124290477637495,0.154796985584005,0.0862732208975919,0,0,0,0,0,-0.0558840058027448,0,0,0,0.0293458350545367,0,0,0,0,0,0
