,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X600031.SH,X002371.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X000625.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X000661.SZ,X600460.SH,X002180.SZ,X600522.SH,X000733.SZ,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X600884.SH,X002236.SZ,X601799.SH,X600584.SH,X600563.SH,X000800.SZ,X002414.SZ,X600372.SH,X002176.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0399923975398347,0,0,0.221028247714724,0.0598553410204241,0,0,0,0,0,0.0725131903281422,0,0,0,0,0,0,0,0.0534835426034959,0.0345397199457355,0,0,0,0,0,0,0,0,0,0.0298980916833139,0,0,0.0537897953279103,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458241644158809,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.165979227801607,0,0,0,0,0,0,0,0,0.0373786568700686,0,0,0,0,0,0.110714742747187,0.0657607823637776,0,0,0,0,0,0,0,0,0.0488979029004092,0,0,0,0,0,0,0,0.283112390456163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213095346960343,0,0,0,0,0,0
X600809.SH,0,0.0468522433587191,0,0.0570390233894321,0.378462258214599,0,0,0,0,0,0,0,0,0,0.0522890583635844,0,0,0,0,0.0416337743837599,0,0,0,0,0,0.13835340657346,0,0,0,0.109217514993419,0,0,0,0,0,0,0,0.146415474536227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146325312735313,0,0,0,0,0,0,0
X002415.SZ,0,0,0.139032403653589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918925228811494,0,0,-0.264548777340504,0,0,0.107101658382497,-0.0118034629700341,0,0,0,0,0,0,0,0,0.0614886854084071,0,0,0,0.102263990188795,0,0,0.697641039210827,0,0,0,0,-0.0394393122971503,0,0,0,0,-0.0247472685887859,0.0588332076662009,0,0,0,0,0,0
X000568.SZ,0,0.436352229797863,0.246375488433074,0,0,0.0617334673413941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065576465529996,0.0238810222998402,0,0,0,0,0,0,0,0.0896204971050782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369836262165818,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0762460027400462,0.00807021693072241,0.0617171015467924,0,0,0.104378346597483,0,0,0,0.116210105198404,0,0,0,0,0,0,0,0.136553089369998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17257997220691,0,0,0,0,0,0,0,0,0.0773028582936088,0,0,0.0219815885470397,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129869099978575,0,0,0,0.410227301569094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293845258179941,0,0,0,0,0,0,0.0983275678174325,0,0,0,0,0,0,0,0,0,0,0.00717234531608048,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.205425092666551,0.053640915858857,0,0,0,0,0,0,0,0.153887453186056,0,0,0,0.124263133829148,0,0,0.0726769007302474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101852127052747,0,0,0,0,0,-0.045810249969572,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11839086610587,0,0,0,0,0,0,0,0,0.171976811231426,0,0,0.0104072265373067,0.00633664258857995,0,0,0,0,0,0,0,0.0566573647488107,0,0,0.078877725748138,-4.33680868994202e-19,-2.16840434497101e-19,0,0,0,0,-0.00566171830152791,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.055802692243609,0.110847291289039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146154360281328,0,0,0,0.142090103495515,0,0.0043963196080453,0,0,0,0,0,0,0,0,0,0,0.161995230137733,0,0.0564395522644026,0,0,0,0,0,0,0.27031536691979,8.67361737988404e-19,0,0,0,0,0,0.0825976020365714,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0515573418585645,0,0.034318220411264,0,0,0,0,0,0.147935402931074,0,0,0,0.0543502633705709,0,-3.46944695195361e-18,0,0.0494229984101288,0,0,0,0,0.015537110504269,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,4.33680868994202e-19,-1.0842021724855e-19,0.0244251442384681,0,0.0317951625604923,0,0,0,0,-0.0110959437380668,-0.0109858951519013,0,0,0,0,0,0
X300124.SZ,0,0,0,0.16169979328445,0,0,0,0,0,0,0,0,0,0.0900790154704395,0,0.0856437750938698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118138448761087,0,0,0.108157885635304,0,0,0,0,0,0.038558909075364,0,0,0,0,0,0.0532377166130073,0,0.0116791033822277,-0.0914903510800027,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048068788483827,0,0,0,0,0,0,0,0,0,0,0.0179927468460033,0,0.03369243538037,0,0.291530009250217,0,0,0,0.148691594278533,0.0817324991189615,0,0,0,0.165611161892914,0,0,0,0.0562463657779153,0,0.0432624071051426,0,0.0458411545644824,0,0,0,0,0,-0.0908112592100964,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.147026605386644,0,0,0,0,0,0,0,0,0.0306687669772124,0,0,0.102415095958715,0,0.129886460600671,0,0,0,0,0,0.0531203099936552,0,0,0,0,0,0,0,0,0,0.225336922506625,0,0,0,0.00787225153113101,0,0,0,0.0762148689963859,0.0205785027311149,0,0,0.0215360999370647,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.052211450187775,0,0,0,0,0,0.0516726408540813,0,0,0,0,0,0.0794415765937726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.568524972410502,0,0,0,0,0,0,0,0,0,0,0.00390258822689255,0.0245531144245779,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158311270140563,0,0,0,0,0,0,0,0.0406337230847093,0,0,0,0.0530692386982199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197330550177045,0,0,0,0.183104706934298,0,0,0,0.0555724855077817,0.0252129879059704,0,0.0394727779388174,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0189418651641143,0,0.0150279857376385,0,0,0,0,0,0,0,0.00702644535734835,0,0,0,0,0,0,0,0,0,0.208433382966063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178545347747383,0.0261319153335733,0,0,0,2.16840434497101e-19,-0.0108647347040588,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.121022572912519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636745584830007,0,0,0,0,0,0,0,0,0,0,0,0,0.00683922717598901,0.146490254564579,0,0.0395271159378269,0,0.0106010730812479,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.43953871431652,0,0,0,0,0,0,0,0.274274834520041,0,0,0,0,0,0,0.0337631198415539,0,0,0,0.018896979278958,0,0,0,0.0684191842216785,0,0,0.0196252117949813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817171501721964,0,4.33680868994202e-19,0,0.00607692145634228,0,0,0,0,0,0,0
X000596.SZ,0,0.231965126767942,0,0,0.117207829487534,0.105467914481083,0,0,0,0,0,0,0,0,0,0,0,0,0.0377776685346545,0,0.0862072709590267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388040512059919,0,0,0,0,0,0,0,0,0.0134504647834303,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.335058427632758,0,0,0,0,0,0,0,0,0,0,0,0.0199360582168786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124393948300797,0.0522981972883681,0,0,0,0,0,0.108609099326948,0.0566079480947326,0,0,0,0,0.0301988709594362,0,0,0.0127649848914208,0,0.0195409711784055,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.000767421580249307,0,0,0.0277825371584546,0,0,0,0,0,0,0,0,0,0,0.546769753446318,0,0,0,0.0148147151204241,0,0,0,0,0,0,0,0,0,0,0,0,0.0853329142641501,0,0,0,0.10339514326055,0,0,0,0,0,0,-0.0775406280329571,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301200946066349,0,0,0,0,0,0,0,0,0,0.116838359840554,0,0,0,0,0,0.040561498202878,0,0,0,0,0,0,0,0.149584745912392,0,0,0.000703335113576798,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0321980932738644,0,0,0,0.0221412779772057,0,0,0,0.443215251699978,0,0,0,0,0,0,0,0.0245868930750207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481780951158604,0,0,0,0,0,0,0,0.119782443972656,0.0473966553248101,0,0.0555996148858283,0,0,0,-0.0154141289422999,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673672273303308,0,0,0,0,0,0.118185519226245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228482128540772,0,0.047320261844947,0,0.0502914249759876,0,0,0.211153915107931,0,0,0,0.0691019158317371,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.13016604275224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907327790712906,0,0.345283458780259,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0591938953801077,0,0,0,0,0.147972642544564,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0.0422573585155359,0,0,0,0,0,0,0,0,0,0,0,0.014453685880429,0,0,0,0,0,0,0.0304657653285572,0,0,0,0,0,0,0.087089963876813,0,0,0,0,0.0430941473776668,0,0,0,0,0,0.152297897909302,0,0,0,0.108881130204623,0,0,0,0,0,0,0.0180594462615786,-0.00782649505479864,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.148920608680157,0,0,0,0,0,0.109255271860114,0,0,0.0338759308115232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126901212474765,0,0,0.0626087804576021,0,0,0,0.0565465334758372,0,0,0,0,0,0,0.0183729141393533,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0.0504216555758724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235799797123402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0378498823616292,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.439478566907188,0,0,0,0,0,0,0,0,0,0,0,0,0.0446178518631484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151920963579636,0,0,0,0.0570422805271701,0,0,0.152455485061673,0,0,0,0,-0.0356435270762623,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.190574884442802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181879371355844,0,0,0,0,0,0,0,0,0,0,0,0.0108693762248095,0.0637110709481716,0,0,0,0,0,0,0,0.180118579747999,0,0,0,0,0,0,0,0,0,-0.00941229254315267,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.214913756477793,0,0,0,0.221402173954905,0,0,0,0,0,0,0,0,0,0.026576857506059,0,0,0,0,0,0,0,0,0,0.0324601058019771,0,0,0,0,0,0,0,0.0353970738262493,0,0,0,0,0,0,0,0,0.19825522850535,0,0,0,0,0.0144886865157557,0,0,0,0,0,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374030207142145,0,0,0,0,0,0,0,0,0,0,0.0920708150222932,0,0,-0.0686296403746244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252975254213425,0,0,0,0.0151327506811187,0.0820583276066872,0,0.0392466643058918,0.0599097730729129,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0976501760833034,0,0,0,0,0,0,0,0.0592568681031304,0,0,0,0,0.171828227520936,0,0,0,0.0754534437747433,0,0,0,0,0.0664267956240953,0,0,0.0129849210444693,0,0,0,0,0,0,0.121337394588662,0,0,0,0,0,0,0.0397663067668268,-0.0249601895789861,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0.30089821295857,0,0,0,0,0,0.14803758476785,0,0,0.048120668218144,0,0,0,0,0,0.0211636521364694,0.0154296552964453,0,0,0,0,0,0,0,0.0143923714027463,0,0.13033273861585,0.035893866168461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202737403570995,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624646126542513,0,0.0182397190034798,0,0,0.200019850456019,0.0634968323744877,0,0,0,0,0,0,0,0,0,-0.00798072386797399,0,0,0,0.023542855093528,0,0,0,0.150332349753135,0,0,0,0,0.0167091835874485,-0.105927826544973,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996406918887501,0,0,0,0,0,0,0.0369220666373265,0.00542838425635464,0,0.353339524184743,0,0,0.0571634932668028,0,0,0,0,0,0,0,0,0,0,0,0,0.112107362191751,0.0464510338855928,0.0272664890357548,0,0.0147289680194056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600702.SH,0,0,0,0.00247805473730496,0.281585666851263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295114861159915,0,0.0854977869294589,0,0.0264159794271669,0,0,0,0,0,0,0,0,0,0,0,0,0.621168401465045,0,0,0,0,0,0,0,0,0.0253637811712082,0,0,0,0.0218460483039411,0,0,0,0,0,0,0
X000799.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0947895949660386,0,0,0,0,0,0,0,0,-0.0125602951094246,0,0,0,0,0,0,-0.0205141047952214,0,0,0,0,0.0333147190807356,0,0,0,0.662136282077956,0,0,0,0.0359908644846238,0,0,0,0,0,0,0,0,0,0.0215318051736808,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290775622121483,0,0,0,0,0,0,0,0.0653470156439754,0,0.0174333626808872,0,0,0,0,0,0.0160300976013088,0,0,0,0,0,0,0.166914069411303,0.0309679124853649,0,0,0,0,-0.0642401561862394,0,0,0,0.0959235162495,0,0,0,0,0.00896980154854504,-0.0103514774985537,0,0,0,0,0,0
