,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X000568.SZ,X600031.SH,X002241.SZ,X002475.SZ,X600066.SH,X002456.SZ,X000338.SZ,X600271.SH,X002236.SZ,X002085.SZ,X600118.SH,X600177.SH,X000157.SZ,X002292.SZ,X600867.SH,X002007.SZ,X000559.SZ,X600372.SH,X002180.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X600089.SH,X002426.SZ,X601877.SH,X600522.SH,X002508.SZ,X000550.SZ,X002465.SZ,X000050.SZ,X600566.SH,X000981.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.120390885752052,0,0,0,0,0,0,0.0635743323385406,0,0.0558948205383516,0.0187870330756661,0,0.0547468494517042,0,0,0,6.03103908271799e-05,0,0,0,0,0,0,0.010983143487579,0,0,0,0,0,0,0,0,0,0,0,0.171534180308699,0,0,0,0,-0.075906456881845,0,0,0,0.0439932007235921,0.0019416889379561,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511844167127088,0,0,0,0,0,0,-0.0259700662306821,0,0.145445976568542,0,0.0229451055204087,0,0,0,0,0,0,0.0610081268465016,0,0,0,0.0894408928468286,0,0,0,0,0,-0.0634644924010351,0,0,0,0.110975205764225,0,0,0.0451981595345287,0.0383856369603832,0.0453451838945837,0,0,0,0,0
X002415.SZ,0,0,0,-0.00594448793173264,0,0,0,0,0,0,0,0,0,0,0.0639865614012215,0.00963850935414759,0,0,0,0.0846138962123737,0,0,0,0,0,0.0638521377241981,0,0,0,0,0,0.00229768933709162,0,0,0,0,0,0,0,0.065201846466454,0,0.0326491674191924,0.488429759427485,0,0,0,0,0.0676912576740663,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124752514837857,0,0,0,0,0,0,0,0,0,0,0,0,0.00714785869083542,0,0,0,0.0831002551847443,0.158574463349124,0,0,0.0805079459428681,0.0882297005460898,0,0,0,0,0,-0.0624247606005136,0.0907643538708823,-0.15701072826701,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.151361790268668,0,0,0.275554606927381,0,0,0,0,0,0.190117735697076,0,0,0,0,0,0,0,0,0.105075645478754,0,0,0,0,0.155494310897122,0,0.0326006689734915,0,0,0,0,0,0.0333288996076161,0,0.00658520886188424,0,0,0,0,0,0,0,0.00465826364142244,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0118375038679353,0,0,0,0,0,0,0,0,0,0.0232994039876347,0,0,0,0,0.0467632710408692,0,0,0,0.02732698008662,0,0,0,0,0,0,0,0,0,0,0,0.0722867942020131,0.109877797163733,0,0,0,0,0.103836963252544,0,0,0,0,0,0.209527524955488,0,0,0,-0.00720262852500559,-0.0385589946484942,0,0,0,0,0,0
X002304.SZ,0.321012069106633,0,0,0,0.089779725089255,0,0,0,0,0,0,0,0,0.0992688971293435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215495344546664,0,0,0,0,0.0115701290570964,0,0,0,0,0,0,0,0.00674328270192634,0,0,0,0,0,0,0.189724114291425,0,-0.00539259474236381,-0.00720672209289364,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013569134839706,0.0139706603306294,0,0,0,0.0607156739315291,0,0,0,0.0278867779895787,0,0,0,0,0.117797119500016,0,0,0,0,0,0,0,0,0.000901950579566699,0.110563125816883,0,0,0,0,0,0.162196905039393,0,0,0,0.00550439444038223,0,0,-0.0127595085241169,-0.0138902744727886,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0125755413223382,0,0,0,0,0,0.00782041422047269,0,0,0,0,0,0.00695399151711654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629355663070137,0,0.205267843099462,0.0154611307372692,0,0,0.0115976211487887,0,0,0,0.0505103005175239,0,0,0.0228265490657221,0,0,0,0,0,0,0
X000063.SZ,0,0,0.00631196963026547,-8.67361737988404e-19,0,0,0,0.121711833352872,0,0,0.0203019154081669,0,0,0.0696158697334091,0.0721072665338656,0.0811113142119515,0,0,0,0.154758354827292,0,0,0,0,0.0220086296803339,0,0,0,0,0.0252752603689997,0,0,0,0,0,0,0,0.057099495683055,0,0,0,0.0346471207047668,0,0.00109349424985199,0,0,0,0,0,0.0576681312694506,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0609591468537943,0,0,0,0,0.0927079322616114,0.0299608552591608,0,0,0,0,0,0,0,0,0.142161189503052,0,0,0,0,0,0,0,0,0.0423121644396061,0,8.67361737988404e-19,0.156300994798404,0.0333108155251655,0,0,0.0341689602903024,0.136370538686357,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0677271082118449,0,0,0,0,0,0
X600741.SH,0,0.107970157473979,0,0,0,0,0,0,0.224289783191438,0,0,0,0.119382370357222,0,0,0.0560383686383004,0.0103393718375946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00902208782890675,0.0507299516673305,0,0,0,0,0,0,0.0831194704450594,0.0442975779319801,0.0337092329767764,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0848123079785772,0,0,0.122977179182043,0,0,0.0824188861731941,0,0,0,0,0,0,0,0,0,0,0.00917122047612026,0.116173426144553,0,0,0,0,0,0,0.00800172967928686,0.0450504960211214,0.0527144787402673,0,0,0,0,0,0,0,0,-0.0543544595273663,0,0,-0.0187468929081231,0.0674581754818307,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.257898740288475,0,0.0502759675896155,0,0,0,0,0,0,0,0,0.104849512395093,0,0,0.0144500567296367,0,0,0,0.0453788563776328,0,0,0,0,0,0.149615958367541,0.0997375999840611,0,0,0,0,0,0,0,0.018455169503937,0,0,-1.35525271560688e-20,0,0,0,0,0,0.0926922253669295,0,0,0,0,-0.0461948897901893,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.223651547442996,0,0,0,0,0,0.105978511971149,0,0,0,0,0,0.00457224652756305,0,0.169791397517389,0,0,0,0,0.0450699540931467,0,0,0,0,0,0,0.132270451884203,0.0292206540043802,0,0,0,0,0,0,0,0,0,-0.00459541999416849,0,0,0,-0.0536605902919243,0,0,0,0,0,0
X002241.SZ,0,0.125245893900306,0.136887490425906,0,0,0,0,0,0,0,0.0714187511892635,0,0,0,0,0,0,0,0.167538880866966,0,0,0.0354916651288507,0,0,0,0,0,0.0434855247061229,0,0.38264331729755,0,0,0,0.200900193715163,0,0,0,0.0463076119542776,0,0,0,0,0,0.0846725410688807,0,0,0,0,0,0,0,0.029270105295994,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197898791850555,0,0,0.192138584213977,-0.00513903613275617,0,0,0,0,0,0,0,0,0,0,0,0.0188260169883501,0,0,0,0,0,0.0243978116158045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187688055622344,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258544491108151,0,0,0,0.00440202250774126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230831855982721,0,0,0,0,0.0629789207855494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0.10450587092996,0,0,0,0.076245800515941,0,0,0,0,0,0.112834248848926,0,0.230000593511282,0.295482855278083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163874418656599,0,0,0,0,0,0.0800174176522736,0,0,0,0,0,0,0,0,0,-0.0609363658441669,0,0,-0.162198520293673,0,0,0,0,0,0,0
