,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X300014.SZ,X002129.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X002179.SZ,X000661.SZ,X600522.SH,X601877.SH,X300142.SZ,X002180.SZ,X002074.SZ,X600741.SH,X600460.SH,X000733.SZ,X600884.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002176.SZ,X601799.SH,X002236.SZ,X600584.SH,X600563.SH,X000800.SZ,X600779.SH,X002414.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0204305328574116,0.0239214870410691,0.113611139880533,0,0,0,0.0409919539856742,0,0,0,0,0,0,0,0,0.0180175616251707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721727777422634,0,0,0,0.052704966496434,0,0,0.0717667473493125,0,0,0,0,0,0,0,0,0,0,0,0,0.00824833370863853,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.257698457624951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158421570573662,0,0,0,0,0,0.0257623910752554,0,0.204594772950468,0,0,0.00872166597349202,0,0,0,0,0,0.17825011849091,0,0,0,0.00427643705746811,0.037254578609764,0,0,0,0,0,0
X600809.SH,0.386142273168159,0,0,0.152315679451874,0.045680579466483,0.00141086587734805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00533860086276327,0,0.110004913963179,0,0.106352802648658,0,0,0,0.237120305183157,0,0,0,0,0,0,0,0,0,0,0,0.217606014839558,0,0,0,0,0,0,0,0
X000568.SZ,0,0.0206506318722467,0.196128441506806,0,0,0,0,0.00902933495309715,0,0,0,0,0,0,0,0,0,0,0,0.0248437948389397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384120320635557,0,0,0,0,0,0,0,0,0,0,0,0,-0.00381528198579333,0,0,0,0,-0.00102130156783897,0,0
X002415.SZ,0,0,0.0589221877353416,0,0,0,0,0,0,0,0,0.0367384386580311,0,-0.148955140331673,0,0.0510068270940397,0,0,0,0,0,0,0.0543686428234279,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889576018682487,0,0,0,0,0,0,0,0.0345361248522142,0.0480069669494277,0,0,0,0,0,0
X002304.SZ,0,0.0214332141612259,0.0607353827308923,0.0757317326853844,0,0,0,0,0,0,0,0,0,0,0,0,0.162118203184935,0,0,-1.73472347597681e-18,0,0,0.0152910507605992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197189435866472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011274292796687,0,0
X600690.SH,0,0,0.0826719129978534,0,0,0.148449518775604,0,0,0,0,0,0,0,0,0,0.0146619155690856,0,0,0,0,0,0,0,0,-0.0792594574764788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576084461883863,0,0,0,0,0,0.0285938692037948,0,0,0,0.140536633591288,0,0,-0.00547687319295379,0,0,0,0,-0.0519934040586762,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13202307590859,0,0,0,0,0,0.25584973275637,0,0,0.0612961090843717,0,0,0,0,0,0,0,0,0,0,0,0,0.0331672597482928,0,0,0,-8.67361737988404e-19,0.114964066481222,0,0,0,0,0,0,0,-0.0187778817738519,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.20284558087778,0,0,0,0,0,0,0.0321467164564535,0,0,0,0,0,0,0,0,0,0,0,0.0715310931004847,0,0,0,0,0,0,0,0,0,0,0,0,0.128530293743154,0,0,0,0,0,0.106548114536508,0,0.0378373394353745,0.330702498499746,0,0.0161972849417698,0,0.0644106645881132,0.0247270963688424,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0268004317495034,0,0,0.149468971919404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510655076932116,0.0999488036918866,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0400094612902201,0,0,0,0.0579374859440905,0,0,0,0,-0.000773413453091257,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0405608814448509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148215414292371,0.0676980090883948,0,0,0.358676320324083,0,0,0,0,0,0,0,0,0.0892155049919734,0.14753868039486,0,0,0.0125619813988769,0,0,0.148871306284895,0,0,-0.0308551369644039,-0.0376889181292354,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.0377479098973171,0,0,0,0,0.0443708452343093,0.0582112448525637,0,0,0,0,0,0,0,0,0.0834828076044946,0.0943122843655038,0,0,0,-0.114238789854631,0,0,0,0,0,0.261609850647452,0,0,0,0,0.129054347118124,0,0,0,0,0,0.0133218657587846,0,0,0,0.00626201096373256,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714413748632308,0,0,0,0,0,0,0.090619058318497,0.0482155867826829,0,0.0435481049083774,0,0,0,0,-0.0277950387477958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377634413432061,0,0,0,0,0.0370541655819462,0.0253186068019631,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,-0.0238958275901238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170693713420599,0,-0.0667340371499206,0,0,0,0,0,0.113160929776518,0,0.00563797278822866,0.493836998783365,0,0,0,0,0,0,0,0,0,0.318183514364131,-0.210101244329168,0,0,0,0.0219160612922972,0.0140527461844305,0,0,0,0.0778449734528523,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.13688064600264,0,0,0,0,0,0.0285703608498337,0,0,0,0,0,0.014699734490995,0,0.189883718056634,0,0,0,0,0,0,0,0.151449122307776,0,0,0,0,0,0.0801986302954873,0,0,0,0,0,0,0.0611615358698588,0,0,0,0,0,0.00586569686482391,0,0,0,0,0.00916603733950694,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.20648619081246,0,0,0.0267863886025699,0,0.00352496690965722,0,0,0,0,0,0,0,0,0.0138155690687514,0.179145119405094,0,0,0,0,0,0,0,0,0.143646036181288,0,0,0,0,0,0.0330609688213165,0.0272428218385252,0.104545866801594,0,0,0,0,0,0,0.0654631273473551,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.17028802328087,-0.0694329237327883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372532901568477,0,0,0.0749923557928155,0,-0.0766893029150334,0,0,0,0.371286367333252,-0.0387271394908453,0,0,0.194299560460794,0,0,0,0,0,0,0,-0.0606011262011275,0,0,0,0,-0.0416516155308559,0.0316692354962437,0,0,0,-0.0727127026758283,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0549234960163443,0,0.0235725513405587,0,0,0,0,0,0.101875334827724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182555391967253,0,0,0,0,0.149426818411347,0.0749349098966876,0,0,0,0,0,0,0,0,0,0,0,0,0.0233594737303904,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0937990286402001,0,0,0,0,0,0.00934082020722903,0.00757597266028507,0,-0.0031385047362856,0,0.0609913364612979,0,0,0,0,0,0,0,0,0,0.0331655227138916,0.0551758849380369,0,0.0239638355879297,0,0,0,0,0,0.0241245633044116,0,0,0,0,0,0,0,0,0,0,0,0,0.0511850013677124,0,0,0,0.0203704613947609,0,0,0,0,0,0,0
X000596.SZ,0,0.207560748715487,0.105779489135689,0.263822308170578,0,0,0,0,0.0273785266504375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317107056032098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987330956003264,0,0,0.0166646006473816,0,0,0,0.0671380262921981,0,-0.0250657797433967,0.0561508656876005,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0.0827093587953681,0,0,0.0208656192144154,0,0,0,0,0,0.0951578557923682,0,0,0,0,0,0,0,0.10273809436812,0.0527224706024375,0,0,0,0,0,0,0,0,0,0.0313606450653892,0,0,0.198864883058829,0,0,0,0,0,0.179850767733154,0,0,0,0,0,0,0,0,0,0.0075669164816956,0,0,0,0,0,0,0
X000063.SZ,0,0,0.12439017039498,0,-2.16840434497101e-19,0,0,0.0531283374864695,0,0,0.0763558509015378,0.0861380193402338,0,0,0,0,0,0,0,0,0.0950635782769971,0,0,0,0,0,0,0,0,0,0,0.0153950810915279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386331685099583,0,0,0,0,0,0.0169823133556042,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.335985381160521,0,0,0,0.022972502213471,0,0,0,0.100957746232666,0.257124253378226,0,0,0,0,0,0,0,0,0,0,0.0721895083422311,0,0.0634550507719579,0,0,0,0,0,0,0,0,0,0,0,0.0717298130290952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331108494890306,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0246053104931887,0,0,0,0,0,0.0954387213857969,0,0.174062018877595,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0509660005786297,0,0.0641876789894962,0,0,0,0,0,0,0,0,0,0,0.037459256994609,0,0,0.0691159292075815,0,0,0,0,0.103391673279511,0,0,0,0,0.0277977957345363,-0.00196820477652717,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140446021862511,0,0,0,0,0,0,0,0,0,0,0,0.061794439928714,0,0,0.104917520336562,0.139240509951486,0,0,0,0,0,0,0,0,0,0.234851437045234,0,0,0,0,0,0,0,0,0,0.0767037098488418,0,0
X600703.SH,0,0,0,0,0.00442026787825037,0,0,0.0278259974906939,0,0,0.0235622276129469,0,0,0,0,0.189912023026757,0.138752857593741,0,0,0,0,0,0,0,0,0,0,0,0,0.153472469684527,0,0,0,0,0.210733513745089,0,0,0,0,0,0,0,0,0,0,0.114941271084448,0,0.0855166477820123,0,0,0,0,0,0,0,0,-0.0046005162147532,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148223987690233,0,0,0,0,0,0,0.00507276858972352,0,0.0698225423773522,0,0,0.00856222429127451,0.00113454211759646,0.228508297003287,0,0,0,0,0,0,0.0404625347760507,0,0,-0.105354233526373,0,0,0,0,0.0371340970755881,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0.148529752314198,0,0,0,0,0,0,0,0,0,0,0.007462915168475,0,0,0.0135105896981198,0,0,0,0,0,0,0,0,0,0.168676470762545,0,0,0,0,0,0.0735679698930357,0,0,0,0,0,0,0,0,0.21512165595793,0,0,0,0.00725565682242658,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0.155245385886744,0,0,0.139416485113204,0.134289646675215,0,0,0,0,0.111686403804485,0,0,0,0,0,0,0,0,0.0796109335863891,0,0,0,0,0,0.0305049657577583,0,0,0,0,0,0,0,0,0,0.0859020651255943,0,0,0,0.0246272328556788,0,0,0,0,0,-0.00789637549341066,0,0,0,0,-0.0739708949826932,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937890161717543,0,0.0789291106048597,0,0,0,0,0,0.203303532470412,0,0,0,0.116490907483796,0,0,0,0.0387342838241216,0,0,0,0,0,0,0,0,0.244399091673557,0,0,0,0,0,-0.00402552449779088,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0.0528681697347427,-0.125204005597263,0,-0.14994473313483,0,0,0,0,0,0.0311030331678006,0,0,0.0638190602072668,0,0,0,0,0,0,0,0,0,0,0,0,0.173037710791429,0,0,0.0675097002527396,0,0,0,0,0,0,0,-0.121638783919851,0,0,0.286786274372338,0,0.0873595669614903,-0.041386496126207,0,0,0,-0.037487076609716,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0.136230165653911,0,0,0.0468992654481872,0,0,0,0,0,0,0.0204453311627446,0,0.0365069842563242,0,0,0.114667145838648,0.0777787533943091,0,0.112370308533021,0,0,0,0.0231423629108401,0,0,0,0,0,0,0,0,0.0379962836680272,0,0,0,0.0262669991395293,0,0,0,0,0,0.0116354151888483,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0.114691776763084,0.0740458241708827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191648495670887,0,0.205372315392922,0,0,0,0,0,0.146960170692263,0.444455663727808,0,0,0,0,0.0278604592573853,0,0,0,0,0,0,0,-0.0557771402474147,0,0.0667454503669582,0,0,0,0,0.216209117511831,0,0
