,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X300124.SZ,X601877.SH,X600487.SH,X300003.SZ,X600066.SH,X000100.SZ,X600809.SH,X002241.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X000596.SZ,X600498.SH,X600177.SH,X600707.SH,X000661.SZ,X002179.SZ,X002049.SZ,X600699.SH,X300142.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.539925697664719,0,0.0172470546707747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417671092776615,0,0,0,0,0,0,0,0,0,0.00866975893615446,0,0,0,0,0,0,0,0.115514649961662,0,0,0,0,0,0,0,0.0544224731698858,0,0,0,-0.00114875203464859,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.20425917707768,0,0.0934827256477981,0.0159778105519488,0,0,0,0,0,0.0924639198418115,-0.0939416658046764,0,0,0,0,0,-0.075828892612741,0,0,0,0,0,0,0,0,0,0,-0.0229810172250821,0,0,0,0,0,0,0.0984075607172389,0.07339328358986,0,0.104429124770806,0,0,-0.000316108559584576,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0323649649647683,0.0415529590365719,0.116557666846317,0,0,0,0,0,0,0,0.152686562056571,0,0.0314270534783267,0,0,0,0,0,0,0.329999450229128,0,0,0,0,0,0,0,0.0890567964212234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.245235043036361,0,0,0,0,0.242667696007682,0,0,0,0.0617682907222927,0,0,0.0227972034981193,0.100940683489776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155332184481454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06354645634498,0,0,0,0,-0.0107282909499576,0,0,0,0,0,0
X000858.SZ,0.161030701403673,0,0,0.178989684613626,0,0,0,0,0,0,0,0.59428939879797,0,0.0134718976012587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122292914687882,-0.000173947339828548,0,0,0,0,0,0
X600276.SH,0,0,0.0353222369478073,0.066011348825977,0.0535218217759108,0,0,0,0,0.106660789229362,0.0033287761655773,0,0,0,0,0,0,0,0,0,0,0,0.278068191628936,0,0,0,0.00670197063583006,0,0,0.0886645319826995,0,0,0,0.10665663206932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00531063095197762,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.403121274526498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128687956570133,0.0264664565647646,0,0,0,0,0,0.130418538247948,0,0,0,0.010362631001153,0.0349790469996709,0.118445036945957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835743475121953,0,-0.00114273695935785,0,0,0,0,0,0,0
X002304.SZ,0.155711735073528,0,0,0,0.0404543853693523,0,0,0,0,0,0,0.055508451964186,0,0,0,0,0,0,0,0,0,-0.0182634320852665,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,2.16840434497101e-19,0.408219248645369,0,0,0,0,0,0.158287778519631,0,0,0,0,0.0108208171414484,0.0423182086210013,0,0,0,0,0,0,-0.0149961992198392,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0935777108241778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608898133723762,0,0,0,0,0,0,0,0,0.18740078573739,0,0,0,0,0,0,0,0.0848802600648588,0,0,0,0,0,0,0,0,0,0,0,0.0054242313829158,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.156730634434377,0.315103576885033,0,0,0,0,0,0,0,0.0895273917305563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11483678235124,0,0,0,0,0,0.0255376645401037,0,0,0,0,0,0,0,0,0,0.0374987874585953,0,0,0.00492123066174768,0,0,0,0,0,0
