,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X002008.SZ,X002508.SZ,X300136.SZ,X300003.SZ,X600177.SH,X002085.SZ,X600089.SH,X002294.SZ,X000157.SZ,X600271.SH,X600522.SH,X600487.SH,X600118.SH,X000050.SZ,X300115.SZ,X000981.SZ,X600809.SH,X002074.SZ,X600699.SH,X600867.SH,X600566.SH,X600372.SH,X000559.SZ,X000066.SZ,X000623.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.244690470647269,0,0,0.0736113730612218,0,0,0,0.127472204806186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406551846755534,0.0693564663033501,0,0,0,0,0,0,0,0,0,0.0723821637850911,0,0,0,0,0,0,0,0,0,0,0.00479432774285556,-0.0191639482303321,0,0,0,0,0,0
X600104.SH,0,0,0,0.179475412449015,0,0,0,0.0383643205801367,0,0.0628683613927254,0,0,0,0.367716906433892,0.17165413244371,0,0,0,0,0,0,0,0,0,0,-0.0772872678307743,0,0,0,0,0,0,0,0,-0.003260040651266,0,0,-0.0281254109029954,0,0,0.0165294748418286,0,0,0,0,0,-0.181510117959892,0,0,-0.0409627462516697,0.035535709123504,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0755926885673968,0,0.100826127569889,0,0,0,0,0,0.321284575613686,0.17873750256698,0,0,0,0,0,0,0,0,0,0,0.128687655698309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.124971805888676,0.0272816772093119,0,0.0834235003906102,0,0.0740608551701402,0,0,-3.46944695195361e-18,0,3.46944695195361e-18,0.109511053438672,0,0,0,0,0,0,0,0.0472986399760893,0.0958638806524424,0,0,0.0250375103048039,0,0,0,0,0,0,0,0,0,0,0,-0.0725209242322641,0,0,0,0,0,0,0,0,0,0,0,0,0.006224875141315,0,-0.0141666502219214,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0327383700336095,0,0,0,0,0,0,0,0.72542113872502,0.0414848865135137,0,0,0,0,0,0,0,0,0,0,-0.0111681842558416,0,0,0.0434006616110117,0,0.0327926803203791,0,0,0,0,0,0,0,0,0,0,0.111048115439331,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0810208179828663,0,0,0.00825559540798578,0,0,0,0,0,0.0864413483127042,0,0,-0.0533203033202856,-0.010767732716422,0,0,0,0,0,0,0,0,0.177527689247722,0,0,0,0,0,0,0.0300340740225334,0,0,0,0,0,0,0,0,0,0,-0.0978530617231072,0,-0.111280486857592,0,0,0,0.0148902735380781,-0.0195677472663558,0,0,0,0,0,0
X000725.SZ,0,0,0.0847146925174627,0,0,0,0,0,0.0809836605874795,0,0.087383134310444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192386849373007,0.00255925412387056,0,0.516750331570694,0,0,0,0.14326816346905,0,0,0,0,0,0,0,0,0,0,0,0.0760829528511826,0,0.00374485544731261,0,0,0,0,0,0,0
X002304.SZ,0.15198114631245,0.102485299543409,0,0,0.245004587863354,0,-0.0588603941346686,0,0,0.0331111961438473,0,0,0,0.0414927070298978,0,0,0,0,0.0511390670827899,-0.0537642434524182,0,0,0.125517626170991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050657042773893,0,0.185591394687627,0,0,0,0,0,0,0,0,0,0,0.0145374455137697,-0.0187841364451567,0,0,0,0,0,0
X000063.SZ,0,0,0.0345622223519698,0,0,0,3.46944695195361e-18,0,0,0,0.176303335767089,0,0.0700096928870229,0,0,0,0,0,0,0,0,0,0,0.139206229647405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130601808013049,0,0,0,0,0,-0.0434037997381873,0.10108578585864,0,0,0,0,0,0
X600690.SH,0,0.0627111731144759,0,0.278080652481754,0,0,0,0.0366343675351462,0,0,0,0,0.115824719911418,0.213405374260894,0.0714437896608979,0,0,0,0,0,0,-0.042337902315339,0,0,0,-0.100331798466615,0,0,0,0,0.23860717507838,0,0,0,0,0,0,0,0,0,0,0,0,0.0174423010308193,0,0,-0.143165109452174,0,0,0,0.0271401571949315,-0.0227577318579902,0,0,0,0,0,0
X600703.SH,0.119951694263737,0,0,0,0,0,0,0,0.0391765310147567,0,0,0,0,0.196966537358923,0,0,0,0.585855635997347,0,0,0,0,0,0,0,0,0,0,0,0.026049152658562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129332759169798,0,0,0,0.021684515386337,0.000653488104120871,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.651225494835342,0,0.0633365643098275,0,0,-0.0357213044293374,0,0,0,0,0,0.0527705204778504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0975469692622496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161398083492766,-0.0369294561756999,0,0,0,0,0,0
X002236.SZ,0,0,0.355223030167499,0,0,0,0,0,0,0,0,0,0,0,0,0.227803972107102,0,0,0,0,0,0,0,0.0994742527655762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207243787867872,0,0,0.0435398367037479,0,0,0,0,0,0.0455276670098615,0,0.00155761202897278,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.725411834939856,0,0,0,0,0,0.0065348736980974,0.129723962410408,0.0341161222996307,0.0687760384505058,0,0.0341079327203803,0,0,0,-0.0808018453499525,0,-0.0499476250846124,0,0,0,-0.0969446176817641,0,0,0,0,0,-0.0620345446624643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689484773897503,0,0,0,-0.0064517567137606,0.0322347496951805,0,0,0,0,0,0
X000625.SZ,0,0.283715933667021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750566865493185,0,0.0806369390452924,-0.0114912739510761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00604240327452086,-0.0506818479077606,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.117406198699617,0,0,0,0,0.0882154321153935,0,0,0,0,0,0.285530505076701,0.0720657024331289,0.250318596979019,0,0,0,-0.0267822056981575,0,0,0,0,0,0,0,0,0,0,0.0473814249785153,-0.00766652791415202,0,0,0,0,0,0,0,0,0.0240245951849025,-0.0493377118799963,0,0,0,0,0,0
X600031.SH,0,0,-0.0722884902767692,0,0,0,0,0,0,0,0,0,0,0,0.0647749447307176,0,0,0,0,0.0753306397382463,0,0,0,0,-0.155971404425607,0,0,0,0,0,0,0,0.16905758440066,0,0,0,0.148331332509534,0,0,0.15192127696789,0,0,0,0.121245024534178,0,0,0,0,0,0,-0.0166561722933368,0.00548640903549294,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.0538043049272475,0,0.244921692357336,0,0,0,0,0,0,0,0,0,0,0,0,0.367737243702508,0,0,0.136854074227679,0,0,0,0.0562840352531599,0,0,0,0,0,0,0,0,0.0908430484076864,0,0,0,0,0,0,0,0,0,0,0.0166561583779133,-0.0657487862242321,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0510444393270159,0.0758004893871353,0,0,0,0,-0.12482560496889,0,0,0,0,0.370821922415939,0.0448080677725082,0,0,0,0,0.201267056384565,0.0932402034980047,0,0,0,0,0,0,0,0,0,0,0.166175906602949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00442542576726715,0,0,0,0,-0.0382164576508887,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.075040873319791,0,0,0,0,0.119698381353387,0,0,0,0,0,0.151890894910535,0,0,0,0,0,0,0,0,0,0,0.240794294673115,0,0,0,0,0.0743178103005977,0,0,0,0,0,0,0,0,0,0,0,0.0317973033429564,0,0,0,0,0,0
X600066.SH,0,0,0,0.0587055337707098,0,0,0,0,0,0,0,0,0.00149563243583926,0,0.153852869762176,-0.20405253638608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156235518866936,0,0,0,0,0,0,0,0,0,0.0313507572039184,-0.00478974392254032,0,0,0,0,0,0
X300124.SZ,0,0,0,0.18980503102022,0.0356134262780382,0,0.0747270899732594,0,0.106061351986936,0,0.0604326867920218,0,0,0,0,0,0,0.0915758988391977,0,0.0975627776617206,0,0,0,0,0,0,0,0,-0.01837040656467,0,0,0,0.052562956703035,0,0,0,0,0,0,0.0486886302084533,0,0,0,0,0,0,0,0,0,0,-0.0210679959323624,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0432465577256751,0,0,0,0,0,0,0.147589101869998,0.0621694672402474,0,0.162578303355441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217034045445655,0.0351145215218521,0,0,0,0.0110630429696854,0.154366101952439,0,0,0,0,0,0,0,0,0,-0.00175565534388005,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.00972418595641485,0,0,0,0,0,0.0404339161918724,0,0,0.323965861002261,0,0.181358402415417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992802700989935,0,0,0,0,0,0,0,0,0,0,0,0,-0.00384078562578423,-0.00717894244577341,0,0,0,0,0,0
X002508.SZ,0,0,0.142348338371722,0.349092232072295,0.0667709066955602,0,-0.0658160372570308,0,0,0,0,0.0718472491397515,0.102597995218931,0,0,0.133752978253243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350986855150957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129012308982189,-0.021440667957812,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0.0814998046518082,0,0,0,0,0.0136705743337762,0,0,0,0.424385623535835,-0.00922893438029919,0,0,0,0,0,0,0,0.0206726827517764,0,0,0,-0.0661867951338321,0.0857703504967873,0,0,0,0,0,0,0,0.0908712195828073,0,0,0.0681295606775645,0.208542787003845,0,0,0,0,-0.0615510107647583,0,0,0,0.0139990339482892,0.0490646108686584,0,0,0,0,0,0
X300003.SZ,0,0.0230910901726571,0,0,0.301944286329839,0,0,0.00366439620844747,0.0687369504369943,0,0,0,0.0226928012883994,0.0329646467582698,0,0,0,0.0929172072677865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046642702702131,0,0,0,0,0,0,0,0.199097131257941,0,0,0,0,0,0,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0.117967550903319,0,0,0.0195569908699221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391681321420519,0,0,0,0,0,0,0,0.014160497294167,0.174492814082154,0,0,0,0,0,0,0,0,0,0.0492068204950302,0,0.0252583829517669,0,0,0,0.0132715631298781,-0.0104283317224933,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0.126271259106975,0,0,0,0,0.36653848656879,0.0527085452090851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165705423537583,0,0,0,0,0,0,0
X600089.SH,0.13984641652384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490748816467509,0,0,0,0,0,0,0,0,0,0.165491659413128,0,0,0,0,0,-0.0218881858603064,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0.00627034452819401,0.320299829694722,0,0,0,0,0,0,0,0,-0.130974035383328,0,0,0.0272708733755884,0,0,0,-0.023035445408923,0,0,0.0164018156204959,0,0,0,0,0,0.0376936787176554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598576636616021,0,0,0,0,0,0,0
X000157.SZ,0,0,0,-0.0562352525630457,0,0,0,0,0,0,0,0,0.0321289771513701,0,0,0,0.20678046615352,0,0,0,0,0,0.118142355368407,0.0320258897982461,0,0,0,0,0,0.0486259114198351,0,0,0,0,0,0,0.0135142583311386,0,0,0,0.0177866042466895,0.0433698058915258,0,0,0.0563245365711688,0,0,0,0.00184856801508536,0,-0.00485199347564317,-0.00446298312119154,0,0,0,0.0184577787524738,0,0
