,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X002236.SZ,X601877.SH,X000100.SZ,X002007.SZ,X300142.SZ,X000157.SZ,X300124.SZ,X000066.SZ,X300014.SZ,X002179.SZ,X000625.SZ,X600271.SH,X000977.SZ,X300136.SZ,X002371.SZ,X002008.SZ,X002463.SZ,X002456.SZ,X600177.SH,X600584.SH,X600066.SH,X002506.SZ,X002180.SZ,X000050.SZ,X600867.SH,X600487.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.197611132841989,0,0,0,0,0.130435627139348,0,0,0,0,0,0.255376471307321,0,0,0,0,0,0.0202382674841908,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0432223658353943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153769226904167,0,0
X000858.SZ,0,0,0,0,0,0,0.101955975812446,0.0167323017979954,0,0,0.00622421520558496,0,0.534770515978428,0,0,0,0.0490649745917041,0,0.0164346410440114,0,0.0144326802497447,0.0193571846877621,0,0,0,0,0,0,0,0,0.00347515423317645,0,0,0,0,0,0,0.0164697634286739,0,0,0.0144191058731173,0,0,0,0,0,0,0,0,0,0,-0.00859000103066259,0,0,0,0,-0.021688092957695,0,0
X600276.SH,0,0.115500284057988,0,0,0,0,0,0,0,0,0,0,0.130436823237564,0.0710341383117066,0,0,0,0.177956222194431,0,0,0.0272659936526029,0,-0.0349814416788324,0,0,0,0,0,0,0,0.0157674832310818,-0.0136306730852352,0,0,0,0,0,0,0.0565210474810909,0,0,0,0,0,0,0,0,0,0,0,0,0.00592545050419331,-0.0249955090992662,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265006819897282,0,0,0,0,-0.167658769515009,0,0,0,-0.0242281069501104,0,-8.67361737988404e-19,0,0,0,0,0,0.0256546156830999,0,0.00857248081888305,-0.162808540470058,0,0,0.0558381819834042,0,0,-0.0767505211372036,0.0175520171590117,0,0,0,0,0,0,0,0.255796034296819,0,0,0.00779992111578585,-0.0366265343680166,0,0,0,0,0,0
X002415.SZ,0,0.0102754566657803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513264403718996,0.0269753046675623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111348239454208,0,0,0,0,0,0,0,0,0,0,0.0452416610582175,-0.0546589078618617,0,0,0,-0.0539165068751061,0,0
X600104.SH,0,0,0,0,-0.00101989831425969,0,0,0,0,0,0,0,0,0,0,0.143172007027485,0.0560881642327426,0,0.0452230027796761,0,0,0,0,-0.0096734122062737,0,0.0488487249521675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336655054080168,0,0,1.73472347597681e-18,0,0,-0.0208451483461478,0,0,0,0,0,0.00690948214604049,0,0,0,0,-0.027655849002731,0,0
X002475.SZ,0,0.201760131339319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151160116770662,0,0,0,0,0,0,0,0,0,0,0.0967086458203374,0,0,0,0,-0.0285883421966431,0.0543198639775621,0,0.31738889211164,0,0.0401599626001955,0,0,0,0,0,0,0,0,0,0,0.00331722387577112,0.0213864671914546,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0952373121916108,0,0,0,0,0.106206048006106,0.0412947341410681,0,0,0,0.148988848378107,0,0,0,-0.0610928516080848,0,0,0.135203624466151,0,0,0,0,-0.020479207183932,-0.0437043670104854,0,0,0,0,0.0439969000805187,-0.118966456101216,0,0,0,0,0,0,0,0,0.10760664579879,0,0,0,0,0.0699764253521933,0,0,0,0,0,0,0
X002304.SZ,0,0.226965734957503,0.0688133841439737,0,0,0,0.053514522548121,0.116159079684476,0,0,0,0,0,0,0,0,0,0,0.00459215797913777,0,0,0.0210682251482686,0.0129327688395097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152457397706879,0,0,0,0,0.0299637414485136,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133849718181652,0,0,0,0,0,0.0191217913555998,0,0,0,0,0.0417364506182749,0,0,0,0,0,0.0418611660395407,0,0,0,0.0051881907405319,0,0.106352121685763,0,0,0,0.0260864157569589,0,0,0,0,0.0157277852828456,0.019007340226823,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.102686358384068,0,0,0,0,0.125371998908534,0.164686141651001,0,0,0,0.00971203313501422,0,0,0,0,0,0,0.0380619708482531,0,0.00334435263351987,0,0,0.0900552079308489,0,0.047768916575437,0,0,-0.0387536870715005,0,0,0,0,0,0,0,0.179575750652691,0,0,0,0,0.00944572137734527,0,0,0,-0.0242875182352493,0,0
X600031.SH,0,0,0,0,0,0,0.122947076902662,0,0,0,0,0,0,0,0.168479055410524,0,0.0248901201904229,0,0,0,0,0.0154796878451576,0,0,0,0,0,0,0,0,0,0.00540717139591252,0,0.0312936248227599,0,0.0756385223452715,0,-0.0424146773883721,0,0.0482120504549952,0,0,0,0,0,0,0,0,0,0,0,-0.0334759690031982,0.0393504411584565,0,0,0,0,0,0
X000568.SZ,0.141830268340167,0.623905775982289,0.0131367383107718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519534348444937,0,0,0,0,0,0,-0.0348615727693763,0,0,0,0.00660351757859492,0,0,0,0,0,0.0427690263992719,0,8.67361737988404e-19,0,0,0,0,-0.0184200248948028,0,0,0,0,0,0,0,0,0,0,0,0.00748005102676793,0,0,0,0,0,0
X600690.SH,0,0,0,0.110328351357779,0,0,0,0.00322496595083293,0,0,0,0,0,0,0,0,0,0,0,-0.0524999756504147,0,0,0,0,0.0418652140297055,0,0,0,0,0,0,-0.0292775134538392,0,0,0,0,0,0,0,0,0,0,0.0844225486660715,0,0,0,0,0,0,0,0,0.00489945637394265,0,0,0,0,0.0532622493707905,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.209751000284454,0,0,0,0,0,0,0,0,0,0,-0.0270369034654435,0,0,0,0,0,0,0,0.113658120250598,0,0,0,0,0.0746143363190589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378413040185778,0,0,0,0,0,0
