,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600690.SH,X600809.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X000157.SZ,X000596.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X002371.SZ,X002236.SZ,X002007.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X300003.SZ,X601799.SH,X000799.SZ,X000800.SZ,X002074.SZ,X002008.SZ,X300146.SZ,X000066.SZ,X600089.SH,X600707.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.150672718655663,0,0,0,0.193923863752932,0.0464469793613591,0,0.0538949334756571,0,0,0,0,0,0,0,0,0,0,0.00230581116867005,0.0654893622452347,0,0,0,0,0,0,0,0,-0.140960673985539,0,0,0,0,0,0,0,0,0,0.0786067045766122,0,0,0,0,0,0,0,0,0,0,0,0,-0.018621701835553,0,0,0,-0.0135818665566931,0,0
X000858.SZ,0,0,0,0,0,0.363555139235872,0,0.15561933238926,0,0.0834444115445069,0,0,0,0,0,0,0,0,0,0,0.0168843402404679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119281175089166,0,0.00520858356072791,0,0,0,0,0,0,0,0,0,0,-0.0219624811927991,0,0,0,-0.0269344675428514,0,0
X002415.SZ,0,0,0,0,0,0.187076665602645,0,0,0,0.0689486124755473,0,0,0,0,0,0,0.0967085465383992,0,0,0,0,0,0,0,0,0,0,0,0.0132139100271014,0,0.321714922073742,0.173657330140674,0,0,0,0,0,0,0,0.0484769966060483,0,0,0,0.0862469317943713,0,0,-0.0531801742356912,0,0,0,0,0,0.0329541070273421,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0682844118661258,0,0,0,0,0.0938650248231186,0,0,0,0,0,0,0,0,0,0.0221081240482366,0,0,0,0,0,0,0,0.175763414959445,0,0,0,0,0,0,0,0,0,0.039565032634612,0,0,0,0,-0.160878634900623,0,0,0,0,0.11485799131848,0,0,0.013166306169254,0,0,0,0,-0.0215980215882576,0,0
X000651.SZ,0,0,0,0,0,0,0.0624790947041626,0.0858031244990458,0,0.167583056851475,0,0,0,0,0,0,0,0,0,0.073771249777734,0,0,0,0,0.0924347488627534,0,0,0,0,0,0,0,0,-0.0139728640925365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0637611479711413,-0.0526970832832742,0.02977076678888,0,0,0,-0.0328369694416294,0,0
X000568.SZ,0,0.422879511269463,0,0,0,0,0,0.0510001372593956,0,0,0,0,0,0,0,0,0.123574845539797,0,0,0,0,0,-0.105869060554473,0,0,0,0,0,0,0,0,0.0888931841399988,0,0,0,0,0,0,0,0.277582524881249,0,0,0,-0.00311001863864101,0,0,0,0,0,0,0,-0.0289782424801206,-0.00909543369986589,0,0,0,0,0,0
X600690.SH,0,0.168434726573782,0.0787185951883847,0,0.00562967558094722,0.0681071993120607,0,0.207433295428841,0,0,0,0,0,0.052069588933474,0,0,0,0,0,0.0183198866523143,0.0154878435750452,0,0,0,0,0,0,0,0.121204331099197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0402481165169565,0,0,0,0.0368885137966109,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.137139704378826,0,0,0,0,0,0,0.0535392012781465,0.061168282416694,0,0,0,0.012776352264137,0.0312999653866553,0,0,0,0,0,0,0.100758565503705,0,0,0,0,0,0,0,0,0,0.299698351196737,0.12748012894921,0,0,0,0,0,0,0,0,0,0,0,0,-0.0697695386686821,0,0,0,-0.0434630674508912,0,0
X600031.SH,0,0,0.025973155192879,0,0,0,0,0.202891433415153,0,0,0,0,0.0452944704701495,0,0,0,0,0,0,0,0.0312415258493411,0,0.0879246887243181,0,0.126962928448696,0,0.0979952479966874,0,0,0,0,0,0,0.0897925971904425,0,0,0,0,0,0,0,0.00589302237829289,0,0,0,0,0,0,0,0,0,-0.0330538065989103,0,0,0,0,0,0,0
X002304.SZ,0,0.339514225183683,0,0,0,0,0.0151882483755758,0,0,0,0,0,0,0,0,0.0344047331556403,0,0,0,0,0,0,0.033579361106617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201589328201922,0.109001768051514,0,0.190169711274232,0,0,0,0,0,0,0,0,0,-0.0222295273153962,0,0,0,0,-0.0989056332148307,0,0
