,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X000568.SZ,X003816.SZ,X000725.SZ,X000063.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X600418.SH,X000100.SZ,X002179.SZ,X002241.SZ,X600584.SH,X002463.SZ,X600089.SH,X000977.SZ,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X000066.SZ,X002049.SZ,X002236.SZ,X600522.SH,X600839.SH,X600741.SH,X600066.SH,X600183.SH,X002456.SZ,X601877.SH,X600460.SH,X000661.SZ,X002156.SZ,X600487.SH,X002085.SZ,X000800.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.422926330007868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147960118387937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322244594465343,0,0,0,-0.0058539197171193,0,-0.0360178797902998,0,0,0,0,0,0,0,0.00452455200558446,0,0,0,0,-0.122681646451307,-0.0637081074243785,0,0,-0.069388081630349,0,0
X000858.SZ,0.37422379232578,0,0,0,0,0,0.322405400241398,0,0,0.0327366470807331,0,0,0,0,0,0,0,0.177553856541673,0.0178456911065901,0.0697895459191327,0,0,0,0,0,0,0,0,0,0,0,0.0170507512312809,0,0,0,0,0,0,0,0.0426816799690748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14778301468009,0,0,0,0,0.145995292181697,0.0957490765344711,0,0,0.0862745089183318,0,0,0,0,0,0,0,0,0,0.0228546605256321,0,0,0,-0.034839583574442,0,0,0,0,0,0,0.0317638486076089,0,0,0,0,0,0,-0.0682841352739656,0,0,0,0,0,0,0
X002415.SZ,0.037741107037866,0,0,0,0,0.0341076957097921,0,0,0,0,0,0,0,0.0152875482805561,0,0.118608534291704,0,0,0,0.135380277589189,0.25164606254454,0,0,0,0,0,0,0,0,0,0,0,0,0.0508986258363425,0,0,0,-0.0568718947902922,0,0,0,0.011997946750896,0,0,0,0,0,0,0,0,0,-0.0646095095456027,0,0,0,0,-0.0326678808178467,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310861109723251,0,0,0,0,0,0.081532259905931,0,0,0.0485211374525142,0.453844996343154,0,0.0752000886751118,0,0,0,0,0,0,0,0,0,0,0.0531768558119608,0,0,0.0531104083888666,0.0127778593927199,0,-0.00565758942067886,0,0,0,0,0,0,0,0,-0.0872396719404376,0,0,0,0.00390226789942408,0,0
X600690.SH,0,0,0,0,0.043666813633537,0,0.117672983013676,0.276239999681671,0,0,0,0,0,0,0,0.029102150386603,0,0,0,0.0220430622815838,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251418969515122,0,0,0,0.0212852661745983,0,0,0,0.0729384082288126,0,0,0,0,0,0,0,0,0,-0.00468301365123696,0,0,0,0,0.0205151799515912,0,0
X600809.SH,0,0.0718035350792249,0,0,0,0,0,0,0,0,0.714110565909973,0,0,0,0,0,0,0,0,0.1152457500804,0.0154788588888278,0.0210679860884157,0,0,0,0,0.0589740592395811,0,0,0,0,0,0,-0.00547555708178108,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189672348136509,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.407105000088545,0,0,0,0.0756347289074916,0,0,0,0,0.00992992823209607,0,0,0.0979772069746433,0,0,-4.33680868994202e-19,0,0,0.0240612038899249,0,0,0,0,0,0,0,0,0,0.0118628218176653,0,0,0,0,0,0,0,0,0,-0.0463780276195728,0,0,0,0,0,0,0,0,0,0,0,0,0.00392870903395833,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386837454806419,0,0,0,0,0,0.0383598825697618,0,0,0,0,0,0.0650865832829064,0,0.0701297318485939,0,0,0,0,0,0.0210724440569323,0,0,0,0,0,0,0,0,0,0,0.182948495818664,0,0.00777061647004542,0,0,0,0,0,0,0,0,0.0340462075048836,0,0
X600104.SH,0,0.0313160424731933,0,0,0,0,0,0,0,0,0.12402017751581,0,0,0,0.126287530109051,0,0,0.0987269892780519,0,0,0.0134386591128932,-0.0137587205266166,0,0,0,0,0,0.107264591831424,0,0,0,0,0,0,0,0,0.0383634122855559,0,0,0.0771563066360244,0,0,0,-0.0562312350343112,0,0,0,0,0,0,0,0,0.00263745691396375,0,0,0,-0.00413754470367186,0,0
X000568.SZ,0,0.233278256926872,0,0,0,0,0.412051522627042,0,0,0.0108907319451733,0,0,0,0,0,0,0,0.140872057853497,0,0.0711047421426537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011861142550561,0,0,0,0,0.0599771648722323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239756142873082,0,0,0,0.259070748354392,0,0,0,0,0,0,0,0,0,0,0,0,0.136502316973582,0,0,0,0,0,0,0,0,0,0,0,-0.0829548665365118,0,0,-0.0156255353240297,0,0,0,0,0,0,0.0979784540150032,0,0,-0.064843407265566,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.00516738128388711,0,0,0,0,0.0928494109846631,0,0,0,0,0,0,0,0.420993056359193,0,0.0093647815316482,0,0,0,0,0.0136517068793093,0,0,0,-0.0148331568865474,0,0.0846501173911985,0,0.10773700292936,0,0,0,0,0,0.0211214984759928,0,-0.0427134023097762,0,0,0,0.0126560919617098,0,0,0,0,0,0,0.0209881486391628,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122389303072501,0,0,0,0,0,0.0278305612884358,0,0,0,0,0,0,0,0.0854680099965805,0,0,0,0,0.130192770902975,0.240252669663868,0.273664395994691,0,-0.0427606451035379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022212214929302,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104085380499613,0,0,0,0,0,0,0.518432466148086,0,0,0.034089951953446,0,0,0,0,0,0,0,0,0,0.0441976504686142,0,0,0,0,0,0,0,0,0,0,0,0,0.0168664780723995,0.0322472697813268,0,0,0,-0.172316218820934,0.0158295450267746,0,0,0,-0.0412430739811535,0,0
X600031.SH,0,0,0,0.069596007032032,0,0,0,0.0337367184289108,0,0,0.0361592273148532,0,0,0,0,0,0,0,0,0,0.141748643607403,0,0,0,0,0,0.0391733063116098,0,0,0,0,0.3059075302289,0,0,0,0,0,0,0,0,0,0,0,-0.00983210743764102,0,0,0,-0.0127292689803788,0,0,0,0,-0.0197549739867731,0,0,0,0,0,0
X000625.SZ,0,0.213299087098137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104193230097015,0,0,0,0,0,0,0.0466644872134975,0,0,0,0.190529258620347,0,0,0,0,0,0,0.0158753481374301,0,0,0.0998595930573512,0,0,0,0,0,0,0,0.0421567564371835,0,0,0,0,0,0,0.00905573290526553,0,0
X002304.SZ,0,0.55994770762636,0,0,0,0,0,0,0,0,0.0036140180243226,0,0,0,0,0,0,0,0.0297911999949629,0,0,-0.0111520147425334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0738272889306872,0,0,0,0,0,0,0
X000338.SZ,0,0.187516190336576,0,0,0,0,0,0,0,0,0.115761699887933,0.0630842599290582,0,0,0,0,0,0,0,0,0.0445191123967986,0,0,0,0,0,0,0,0,0,0,0.157346984160496,0,0.037635930506549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107151855067924,0,0
X000596.SZ,0,0,0,0,0,0,0.604654049269355,0,0,0,0.197469962869224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132718982026414,0,0,0,0,0.0138605258663017,0.0481502174928157,-0.0173508509395371,0,0,0,0,0.0909639839181055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0.0209396020770291,0,0.145054938665458,0,0,0,0,0,0,0,0,0,0.258620698198698,0,0,0,0,0.179848292011841,0,0,0.118813523795329,0,0,0,0.0463752105376856,0.251774226856391,0.221880766827084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661193395946355,0,0.176345730433674,0,0,0,0,0,0,-0.0504574558741807,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894816014468975,0,0,0,0,0,0,0,0,-0.00875388036574534,0,0.203469305382281,0,-0.173494656535547,0,0,0.449019352104552,0,0,0.0892114144988669,0,0,0,0,0.0981037829414799,0.128895962128471,0,0.282515992332749,0,0,0,-0.196232989699097,0,0,0.186175083471171,0,0,0,0,0,0,0,0.00951139033637096,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.115412402924066,0,0,0,0,0,0.140684420692218,0,0.22635311777706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848782682435036,0,0,0,0,0,0,0,0,0,0.0736832449036223,0,0,0,0,0,0,0,0,0.00516441884697973,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219814482418265,0,0,0,0,0,0.0194912964744307,0,0,0,0,0,0,0,0,0,0.206172464663655,0,0,0.0769631111579381,0,0,0,0,0,0,0,0.0374488497119748,0,0,0,0,0.202372054275414,0.0122486332027955,0,0,0,0,0,0,0,0,0.00418980606954331,0,0
