,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X000625.SZ,X000651.SZ,X300014.SZ,X300124.SZ,X002129.SZ,X002371.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X600741.SH,X300142.SZ,X000733.SZ,X600884.SH,X000100.SZ,X600460.SH,X600702.SH,X000157.SZ,X601799.SH,X000799.SZ,X600418.SH,X600563.SH,X600584.SH,X002236.SZ,X002414.SZ,X002176.SZ,X000800.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.318525548436289,0,0,0,0,0,0,-0.0374281141225674,0,0,0,0,0.0512324239558621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698565423748846,0,0,0,0,0,0,0,0,0.0360031894088713,0,0,0,0,0,-0.00644710447714203,0,0.0228098318678034,1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0,0,0.274373761331007,0,0,0,0,0,0,0,0,0,0,0,0,0.0377698989885698,0,0,0,0.0366623162493925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208750313047522,0,-0.0407450322828833,0,-0.0158322782184088,0,0,0,0,0.0422062379625684,0,0,0,0,0,0,0,0,0.0100688202713338,0,0
X600809.SH,0,0.112333296834335,0,0.542631399042923,0,0,0,0,0.0691859088690782,0,-0.029570694110068,0,0,0,0,0.0497188636055154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198536523489585,0,0,0,0,0,0,0,0,0,0.0879247465909027,-0.00470879687203994,2.16840434497101e-19,0,0,0,0,-0.0135866373145391,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.119131195573227,0.223253209554625,0,0,0,0.0671637035177025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287729255566617,0.0638164780910982,0,-0.0113869648672227,0,0,0,0,0.00437212741250327,0,0,0,0.319664364055583,0,0,0,0,0,0,0,0,0,0,0,0,-0.00978488161544414,0,0,0,0,-0.0158536528513644,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-0.136944909088818,0,0,0.0275386454924419,-3.46944695195361e-18,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.088539419506506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214567933297033,0.148654957289723,0,0,0,0.792868260324625,0,0,0,0,0,0.108006768782293,0,0,0,0,0,0,0
X002304.SZ,0,0.0461067385683275,0,0.173235602160213,0.0232062912602253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857983985285971,0,0,0,0.240097509278333,0,0,0,0.018298660565959,0.0386154815746335,0,0,0,0,0,0,0,0.0172540220190545,0,0,0,0,-0.0213999332164829,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0863082148608684,0,0,0,0,0,0,0,0,0,0,0,0.235846883423507,0,0,0.118900133489464,0,0,0,0,0,0,0,0,0,0,0.13609503558733,0.0916719025403169,0.0765245154288588,0,0,0,0.000225766526674375,0.16623332580765,0,0,0,0,0,0,0,0,-0.00903253181589406,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.115874814374133,0,0,0,0,0,-0.0344168385230816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20633968000078,0,0.0337634458172114,0.042316962695505,0,0.0494832927581251,0,0,0.0906019543741784,0,0,0.0733271769322814,0,0,0,-0.0233404785201296,0,0,0.0145341741916626,0,0,0,0,0,0.143691319282791,0,0,0.0205023077873119,0,0,0,0.0144617347818098,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319358107304143,0,0,0.0131262167187181,0,0.110002393104222,0,0,0,0.14592826127429,0.130101234793763,0,0,0,0,0,0,-0.0692741280943436,-0.00719077349468983,0,0,0.0584943707153973,0,0,0.00269609067862415,0,0.0625741400856307,0,0,0,0,0,0,0,0,0,0,0,0,0.00784826843877937,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0413914385590748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208904721864256,0,0,0.0523834696191869,0.0261669540605328,0,0,0,0,0,0.0680175073852243,0,0,0,0,0,0.158986307200725,0,0,0,0,0,0,0,0,0,0
