,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X600703.SH,X000338.SZ,X000625.SZ,X000063.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X003816.SZ,X300142.SZ,X601877.SH,X000661.SZ,X002179.SZ,X000596.SZ,X000100.SZ,X600460.SH,X000799.SZ,X600089.SH,X000157.SZ,X600702.SH,X600741.SH,X002074.SZ,X002236.SZ,X002414.SZ,X002007.SZ,X600584.SH,X600779.SH,X600183.SH,X600884.SH,X000800.SZ,X601799.SH,X000733.SZ,X300146.SZ,X002008.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.189538472398797,0,0.0221404141257067,0,0,0,0.0314849614364574,0.0880493270562624,0,0,0,0,0,0.0411203448661401,0,0,0,0,0,0.128058794566178,0,0,0,0,0,0,0,0,0,-0.0213317777288095,0,0,0,0.0400581778405434,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.122846867822234,0,0,0.00321362604686756,0.16113327554712,0,0.103683974821303,0,0,0,0,0,0,0.0769618949865193,0,0,0.00578520736781787,0,0,0,0,0,0.14833274203843,0,0,0,0,0.13076433528673,0,0,0,0,0.00502593690713417,0,0,0,0,0.161825544048249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.144544586841534,0,0,0.0152577675415222,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0654600607115898,0.17301913661902,0,0,0,0.0899289162978638,0,0,0,0.0445536435962243,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.100552586808002,0,0.0159123826448614,0,0,0,0,0,0,-0.00218292301819291,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.0934554399952607,0.183531645715797,0,0,0,0,0,0,-0.0245818909352886,0,0,-0.0100125859860613,0,0,0,0,0,0,0,0,0,0,0,0,0.375674633870455,0,0,0.200762332905474,0,0,0,0,0,-0.0228562236448904,0.0484746291363944,0,0,0,0,0,0,0,0,0,-0.0214028992696275,0.0242391589255108,0,0,0,0,0,0
X600276.SH,0,0.186729199452325,0,0,0,0,0,0,0,0,0,0,0,0,0.0628754223331133,0,0,0,0,0,0.0528640609818622,0,-0.0231135309880378,0,0,0,0.163269118747556,0,0,0,0,0.204720526504671,0,0,0.00996536738713048,0,0,0,0,0,0,0,0,0.167305390134839,0,0,0,0,0,0,0,0.0109337325390724,0,0,0,0,0,0,0
X000651.SZ,0.145294266432072,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0409453398041641,0,0,0,-0.0381550478335946,0,0,0,0.0174145019488606,0,0.108402361454242,0,0,0,0,0,0,0.0908932476798589,0,-0.0460135447482422,0,-0.0140633547456579,0,0,0,0,0.0628313779822716,0,0,0,0,0,0.0291670073263149,0,-0.0789964272133453,0,0,0,0,0,0,0,-0.0722491362753327,0.114179270222895,0,0,0,-0.115880759387395,0,0
X002475.SZ,0,0,0,0.012560801767641,0,0,0,0.0378447764472872,0,-0.0432308203810366,0,0,0,0.0326058944534546,0,0,0,0,0,0,0,0.297806452299188,0.139221219936392,0,0,-0.0376708447874303,0,0,0,0,0.119729680624348,0,-0.141745412280386,0,0,0,0,0,0,0,0,0,0,0,0,0.214873942951978,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.221313364907739,0.0833720846760457,0,0,0,0.370007129116698,0,0,0,0,0,0,0,0.128276461476597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369274750370395,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852864538541551,0,0,0,0,0,0,0
X000568.SZ,0,0.259402066277185,0,0.189962557854308,0,0,0,0.0832767304638076,0,0,0,0,0,-0.0447855700445507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0979808224033739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0509725882530303,0,0.172965046444869,0,0,0.0602943722858623,0.124624920668337,0,0.0257357539335595,0,0,0,0,0.0114123523988087,0,0,0,0,0,0,0,0,0,-0.0189980120974567,0.0884608199690869,0,0,0,0,0,0,0,0.0129866905657688,0,0,0,0,0,0,0.0643670890855954,0,0,0,0,0,0,0,0,0,-0.0671215222812527,0,0,0,0,0,0,0
