,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X300124.SZ,X000596.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X000157.SZ,X600884.SH,X600702.SH,X600460.SH,X600487.SH,X601799.SH,X000799.SZ,X002236.SZ,X300003.SZ,X600584.SH,X002414.SZ,X600563.SH,X600372.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0503692838780032,0.0816164265657267,0.25032995653627,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00497921194387166,0,0,0,0,0,0,0,0,0,0,0.0604381255574325,0,0,0.00404884272222641,0.0169860467101851,0,0,0,0,0,0.0142988401012215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154483754814334,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.070541941269766,0.0975695163239488,0.155216211168337,0,0.0478691982449635,0,0,-0.0318154715741759,0,0,0.0754550759162844,0,0,-0.00102900880769824,0,0,0,0,0,0,0,0,-0.00879865834759343,0,0,0,0,0,0,0,0,0,0,0,0.248130529978706,0.102359763030202,0,0,0,0,0,0,-0.0620280450484553,-0.0112470575054964,0,0,0,0,0.00809671955116699,0,0,0,0,0,0
X600809.SH,0,0,0,0.413648187557691,0,0,0,0,0,0,0,0,0,0,0.130956987083401,0,0,-0.0171688393668933,0,0,0,0,0,0,0,0,0,0,0.0298023563380202,0,0,0,0,0.0141221020384902,0,0,0,0,0,0,0,-0.10227304847346,0,0,0,0,0,0,0,0,0.14450636597426,0,-0.021035363098668,0,0,0,0,0,0
X000568.SZ,0,0,0.232882677968535,0,0,0,0,0,0,0,0,0,0,0,0.0111429029138366,0,0,0,0,0,0.0411943598242291,0,0,0,0,0,0,0,0.00755945358066279,0,0,0,0,0,0,0,0,0,0.317802333756297,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123916785307826,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0774423866126214,0,0,0,-0.169796056476429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187878366579279,0,0,0,0,0,0.0681772202767204,0,0,0,0,0.140803333959739,0.452198486212236,0,0.136259832197972,0,-0.0461095731051427,0,0.210271056482983,0,0,0,0,0,0,-0.0189318468912273,0,0
X600690.SH,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.109079532658579,0,-0.0115251969041332,0,0,0,0,0,-0.0178998359379138,0,0,0,0,0,0,0,0.0682364540360248,0,0,0,0,0,0,-0.11842866404568,0,0,0,0,0,0.0475584873382158,0,0,0,0,0,0.277741060899141,0,-0.0159131376266218,0,0,0,0,0,-0.00559992605638351,0,0,0,0,0,0
X002304.SZ,0,0.197255141653032,0,0,0,0,0,0.0297940764934836,0.0789629598692316,0,0,0,-0.0156854917904895,0,0,0,0,0.026119808334127,0,0,0,0,0,0,0,0,0,0,0,0.0210050549854307,0,0,0.0165356989414072,0,0,0,0,0,0.236449972537512,0,0,0,0,0,0,0,-0.125760982774282,0,0,0,0,0.0349806840499815,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0720194408769771,0.408061795821011,-0.0384009221435274,0,0,0.0868239916217723,0,0,0,0,0,0.14004753872127,0.0718487806711475,-0.109271390800213,0,0,-0.0724971144856517,0,-0.170050697447449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131422152814216,0,0,0,0,-0.0815613005807915,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925658821342374,0,0,0,0,0,-0.0681275341742165,0,0.035980775055149,0,0,0.142201438373131,0,0,0,0.0426426982797508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033104444219821,-0.0127509431615747,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.248521108443015,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0667890319786019,0,0,0.0254975248823944,0.0358412972527291,0,0,0,0,0,0,0.0702443981546203,0,0,0,0,0,0,0,0,0,0,0.0821987415167982,0,0.0827114587209469,0.0126149155299258,0,-0.0708866278751643,0,0,0,0,-0.00831990694908639,0,0,0,0,0,0
