,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X000338.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002049.SZ,X002236.SZ,X000977.SZ,X002241.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X002463.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X000921.SZ,X600183.SH,X000800.SZ,X601799.SH,X600066.SH,X002180.SZ,X002007.SZ,X600460.SH,X002223.SZ,X002074.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.215625945886725,0,0.223550383441325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169096306513646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821557976848606,0,0,0,0,0,0,0,0,0,4.42054633886111e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0.10727723267782,0,0.382920007717531,0,0,0,0,0,0,0,0,0.0260323893262793,-0.051225976805299,0.0862192063518281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107300811179377,0,0,0,0,0,0,0,-0.00966130774590403,0,0,-0.0217168106113205,0,0,0,0,0,0,0,-0.0177058035431914,0.013420094726431,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0504053048796617,0,0.0965182316450557,0,0,0,0,0,0,0.0401245986103996,0.0342518555530521,0,0,0,0,0,0,0,0,0,0.140361428057533,0,0,0.0175469943927739,0,0.0930657167330658,0.101162536018959,0,0,0,0,0,0,0,0,0,0,0,0,0.058086969295802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.447087875420161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267755583562578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00997827531249308,0,-0.0556452146177107,0.0411749706351734,0.0135590170512593,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181854359741077,0,0.0408358039822595,0,0,0,0,0,0.0280817342602453,0,0,0,0,0.0291209560050142,0,0.010069530767166,0,0.0243716670456169,0.192134961251826,0,0,0,0,0,0,0.0890554115941913,0,0,0,0,0,0,0,0,0,0,0,0.00466957388034812,0,0,0,0,0,0
X000568.SZ,0,0.675932987922994,0,0.25557713150372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769111204035507,0,0,-0.0803145352472863,0,0,0,0,0,0,0,0,0.0378495760815248,0,0,0.0296381334827172,0,0,0,0,0,0,0,0,-0.0315561845980696,0,0.0342128323626585,0,0,0,0,0.0135868127800664,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0791048575189871,0,0,0,0,0.0826789792966707,0,0,0,0,0,0,0,0,0,0,0,0,0.151006866451212,0,0,0,0,0,0,0,0,0,0,0.0485113862357305,0,-0.0122959394813186,0,0,0,0,0.123859834311077,-0.0979243341991143,0,0,0,0,0,0,0,0,0,0,-0.0109812020510373,0.0307983287986938,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360120911375319,-0.059571564078853,0.101920322280254,0,0,0,0,0,0,0,0,0,0,0,0.0845095610892411,0,0,-0.0769851715526935,0,0,0,0,0.166554304750189,0.0103058520287668,0,0,0,0,0,0,0,0,0,0,0,-0.00583036445506951,0.0537881863161302,0,0,0,0,0
X002475.SZ,0,0,0,0,0.312990426482306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203325099403846,0,0,0,0,-0.0326351013355829,0.404618564099216,0,0,0,0,-0.0115247322949145,0,0,0,0,0,0,0,0,-0.0175580764754905,0,0,0,0,0,0.104877439470337,0,-0.0175567444447069,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279181412417202,0,0,0,0,-0.110274137922118,0,0,0.249294435429532,0,-0.245303538659388,0,0,0,0.11623056039889,0,0,0,0,0,-0.0758147146827025,0,0.0535616104028592,0,0,0,0,0,0.158967890274242,-0.0278533959819921,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0187104519671454,0,0,0.0282181602709923,0,0.000643397267735889,0,0,0.122623545046309,0.0261099571394153,0,0,0,0.0844414159448204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930988212103077,0.0220095329966125,0,0,0,0,0,0.021984458307836,-0.0359852763024745,0.0550710450792596,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.107339410056276,0.101911733039896,0,0,0.116535748647193,0,0,0,0,0,0,0,0,0,0,0.0210574195826611,0,0,0,0,0,0.00863164134717803,0,0,0,0,0.148480098828191,0,0,0,0,0,0,0,0.0331846791322938,0,0,0,0,0,0,0,0,0,0.0212710472258365,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368963690326831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169314877097553,0,-0.131570265816508,0,0,0,0,0,0.215428634389377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0671815104180499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440760147496963,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00374229679832931,0,0,0,0,0,0,0,0,0,0.0548641971020582,0,0,0,0,0,0,0,0.00446446706384031,0,0,0,0,0,0
X002304.SZ,0,0.136596131530991,0.119172476980268,0,0,0.263747489091997,0,0,0,0,0,0.0372632691107046,0,0,0,0,0,0,0.0138291524971066,0,0,0.130687508425676,0,0,0.0267897703944736,0,0.00993414462573522,0,0,0.0104959945841286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325774386953981,0,0,0,0,0,0,0,-0.0074521460982652,0.00166803646514912,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291956294948818,0,0,0,0.224603304091858,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0486608086179866,0,0.0862567322648181,0,0,0,0,0.199580531472962,0,0,0,0,0,0,0,0,0,-0.00937414878285937,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152498834817948,0,0,0.415382761827912,0.0869339268439925,0.0921297693325485,0,0,0,0,0,0,0,0.00433080958073689,0,0,0,0.00301749933805135,0,0,0,0,0,0,0,0.0195237971677507,0,0.0458021187902935,4.33680868994202e-19,-0.0178894545428061,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288254638480652,0,0,0,0,0,0,0,0,0.17983339946249,-0.0388459986854433,0,0,-0.0713323680356314,0,0,0,0,0,0,0,0,0.00629913898465081,0,0.00273881719252614,0,0,0,0.0645920203350927,0,0,0,0,0,0,0,-0.0785689248763801,0.0730956251110336,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00792958617545437,0,0.136033162036324,0,0,0.0107269254656457,0,0,0,0,0,0.00300880163076679,0,0,0.0137484665530019,0.0183821428622897,0,0.0475212268553232,0,0,0.0697982327917121,0,0,0,0.0226797297993138,0,0,0,0,0,0,0.0101534513064884,0,0,0,0,0,0,0,-0.0327611884200396,0.0391217666744177,0,0,0,0,0,0
X000596.SZ,0,0,0,0.554771383776986,0,0.103872774533962,0,0,0,0,0,0,0,0,0,0,0,-0.0729570448244966,0,0,0.0629317215186963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662265479966597,0,0,0,0,-8.67361737988404e-19,0,0.167771099055492,0,0,0,0,0.00232048480893019,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264558514444414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160102160847261,0,0,0,0,0,0,0,0,0.0874244637915984,0,0,0,0.0647383875472698,0,0,0.0827570140995241,0,0.128282256553704,0,0,0,0,0,0.00181553528165669,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146305665002797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010401688419357,0,0,0.29856911686985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223399364576243,0,0,0,0.00185070375841655,0,0,0,0,0,0
X600089.SH,0,0,0,0.054428320770951,0,0,0,0,0,0.0444385382166322,0,0,0.143098047985003,0,0,0,0.0308990821463637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03101209578733,0,0,0,0,0,0,0,0.176023223379131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00919058791289404,0,0,0,0,0,0
