,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X300124.SZ,X000651.SZ,X600104.SH,X002129.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002241.SZ,X002180.SZ,X000661.SZ,X600522.SH,X300142.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600460.SH,X300003.SZ,X600702.SH,X600884.SH,X600584.SH,X600487.SH,X600563.SH,X000799.SZ,X601799.SH,X002414.SZ,X002176.SZ,X002223.SZ,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.054886536374226,0.163105034245589,0,0.199182323109759,0,0.0522527582698624,0,0.000522632636772087,0,0,0,0,0,0,0,0,-0.0303402795043366,0,0,0,0,0,0,0,0,0.0267086512619691,0,0,0,0,-0.0140936226422206,0,0.000397012222657679,0,0,0,0,0,0,0,0,0,0,0.144236894622955,0,0,0,0,0,0,0.0524613492604656,0,0,0,0,0,0,0
X000858.SZ,0.262531451732822,0,0.00590903602420156,0,0.317150626791227,0,0,0,0,0,0,0,0,0,0.0414103606505462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806409571754568,0,0,0,0,0,0,0,0,0,0,0.0536292283972214,0,0,0,0,0,0,-0.0566005855041904,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.300665993919211,0,0,0,0.428734540264194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800635305253781,0,0,0,0,0,0,0,0.0482627822113765,0,0,-0.0520792726447369,0,0,0,0,0,0,0,0.0644579126832914,0,0,0,0,0,-0.0828232476462123,0,0,0.0403189080360905,0,0,0.0134017316707352,0.00602659469585526,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.038578913391517,0,-0.0796646387663914,0,0,0,0,0,0,0,0,0,0.0456881978347693,0,0.137808432141005,0,0.0123283529846006,0,0,0.147505887772829,0,0,0,0.0837642355354934,0,0,0,0,0,0,0,0,0,0,0.0512486217890063,0,-0.0775582867190622,0.144851944054866,0.0448027687350824,0,0,0,0.0955824539014028,0.242735797261115,0.0328298326927844,0,0,0,0,0,0,0
X000568.SZ,0,0.235082992436337,0.604944952913811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622728225775211,0.0300647812083544,0,0,0,0,0,0,0,0,0,0.121703934301063,0,0,0,0,0,0,0,0,0,0,0,0.0088741195643881,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0547124942755986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345395900457378,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212013935479989,-0.0439107919001165,0.162364318349182,0,0,0,0.133987833015915,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.145482029240329,0.187948139229017,0,0,0,0.0395880497714874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297504868889047,0.0782969181931269,0,0.131281837505567,0,-0.00280927590406637,0.00629628305285525,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.420058465187719,0,0,0,0,0,0,0.0955842717751701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918423110192533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686372334221751,0,0,0,0,0,0,-0.021584696110414,-0.0118882670466817,0,0,0,0,0,0
X002304.SZ,0,0.219814245069927,3.46944695195361e-18,0,0,0,0.0677008905138104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163206962094051,0,0,0,0,0,0,0,0,0,0,0,0.0941265317446416,0,0,0,0,0,-0.0221770434767566,0.281243859081708,0,0,0,0,0,0,-0.0762254871537569,0.0115028651816583,0,0,0,0.0112904710518923,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303076866323222,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00603668018673156,0.0771058078242804,0,-0.0531015510255962,0,0.563938189530533,0,0,0,0,0,0,0,0,0,0.091587330511345,0,0,0.209721504367669,0,0,0,0,0.0702880012285264,-0.136840799610718,0,0,0,0,0,0
X300124.SZ,0,0,-0.118005177483582,0,0,0,0.00851043386112936,0,0,0,0,0,0,0.00925204975210046,0,0,0,0,0,0,0,0,0,-0.141527312829459,0,0,0.0102187745978439,0,0.0154907024384118,0,0,0,0,0.364572090372529,0,0,0,0,0,0,0,0,0,0,0,0,-0.00609381970221781,0.0909594606776327,0,0,-0.125027947323174,0,-0.0555794214935908,0,0,0,0,0,0
X000651.SZ,0,0,0,0,3.46944695195361e-18,0,0,0.349070812777529,0,0,0,0,0,0.0615912016172441,0,0,0,0,0.162818798382582,0,0,0,0,0,0,0,0,-0.01544892757348,0.00310832932140808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138564048740786,0,-1.73472347597681e-18,0,0,0,0,0,0.0437770118131156,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.000453874280700761,0.0475628722805283,0,0,0.0918799881979852,0,0,0,0,0,0.00251996365546519,0,0,0,0,0,0,0,0,0,0,0.0505118244799548,0,0,0,0,0.0347486782744979,0.19573488857186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030497005128938,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.180767460956559,0,0.0259726670237121,0,0,0,0,0,0,0,0,0.0183066276517369,0,0,0,0,0,0,0,0.142684063535749,0.0497238056424485,0,0,0,0,0,0,0,0,0,0,0,0,0.204065507809433,0,0,0.0260131614546178,0.0564628059389405,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0.0782620769538126,0,0.0459014468048079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463823519628399,0,0,0,0,0,0,0,0,0.044136502368401,0,0,0.054636128233614,0,0,-0.262339539425704,0,0,0,0,0.569377464805296,0,0,0,0,0,0.0510992414085966,0,0,0,0,0,0.404900811695675,0,-0.0556286181707973,0.0669348635835222,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165620218070103,0,0,0,0,0,0,0.0275308271484143,0,-0.10111896213639,0.0237582777851228,0,0,0,0.0221009358977514,0,0.379015106842602,0,0,0,0,0.0387735884921156,0,0,-0.0445994133494414,0,0,-0.00890893946167925,0,0.0208121131706562,0,0,0,0,0.0105424570062307,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0384988148280657,0,0,0,0,-0.0125331009485305,0,0,0,0.0665342986298739,0,-0.0538353158008394,0,0,0,0,0,0,-0.0474751232829602,0.0807815701131619,0,0.0781623995632423,0,0,0,0,0,0,0,0,0.036207789491696,0,0,0,0,0,-0.0941363392335495,0.0220381121913172,0.0788691769018516,0,0,0,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0.0826964610173113,0,0,0,0,0.0353776657429648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105498838255496,0,0.0700927102670259,0.0718350007664982,0,0,0,0,0,0,0,0,0.198320180435713,0,0,0.158599747840999,0,-0.107320305819553,0.138667982252518,0,0.0811671227321019,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121137390739355,0,0,0,0,0,0.00253132024055436,0,0,0,0,0,0,0,0,0,0,0.600212311845023,0,0,0,0,0.0199875649675342,0,0,0,0,0,0,0,0,0,0,0,0,0.00734764367556218,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.115612551003134,0,0,0.234230643318872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561896165367978,0,0,0,0,0,0,0.0322469725591499,0,0,0,0,0,0,0,0,0,0.0445194611637728,0,0.045475330359686,0,0.170126015244397,0,0,0,0,-0.0789246015247949,0,0,0,0,0,0
X000596.SZ,0,0,0.315699301920738,0,0.134001821487093,0,-0.0883101866358317,0,0.125914790039834,0,0,0,0,0.0931072187756068,-0.0205957463757712,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649141788296808,0,0,0,0,0,-0.0276563661873764,0,0,0,0,0,0,0,0,0.0145180779179851,0.0268687008773236,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025698869644222,0,0,0.0619649058420503,0.0186635090959404,0,0,0,0,0,0,0.277274591527677,0,0,0,0,0,0,0.00780352153291532,0,0,0,-0.0437202748531563,0,0,0,0.228299460971547,0,0,0.0117015111203273,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430060517069197,0.0711329613057793,0,0,0,0,0,0,0,0,0,0,0.131665413078873,0.0607307912239814,0.215553269691973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590630655534961,0,0,-0.010599964092679,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,-0.0788273102760757,0,0,0,0,0,0,0,0,0.169447326594383,0,0,0,0,0,0,-0.0329599259322765,0.227876813762008,0,0,0,0,0.136383595107992,0,0,0,0,0.0448177263184545,0.178237307457608,0,0.0382294663491215,0,0,0.194791897541368,0.0867854537298685,0,0,0,0,0,0,0,0.0772384934395691,0,0,0,0,-0.0498515166861503,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.157401806369933,0.0011961426693587,0,0.0229780039467824,0,0,0,0,0,0,0,0,0.107306156745993,0,0,0,0,0,0,0.0218917587632501,1.0842021724855e-19,0,0.0143879268718293,0,0,0,0,0,0.161728053065892,0,0,0,0,0,0.0154027158355788,0,0,0,0.124700137569582,0,0,0.152012297912575,0,0,0,0,0.013156643491352,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.0932578377540234,0,0,0,0.050300915176646,0,0,0,0.165001748290945,-0.0128353899847604,0,0,0,0,0,0,0,0,0,0.096042198882106,0,0.00771314858880159,0,0,0.163543075585162,0,0,0.202501596951855,0,0,0,0,0,0,0,0.058910100825889,0,0,0,0.0360197723620267,0,0.0418365573563482,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.465979575301467,0,0,0.0482420643740991,0.16341107130427,0,0,0,0,0,0,0,0,0,0,0,0,0.0483139663538153,0,0.0297327328924736,0,0,0.0145626820899144,0,0.198100970419293,0,0,0,0,0,0,0,0,0,0,0,-0.154839519228852,0,0,0,0,0,0,0,0,0.121319975603062,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,-0.0493192186556538,0,0,-0.180122881160885,0,0,0,0,0,0,0.0265516795557053,0,0,0.0692500749190466,0,0,0,0.20135327437993,0,0,0,0,0,0,0,0.0381580431767319,0,0.0362265504716768,0,0,0,0,0,0.228159447009576,0,0,0,0,0,0.171938227441184,0,0,-0.079490826547729,0,0,0,0,0.00723188828091053,0.0602235025712089,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0120141706616422,-0.0396908394806696,0,0,0,0,0,0,0.0602055661401284,0,0,0,0,0,0,0,0,0,-0.319673806687944,0,0,0,0.220118542577447,0,0,0,0,0,0,0.463782255575962,0,0,0,0.55342025665874,0.524047974996064,0,0,0,-0.0686425871849242,0,0,1.73472347597681e-18,0,0,0,0,4.33680868994202e-19,-0.0189027002896091,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416784001629448,0.0311141203651891,0,0,0,-0.0614766996327504,0,0,0,0,0,0,0.168599249412295,0,0.283132453397785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713244682602367,0.173369350891121,0,0.0683057831997047,0.0414867742092689,0,0,0,0,0.106805007524437,-0.0425291805590913,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0.376760266887094,0,0,0,0,0,0,0,-0.0547643796887237,0,0,0,0,0,0,0,0,0,0,0,0,0.121920776653505,-0.0907188881055824,0,-0.106177165327869,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302538978894277,0,0,0,0.03970570881352,0,0.0203385269852245,0,0,0,0.0551869795361932,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,-0.0352696453131296,0,0,0,0,0,0,0,0.114204842747299,0,0,0.0264093207786268,0,0,0,0,0.00908856169852397,0,0,0,-0.0124630882336113,0,0,0.114101570276936,0,0,0,0,0,0,0,0,0,-0.0864116510032361,0,0,0,0,0,0,4.33680868994202e-19,0.0366419587393679,0,0,0,0,0.0892465371646268,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,-0.17732171617038,0,0,0,0,0,0,0,0.234239490182516,0,0,0,0.114011953076424,0,0,0,0,0,0.178915760529768,0,0,0,0.150573366899852,0,0,0,0,0,0,0,0,0,0,0.078145886908905,0,0.0242476633437093,0,0,0,0,0.0519666934011606,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0.398488683751246,0,0,0,0,0,0,0,0,0,0.0868174815344522,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134117079703041,0,0,0.165261589564585,0,0,0,0,0,0,0,0.0315388756646579,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0637142904295211,0,0,0,0.248901751037985,0,0,0.21703201065657,0,0,0.0369406282325126,0,0.033283980369384,0,0,0,0,0.0674997338227209,0,0,0,0,0.0291038865956653,0,0,0,0,0,0,0.205596068137263,0,0,0,0,-0.0804618291765713,-0.0141607586343447,-3.46944695195361e-18,0,0,0,0.0216792660169849,0,0,0,0,0,0,0
X600741.SH,0.024223790089154,0,0.0701234158542731,0,0.000534444512975456,0,0,0,0,0.0605292190290246,0,0,0,0,0,0,0,0,0,0.122005261134225,0,0,0,0,0,0,0,0,0,0,0,-0.0894509536695836,0,0.0166001686967083,0.114513043199809,0,0,0,0,0,0,0,0,0,0,0.105859779108744,0.0716439139556702,0,0,0,0,-0.011570976057354,-0.00698280474738016,0,0,0,0,0,0
