,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600031.SH,X600809.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X002241.SZ,X600703.SH,X000338.SZ,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002129.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002007.SZ,X000157.SZ,X002414.SZ,X600584.SH,X600183.SH,X300142.SZ,X002236.SZ,X000800.SZ,X601799.SH,X000066.SZ,X002074.SZ,X300003.SZ,X002008.SZ,X000799.SZ,X000547.SZ,X600089.SH,X300146.SZ,X002508.SZ,X600118.SH,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.185008952669209,0,-0.0434213758174302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602258483243512,0,0,0,0,0,0,0,0,0,0,0.00295832440478012,0,0,0,-0.039742505924441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164661557563472,0,0,0,-0.000575104388318553,0,0
X000858.SZ,0.245951238423962,0,0,0,0,0,0.0407842827230173,0.308749600210339,0,0.00961923972613969,0,0,0,0,0.00279954206970984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161308865412998,0,0,0,0,0.0241271330090877,0,0,0,0,0,0,0,0,0.105049941048918,0,0,0,0,0,0,0,0.00493439496137177,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520011728197277,0,0,0,0,0.0639336142820342,0.0108214323137212,0,0,0,0,0,0,0.0306147170358799,0.0334750760983242,0,0,0,0,0,0,0,0.046756219806575,0,0,0,0,0.105328364829035,0,0.0145301892054419,0,0,0.00882358578498844,0,0,0,0,0,0.00579044129444784,0,0,0,0,0.00212479074041627,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0710173769682599,0,0,0,-0.0785265275784462,0,-0.0682203471821811,0,0,-0.0205753338061274,0,-0.0101198206538806,0,0,0,0.159858155125186,0,0.00511579355615449,0,0,-0.206505884677604,0,0,0,1.0842021724855e-19,0.153679219685765,0,0,0,0,0,0,0.060140573502504,0,0,0,0,0,0,0,0.0111604402365043,-0.0247412208175801,0,0,0,-0.0137621607626604,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446026315979429,0,0.0136374741641776,0.0712921039248841,0.370666057614343,0,0,-0.00255527907277125,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215637482303538,0,0,0,0,0.00839682644016939,0,0,0,0,0,0,0,0,0,0,0.0233297333411568,-2.71050543121376e-20,0,0,0,-2.71050543121376e-20,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0681888862846908,0.083302840139764,0,0,0,0,0,0,0,-0.108870177824024,0,0,0,0,0,0,0,0,0,0,0,0.246060889961907,0,0,0.0151063653646448,0.0469913248400736,0,0,0,0,0.137684551434023,0,0,0,0,0,0,0,0.0460263550714945,0,0,0,-0.0184193861389811,0,0,0,-0.0223960073450038,0,0
X002304.SZ,5.35391424943453e-05,0,0,0,0,0,0,0,0,0.127251238208974,-0.0308550580144416,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676658237427981,0,0,0.175408180704446,-0.0404375349464744,0,0,0,0,0.0286345079547513,0,0,0.161260911112362,0,0.189538160776413,0,0,0,0,0,0,0,0,0,0,0,0,-0.00896081907436926,0,0
X000568.SZ,0,0.126374672710306,0,0,0,0,0.0656749448989035,0,0,0.431916380752604,0,0.058479368722659,0,0,0,0,0,0,0.0931935483516067,0.00182252768171199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279888090605783,-0.0179735811228321,0,0,0,0,0,0,0,0,0,0,-0.00368804165601379,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.18718930394305,0,0,0,0.0525520089278448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215085219955678,0,0.171976656637333,0,0,0,0,0.179897760603596,-0.0735950064285887,0,0,0,0,0,0,0,0,0,0,0,0,-0.00386881126662881,0,0,0,-0.00704927685387364,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115137852866464,0,0,0,-0.11695764605858,0,0,0,0,0,0,0,0,0,-0.018197222651933,0,0,0,0,0,0,-0.0869541608639909,0,0,0,0.139767060775539,0,0,0,0.189283529479575,0,0,0,-0.00793749820853992,0.0629187581938191,0,0,0,-0.000186662526662871,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141994471789177,0,0,0,0,0,0,0,0.114562579559737,0,0.026820711648932,0.0985763427773849,0,0,0,0,0,0,0.0731033212270354,0,0,0.00576332881057371,0,0.0756203926110765,0,0,0.00176965208248676,0,0.009568339920543,0,0,0,0,0,0,0,0,-0.00692821261648284,0,0,0,0,-0.0339612556928971,0,0
X600690.SH,0,0,0,0,0,0.103271260144154,0,0,0,0.383818241684132,0.158110688961237,0,0,0.022350117898626,0,0,0,0,0,0,0,0,0.0285318958740968,0,0.0203421471509567,0,0,0,0,-0.0477892201667581,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0541479301557376,0,0,0,0,0.0134896409461063,0,0,0,-0.00128265386791893,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154897930455595,0,0,0.0341517680832726,0.385499047303146,0,0.140233588288646,0,0,0,0.0226134516119617,0,0,0,0,0,0.0116960925998582,0,0,0,0,0,0,0,0,0,0.0635366181108495,0,0,0,0,0,0,-0.015852797752012,0,0,0,0.0036514215075258,0,0
