,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X003816.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X002304.SZ,X000625.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600584.SH,X000157.SZ,X600372.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X600418.SH,X600183.SH,X002049.SZ,X601877.SH,X000800.SZ,X002180.SZ,X600487.SH,X000921.SZ,X002294.SZ,X600177.SH,X002074.SZ,X601799.SH,X000661.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.177378445161558,0,0,0,0,0,0,0,0.136848307806625,0,0,0,0,0,0,0,0,0.0268696457973726,0.154565625652959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322850453991256,0,-0.00516128589427629,0,0,0,0,0,-0.051562739969498,0,0,0,0.0324022262248377,0,0
X000858.SZ,0.2493068393324,0,0,0.059397041374418,0,0,0,0,0.222006148612562,0.0959096329014584,0,0,0,0,0,0,0,0,0.0200959950578071,0.0694911898018304,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131272292186745,0.261410710778072,0,0,0,-0.0299235873344692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238334952024966,0,0,0,0.0194643905254975,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168921446308241,0,0,-0.04167845648297,0,0.248940417821788,0,0,0.104979855304236,0.179451264475087,0,0,0,0.0499360478816199,0,0.0459745658278831,0,0,0,0.0271184919196411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190954397245323,0,0,0,0,-0.00545432943909164,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510735247644111,0,0,0,0,0,0.175169740234245,0,0,0,0.193294171235396,0,0,-0.0482027397940259,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0985329989785858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635464907388031,0.15264611946396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373848273882531,0,0.137337118954585,0,0,0,0.0156600509733362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180592310579683,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0498373855304194,0,0,0,-0.125896271926984,0,0,0.0719474269396083,0,-0.105149157936128,-0.00263099146879413,0,0,0,0,0,0,-0.0704459582443416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.417229528189858,0,0.0107580161099461,0,0,0,0,-0.00127415394962391,0,0
X600690.SH,0,0,0,0,0,0,0,0.16384433433459,0,0,0,0,0.0763953405378383,0,0,0,0,-0.0293851741678221,0.0700467017029262,0,0,0,0,0,0,0.096851529442938,0,0,0,0,0,0,0,0,0,0.0341044687334178,0.0392279552464983,0,0,0,0,0,0,0.127094052783963,-0.0427782979514784,0,0,0,0,0,0,0,-0.0213056406460624,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.117621828517462,0,-1.73472347597681e-18,0.0720753783231831,0,0,0,0,0,0,0,0,0.0186514909292842,3.46944695195361e-18,0,0,0,0,0,0,0,0.00330062421768927,0,0,0,0,0.036450796562894,0,0,0,0,0,0,0,0,0,0,0.126945144380682,0,0,-0.0562158348504822,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.000832585712626924,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63368400099725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.089518687574916,0,0,0,-0.0196102232647742,0,0,0,0,0,0,0,0,0,0.00691674115105477,0,0
X000568.SZ,0,0.655463920249776,0.0489267308763006,0,0,0,0,0,0.141715517025484,0,0,0,0,0.000979683334084052,0,0,0,0,0,0.108988868523561,0,0,0,0,0,0,0,0,0,0,0,0.0254951813040388,0,0,0,-0.0363701739384708,0.0613043443864715,-0.0933587455000484,0,0,0,0,-0.0759702267187138,0,0,0,0,0,0,0,0,-0.0612467933983861,0,-0.0339258407046656,0,0,-0.0155321823841393,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0721773951274238,0,0,0,0,0,0,0,0,0,0,0,0,0.267491979734142,0,0,0,0,0,0.0787983545276362,0,0,0.166757013956256,0,0,0.0228095257836246,0,0,0.0643429193295098,0,-0.161648128031231,0,0,0,0,0,0,0,0.00200093053648956,-2.16840434497101e-19,0,0,0,0.0197989379373252,0,0
X600104.SH,0,0.0731920471408258,-0.0327906854076582,0,0,0,0.0713044507492019,0,0,0,0,0,0,0.121404729524725,0,0,0,0.0516779075777085,0,0,-0.0234839377326407,0,0,-0.0313956406331479,0,-0.0367480741221332,0,0,0,0,0,0,0,0.0648975898594636,0,0,0.0142968030280193,0,0,0,0,0.177158947244605,0,0.00449880695361508,0,0,0,0.032555918055285,0,0,-0.0167429084487031,0,0.0149868307716898,0,0,0,-0.0110196878381312,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514707894813949,0,0,0,0,0,0.0392663795658711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857305394712132,0,0,0,0,0,0,0,0,0,-0.00409806085598363,0,0,0,0,0,0,0
X600031.SH,-0.0819740828184496,0,0,0,0,0,0.0651019111065235,0,0,0,0,0,0,0,0,0,0,0,0.225518521524046,0,0,0,0,0.0125999756847402,0,-0.065090276183132,0,0.250247186965205,0,0,0,-0.05266242896487,0,0,0,0,0.103235966714329,0,0,0,0,0,-0.0566676314787671,0,0,0,0,-0.12917968491088,0,0,-0.0949281994181988,-0.11647104627349,0,-0.142250561127454,0,0,0,0,0
X002304.SZ,0,0,0,0.00427886593969347,0,0,0,0,-4.33680868994202e-19,0.18498098427917,0,0,0,0,0,0,0,0,0,0.0792121652774221,0,0,0,0,0,0,0,0,0,0,0,0.00658857348987384,-0.0168993117320845,0,0,0,0,0,0,0,0,0,0,0.0307666292622373,0,0,0,0,0,0.242412705592795,0,0,0,0,0,0,0.0220590487236246,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440973506907043,0,0,0.0395309210497859,0,0,0.0405915659005882,0,0,0,0,0,0,0.0662205789454852,0,0,0,0.392168436483515,0,0.195993403369874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433032795937485,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445133323125227,0,0,0,0,0,0,0.132733507032824,0,0.256126719147693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104070275223258,0,0.00991353959289211,0.00660756814728164,0,0,0,0.00383604029014716,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.351606839600688,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.183983576026359,0,0,0,0.0362271405732286,0,0,0,0,0,0,0,0,0,0,0,0,0.254538573114676,0,0.0951030107029305,0,0.234599685193258,0.117404154608417,0,0,0,0.0395766634545428,0,0.0948905800515682,0.0791912396417569,0,-0.0922265837380878,0,0,0,0,-0.0202547588331912,0,0
X000338.SZ,0,0,0,0,0,0,0.119055324432407,0,0,0,0,0,0,0.306831056334933,0,0,0,-0.0582206474282611,0,0.0238179576723653,0,0,0,0,0,0,0,0,0,0,0.155913198603755,0,0.0463083889944988,0,0,0.16612417890074,-0.2105904151689,0,0,0,0.245164511363237,0,0,0.217338301079631,0,0,0,0,0,0,0,-0.0348929524493053,-0.043859970483029,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.583447468435973,0.129224983427281,0,0,0,0,0,0,0.060554491139119,0.0411329896972562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979251351143587,0.00334845895397726,0,0,0.0607371107359309,0.248278883044509,0,0,0.0483298442705025,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268901476242293,0.111585470809925,-0.0245861757809183,0,0,0,0,0,0,0,0.0594061880207123,0.326550882863972,0,0.141988183878501,0,0.0635223352524297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00815288495935009,0,0,0,0,-0.0134288902850483,0,0
