,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600177.SH,X002456.SZ,X002475.SZ,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X000559.SZ,X300003.SZ,X000157.SZ,X600867.SH,X002506.SZ,X002074.SZ,X600522.SH,X002180.SZ,X300124.SZ,X002294.SZ,X002426.SZ,X002085.SZ,X600089.SH,X000981.SZ,X002508.SZ,X601877.SH,X000050.SZ,X600498.SH,X002465.SZ,X002249.SZ,X000869.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.229375660899342,0,0,0.209912116035705,0,0,0,0.211367301772003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325924718851118,0,0,0.0878622642652308,0,0,0,0,0,0,0.0232246268312553,0,0,-0.0375923480836041,0,0,0,0,0,0,0,0,0,0,0,0,0.0214995813240349,0,0,0,0,0,0,0
X600104.SH,0.0666228113747172,0,0.216810186341175,0,0,0,0,0.0897363307736139,0.0805505732440862,0,0,0,0,0,0,0,0,0,0,0,0,-0.134535895115877,0,0,0,0,0,0,0,0,0,-0.0364187537377849,0,0,0.0131721431292499,0,0,0,0,0,0.0988012457833111,0,0,0,0,0,0,0.0633272806446877,0,0,0.05218041706787,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0152616421849364,0,0,0,0,0,0,0,0,0,0,0,0.0515850980530162,0,0.0746054316308884,0,0.0871033880472998,0,0,0,0,0,0,0,0.0778895192400808,0,0.0154663007703997,0,0,0,0,0,0,0,0.0158971872450786,0,0.0588787807659604,0,0,0.120965883942182,0,0,0.0207280813450303,0,0,0,0,0,0,0
X000858.SZ,0.05734799704792,0,0,0,0,0,0,0,0.0460124155998428,0,0,0.0246276950668014,0,0,0,0.299046865227012,0,0,0,0,0,0,0,0,0.0753711284865881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173942068163854,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.720320113010714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750604071197134,0,0,0,0,0,0.00508728224024062,0,0,0.0370880414014451,0,0,-0.0110679563066489,0,0,0,0,0.0299002034653448,0,0,0,0,0,0,0,0.00907305617096408,0,0,0,0,0,0,0
X600276.SH,0.0668859990958172,0,0,0.06139991682987,0,0,0,0,0,0,0.0723689440715217,0,0,0,0.0773808530897472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040028734338961,0,0,0,0,0,0,0,0,0,0,-0.0160866913481442,0,0,0,0,0,0,0.00657403659397288,-0.0183447477100525,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075700845791179,0,0,0,0,0,0,0,0,-0.00605102870542947,0,0.0805895282530635,0,0,0,0,-0.0341724216074092,0,0,0.0128809466589716,0,0,0,0,0,0.00475486870394558,0,0,0.128348276245648,0,0,0,0,0,0,-0.053541839115556,0,0,0,0,0,0,0
X000625.SZ,0,0.192376349727322,0,0,0,0,0,0,0,0,0.0360941914790969,0.0427416007197232,0,0,0.0858312771230331,0,0,0,0,0,0,0,-0.027562930908878,0,0,0,0,0,0,0,0,0,0,0.084882379437122,0,0,0,0.00846032336685696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.100840420504797,0.0206846184000303,0,0,0,0,0,0.122908434781416,0.122726781347835,0,0,0,0,0.0470818846348876,0,0,0,0,0,0,0,0,0.0937971533997226,0,0,0.00485410873264952,0.0330263984584056,0,0,0,0,0.0556448668600443,0,0,0,0,0,0,0,0,0.0224579153967188,0.000585479180556457,0,0,0,0,0,0,0,0.0895360084231355,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0250290038221372,0.0663719163104542,0,0,0,0,0,0,0,0,0.102234352234229,0,-2.16840434497101e-19,0,0,0,0,0,0.14074396717911,0,0,0,0,0.0521488571856506,0,0,0,0,0,0,0.0203071712958746,0.0652384098963605,0,0,0,0,0,0,0,0.0350585952827239,0.0356703976965874,0.135717088070738,0,0,0,0,0,-0.00848050235853009,0,0,0,0,0,0,0
